Geolocation,Type,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Negros Occidental,Hogs Upgraded for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.22,113.88,114.03,118.48,118.40,118.69,116.26,116.38,116.61,112.55,108.96,112.49,114.91,110.31,111.91,112.61,113.77,112.18,108.94,110.36,105.99,102.09,98.38,98.24,104.73,107.46,99.36,98.94,97.08,99.58,96.78,95.03,98.58,95.99,91.46,91.04,93.63,105.06,96.88,100.93,99.71,105.03,115.80,110.13,114.11,113.44,110.00,110.26,111.88,111.83,112.98,109.68,113.21,105.80,106.40,105.91,126.00,109.70,108.13,115.32,105.59,106.17,102.57,125.97,110.90,103.50,116.88,117.29,111.24,114.07,111.40,108.67,101.61,100.79,92.87,96.06,97.38,105.98,97.64,102.55,112.69,111.65,95.84,106.89,105.89,104.30,102.08,112.79,112.62,114.65,106.63,133.33,135.50,148.08,145.55,142.72,132.98,136.99,130.81,128.12,..,129.52,135.14,136.25,141.90,152.56,143.15,135.10,152.89,130.24,139.55,142.35,151.25,139.58,132.05,137.50,141.51,161.29,170.33,170.95,126.55,118.32,102.01,147.12,161.93,165.25,170.65,172.40,177.86,153.72,192.32,219.91,212.86,210.00,200.00,190.00,168.34,163.31,166.69,184.78,182.46,183.70,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,Broiler Chicken,84.03,85.19,85.26,85.29,84.70,84.26,83.11,81.52,80.38,81.87,82.96,83.18,83.48,80.59,81.10,81.77,82.02,81.15,80.94,80.58,80.50,80.76,81.20,81.34,81.64,81.13,81.79,81.91,83.11,80.62,81.58,81.07,80.38,81.02,84.36,84.47,84.73,85.64,82.56,85.84,84.96,87.73,85.15,84.16,84.01,84.59,84.80,84.42,85.01,86.67,87.99,85.44,87.94,86.64,86.06,85.76,85.31,85.42,85.89,85.91,85.91,87.61,87.48,87.52,86.45,88.53,86.68,89.32,89.92,87.91,87.31,87.62,85.59,85.65,86.24,87.27,87.01,87.42,88.34,87.54,88.37,88.69,88.24,88.36,87.56,87.01,90.06,89.97,87.72,87.75,88.30,88.85,86.38,84.41,87.37,85.54,88.82,91.04,92.65,91.58,91.03,91.14,92.68,89.29,91.64,95.70,92.46,92.83,89.94,88.59,90.08,90.31,89.58,90.05,100.35,87.19,91.56,95.12,87.03,76.88,85.22,84.62,85.67,84.99,89.98,90.00,97.60,85.94,95.12,88.18,92.81,96.00,83.16,..,89.99,93.33,93.00,91.77,89.95,89.57,84.66,92.36,90.60,93.00,100.35,96.09,92.49,92.00,97.39,110.84,74.60,85.00,..,84.27,85.90,91.99,..,..,..,120.00,120.00,..,105.00,98.00,100.00,..,..,..,108.60,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5994.26,6772.15,5159.84,7358.23,7346.34,7572.06,7500.49,7246.48,7372.74,6275.86,6610.69,6250.00,6788.26,7113.02,6912.10,7127.41,7800.92,7702.63,6061.36,6073.09,5285.36,8955.28,7469.53,8116.65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.59,62.80,62.96,72.63,74.53,74.77,75.53,75.12,75.94,75.97,75.99,76.08,72.33,75.17,77.97,74.99,74.48,76.43,77.27,78.26,77.16,76.07,77.94,81.17,90.26,78.10,86.27,86.87,86.35,89.73,86.20,89.74,89.92,83.50,89.96,90.56,93.64,93.67,88.87,100.00,90.98,100.00,83.25,83.20,91.68,91.79,90.06,90.30,92.89,92.54,92.00,91.56,97.79,87.54,90.44,98.78,94.13,98.30,95.05,95.05,94.30,99.58,94.44,99.70,95.43,67.37,71.25,80.19,77.72,93.65,127.92,109.14,135.19,123.67,104.87,112.07,110.96,101.17,88.12,65.31,76.92,73.08,72.86,81.68,94.56,84.97,80.31,74.75,72.95,97.88,80.28,107.56,103.85,92.08,93.70,97.54,98.52,84.95,79.76,96.83,..,73.79,101.67,93.66,88.82,91.95,93.25,84.25,90.67,90.67,100.30,99.25,99.70,100.45,95.62,95.53,94.20,99.74,92.25,92.75,115.33,100.25,123.00,100.00,101.14,101.67,101.95,107.95,102.00,103.17,101.26,101.08,101.24,101.39,97.78,101.39,98.90,95.20,99.74,101.17,96.46,93.40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200.00,..,200.00,200.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150.00,150.00,..,150.00,140.00,..,..,175.00,..,175.00,..,180.00,160.00,180.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,"Chicken egg, Layer",4.39,4.49,4.50,4.48,4.49,4.48,4.50,4.35,4.25,4.26,4.25,4.65,4.42,4.57,4.40,4.41,4.50,4.41,4.45,4.49,4.48,4.59,4.53,4.60,4.60,4.50,4.55,4.60,4.60,4.60,4.54,4.72,4.64,4.62,4.60,4.63,4.70,4.80,4.63,4.80,4.69,4.62,4.61,4.60,4.68,4.51,4.86,4.85,5.38,6.13,6.42,5.01,6.08,5.51,5.28,5.16,5.36,5.32,5.43,5.43,5.44,5.47,5.48,..,5.45,5.47,5.44,5.49,5.45,5.37,5.39,5.21,5.39,5.38,5.49,5.50,5.49,5.42,5.33,5.77,5.40,5.45,5.45,5.85,5.64,5.57,5.80,5.40,5.45,5.28,5.53,5.46,6.05,5.75,5.40,5.58,5.49,5.81,5.49,5.50,5.51,5.56,5.50,5.59,5.44,5.51,5.35,5.62,5.36,5.49,5.69,5.46,5.51,5.07,4.87,5.63,5.42,4.06,5.10,5.23,5.05,5.09,5.42,4.59,5.48,5.48,5.52,5.80,6.10,5.24,5.90,6.08,6.13,6.16,6.09,5.74,5.77,5.70,6.14,6.26,6.08,6.45,6.04,6.54,6.16,5.92,6.07,5.97,5.77,5.65,5.65,5.20,..,4.94,5.78,5.79,5.12,5.08,5.17,6.00,6.00,6.00,6.31,6.36,6.37,6.14,6.32,6.46,5.94,7.70,7.67,7.71,7.45,7.44,7.47,7.72,7.82,7.86,8.24,8.40,8.40,7.82,7.81,7.76,7.71,7.64,7.12,7.13,7.66,7.80,7.78,8.76,8.77,8.78,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Occidental,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.57,6.57,6.40,6.25,7.01,6.94,6.98,7.00,6.87,7.12,7.13,..,7.11,7.39,6.93,8.60,8.60,8.60,..,..,..,..,..,10.00,10.00,10.00,10.00,9.40,9.75,9.75,9.75,10.00,..,..,10.00,10.00,..,10.00,10.00,10.00,9.92,9.75,9.75,10.00,10.00,10.00,10.00,..,..,..,11.00,11.00,11.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,220.00,220.00,226.80,..,..,..,..,..,..,..,..,..,222.27,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,239.13,240.00,240.00,..,..,..,190.00,200.00,216.67,180.00,190.00,190.00,209.53,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,217.17,235.02,235.52,200.00,201.94,200.00,206.14,209.46,212.67,240.46,240.61,240.61,219.97,257.56,268.16,262.90,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Hogs Upgraded for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,227.30,227.40,227.97,195.63,197.17,194.76,159.29,157.22,156.82,143.94,161.80,162.20,184.29,165.61,160.28,178.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125.16,125.16,125.16,173.92,165.07,171.45,131.38,131.38,131.38,122.55,132.45,125.05,138.34,153.99,158.56,153.99,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6074.93,6903.67,6586.23,5709.83,5300.47,5246.56,10190.06,8040.31,11477.66,8038.87,8028.47,10000.00,7633.09,9796.92,7846.40,8220.88,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,179.23,185.82,186.19,253.18,261.55,264.88,200.93,203.91,221.95,202.96,207.69,206.50,214.56,209.02,206.71,208.72,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106.22,106.07,103.32,106.18,106.51,112.95,105.82,107.19,102.63,94.31,99.28,92.93,103.62,108.70,107.96,107.36,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,236.84,242.10,242.10,244.96,244.96,244.96,212.31,212.31,212.31,226.71,226.71,226.71,231.08,238.65,236.38,238.65,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167.47,165.60,167.47,199.56,192.78,192.78,206.18,210.47,203.36,218.35,218.48,218.48,196.75,173.79,178.41,178.41,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.06,8.09,8.09,7.67,7.72,7.71,7.69,7.73,7.73,8.00,8.01,8.08,7.88,7.79,8.01,8.03,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
