Geolocation,Type,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 Annual,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2024 Annual,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2025 Annual,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2026 Annual
..REGION IV-A (CALABARZON),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION IV-A (CALABARZON),Quail for Dressing,31.00,..,..,..,31.00,30.00,58.28,..,80.00,56.09,..,25.00,210.00,145.26,126.75,61.08,*/,*/,*/,*/
..REGION IV-A (CALABARZON),Turkey for Dressing,250.00,350.00,400.00,..,333.33,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION IV-A (CALABARZON),Quail Egg,0.75,0.75,..,..,0.75,1.40,1.33,1.41,1.00,1.29,1.59,1.44,1.57,1.51,1.53,1.52,*/,*/,*/,*/
....Batangas,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Batangas,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Batangas,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Batangas,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Batangas,Quail for Dressing,..,..,..,..,..,..,83.33,..,..,83.33,..,..,210.00,240.00,225.00,80.00,*/,*/,*/,*/
....Batangas,Turkey for Dressing,..,..,400.00,..,400.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Batangas,Quail Egg,..,..,..,..,..,1.24,1.30,1.49,..,1.35,1.42,1.39,1.49,1.41,1.43,1.72,*/,*/,*/,*/
....Cavite,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cavite,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cavite,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cavite,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cavite,Quail for Dressing,..,..,..,..,..,..,60.00,..,80.00,70.00,..,..,..,..,..,..,*/,*/,*/,*/
....Cavite,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cavite,Quail Egg,..,..,..,..,..,1.60,1.70,1.75,..,1.68,1.35,..,..,..,1.35,..,*/,*/,*/,*/
....Laguna,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Laguna,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Laguna,Sheep for Slaughter,..,..,..,..,..,250.00,482.14,..,250.00,327.38,..,280.00,..,..,280.00,246.15,*/,*/,*/,*/
....Laguna,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Laguna,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Laguna,Turkey for Dressing,250.00,..,400.00,..,325.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Laguna,Quail Egg,..,..,..,..,..,1.40,..,..,..,1.40,..,1.20,1.40,1.50,1.37,1.50,*/,*/,*/,*/
....Quezon,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Quezon,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Quezon,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Quezon,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Quezon,Quail for Dressing,31.00,..,..,..,31.00,30.00,31.50,..,..,30.75,..,25.00,..,60.00,42.50,60.00,*/,*/,*/,*/
....Quezon,Turkey for Dressing,..,..,400.00,..,400.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Quezon,Quail Egg,0.75,0.75,..,..,0.75,1.52,1.00,1.00,1.00,1.13,1.70,1.70,1.70,1.70,1.70,1.50,*/,*/,*/,*/
....Rizal,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Rizal,Rabbit for Slaughter,..,..,150.00,..,150.00,..,..,..,..,..,200.00,250.00,148.93,..,199.64,169.28,*/,*/,*/,*/
....Rizal,Sheep for Slaughter,..,256.67,251.11,334.52,280.77,354.00,..,440.00,..,397.00,..,..,..,..,..,..,*/,*/,*/,*/
....Rizal,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Rizal,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Rizal,Turkey for Dressing,..,350.00,400.00,..,375.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Rizal,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..MIMAROPA REGION,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..MIMAROPA REGION,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..MIMAROPA REGION,Sheep for Slaughter,..,..,..,..,..,220.00,..,200.00,..,210.00,216.67,300.00,250.00,250.00,254.17,216.42,*/,*/,*/,*/
..MIMAROPA REGION,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,233.33,..,..,233.33,246.67,*/,*/,*/,*/
..MIMAROPA REGION,Quail for Dressing,10.00,..,..,50.00,30.00,90.00,..,..,..,90.00,..,150.00,..,..,150.00,110.00,*/,*/,*/,*/
..MIMAROPA REGION,Turkey for Dressing,120.00,..,400.00,..,260.00,..,..,..,..,..,246.67,280.00,250.00,..,258.89,233.33,*/,*/,*/,*/
..MIMAROPA REGION,Quail Egg,1.47,..,1.90,1.90,1.76,1.80,..,1.90,1.90,1.87,1.95,1.50,2.00,1.90,1.84,2.00,*/,*/,*/,*/
....Marinduque,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Marinduque,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Marinduque,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200.00,*/,*/,*/,*/
....Marinduque,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Marinduque,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Marinduque,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Marinduque,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Occidental Mindoro,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Occidental Mindoro,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Occidental Mindoro,Sheep for Slaughter,..,..,..,..,..,220.00,..,..,..,220.00,220.00,..,..,..,220.00,220.00,*/,*/,*/,*/
....Occidental Mindoro,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Occidental Mindoro,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Occidental Mindoro,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Occidental Mindoro,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Oriental Mindoro,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Oriental Mindoro,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Oriental Mindoro,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Oriental Mindoro,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Oriental Mindoro,Quail for Dressing,10.00,..,..,50.00,30.00,90.00,..,..,..,90.00,..,150.00,..,..,150.00,110.00,*/,*/,*/,*/
....Oriental Mindoro,Turkey for Dressing,120.00,..,400.00,..,260.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Oriental Mindoro,Quail Egg,1.47,..,1.90,1.90,1.76,1.80,..,1.90,1.90,1.87,1.95,1.50,2.00,1.90,1.84,2.00,*/,*/,*/,*/
....Palawan,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Palawan,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Palawan,Sheep for Slaughter,..,..,..,..,..,..,..,200.00,..,200.00,200.00,300.00,250.00,250.00,250.00,240.00,*/,*/,*/,*/
....Palawan,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,233.33,..,..,233.33,246.67,*/,*/,*/,*/
....Palawan,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Palawan,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,246.67,280.00,250.00,..,258.89,..,*/,*/,*/,*/
....Palawan,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Romblon,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Romblon,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Romblon,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Romblon,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Romblon,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Romblon,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Romblon,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Puerto Princesa,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Puerto Princesa,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Puerto Princesa,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210.67,*/,*/,*/,*/
....City of Puerto Princesa,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Puerto Princesa,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Puerto Princesa,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,233.33,*/,*/,*/,*/
....City of Puerto Princesa,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION V (BICOL REGION),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,155.00,..,..,175.00,165.00,143.86,*/,*/,*/,*/
..REGION V (BICOL REGION),Rabbit for Slaughter,..,..,..,..,..,300.00,..,250.00,..,275.00,..,..,..,..,..,..,*/,*/,*/,*/
..REGION V (BICOL REGION),Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,208.33,208.33,..,*/,*/,*/,*/
..REGION V (BICOL REGION),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION V (BICOL REGION),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,90.00,90.00,100.00,100.00,95.00,100.00,*/,*/,*/,*/
..REGION V (BICOL REGION),Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION V (BICOL REGION),Quail Egg,..,..,..,..,..,1.95,2.00,..,..,1.98,2.00,1.60,1.60,1.60,1.70,1.70,*/,*/,*/,*/
....Albay,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Albay,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Albay,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Albay,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Albay,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,90.00,90.00,100.00,100.00,95.00,100.00,*/,*/,*/,*/
....Albay,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Albay,Quail Egg,..,..,..,..,..,1.95,2.00,..,..,1.98,2.00,1.60,1.60,1.60,1.70,1.70,*/,*/,*/,*/
....Camarines Norte,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Norte,Rabbit for Slaughter,..,..,..,..,..,300.00,..,250.00,..,275.00,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Norte,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Norte,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Norte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Norte,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Sur,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Sur,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Sur,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Sur,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Sur,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Camarines Sur,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Catanduanes,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Catanduanes,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Catanduanes,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Catanduanes,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Catanduanes,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Catanduanes,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Catanduanes,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Masbate,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,155.00,..,..,175.00,165.00,143.86,*/,*/,*/,*/
....Masbate,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Masbate,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,208.33,208.33,..,*/,*/,*/,*/
....Masbate,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Masbate,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Masbate,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Masbate,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sorsogon,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sorsogon,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sorsogon,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sorsogon,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sorsogon,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sorsogon,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sorsogon,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VI (WESTERN VISAYAS),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION VI (WESTERN VISAYAS),Rabbit for Slaughter,..,..,..,..,..,..,300.00,..,..,300.00,266.67,400.00,300.00,200.00,291.67,177.78,*/,*/,*/,*/
..REGION VI (WESTERN VISAYAS),Sheep for Slaughter,..,..,..,..,..,..,250.00,250.00,..,250.00,475.00,640.00,366.67,466.67,487.08,533.33,*/,*/,*/,*/
..REGION VI (WESTERN VISAYAS),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,288.33,285.00,286.67,250.00,*/,*/,*/,*/
..REGION VI (WESTERN VISAYAS),Quail for Dressing,..,..,..,..,..,..,180.00,..,..,180.00,..,157.96,151.18,142.31,150.48,..,*/,*/,*/,*/
..REGION VI (WESTERN VISAYAS),Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,300.00,..,..,300.00,208.33,*/,*/,*/,*/
..REGION VI (WESTERN VISAYAS),Quail Egg,..,..,..,..,..,1.60,1.70,..,..,1.65,2.00,2.00,2.00,2.00,2.00,2.13,*/,*/,*/,*/
....Aklan,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Aklan,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Aklan,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Aklan,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Aklan,Quail for Dressing,..,..,..,..,..,..,170.00,..,..,170.00,..,170.00,150.00,125.00,148.33,..,*/,*/,*/,*/
....Aklan,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,300.00,..,..,300.00,208.33,*/,*/,*/,*/
....Aklan,Quail Egg,..,..,..,..,..,2.00,..,..,..,2.00,2.00,2.00,2.00,2.00,2.00,..,*/,*/,*/,*/
....Antique,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Antique,Rabbit for Slaughter,..,..,..,..,..,..,300.00,..,..,300.00,266.67,400.00,300.00,200.00,291.67,177.78,*/,*/,*/,*/
....Antique,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Antique,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Antique,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Antique,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Antique,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Capiz,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Capiz,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Capiz,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Capiz,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Capiz,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Capiz,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Capiz,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Guimaras,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Guimaras,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Guimaras,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Guimaras,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Guimaras,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Guimaras,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Guimaras,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Iloilo,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Iloilo,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Iloilo,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,475.00,640.00,366.67,466.67,487.08,533.33,*/,*/,*/,*/
....Iloilo,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,288.33,285.00,286.67,250.00,*/,*/,*/,*/
....Iloilo,Quail for Dressing,..,..,..,..,..,..,190.00,..,..,190.00,..,152.08,152.08,150.00,151.39,..,*/,*/,*/,*/
....Iloilo,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Iloilo,Quail Egg,..,..,..,..,..,1.40,1.70,..,..,1.55,2.17,2.00,2.00,2.00,2.04,2.13,*/,*/,*/,*/
....Negros Occidental,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental,Sheep for Slaughter,..,..,..,..,..,..,250.00,250.00,..,250.00,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,160.00,160.00,160.00,160.00,..,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,300.00,226.67,..,263.33,300.00,*/,*/,*/,*/
..NEGROS ISLAND REGION (NIR),Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental a/,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental a/,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental a/,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental a/,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental a/,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental a/,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Occidental a/,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental b/,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental b/,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental b/,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental b/,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental b/,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Negros Oriental b/,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,300.00,226.67,..,263.33,300.00,*/,*/,*/,*/
....Negros Oriental b/,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor b/,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Siquijor b/,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
