Geolocation,Type,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Cebu,Goat for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Hogs Upgraded for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Hog for Slaughter,82.92,86.42,89.22,90.83,89.70,89.02,88.93,89.80,86.64,85.42,86.40,85.96,87.61,86.64,84.69,89.29,88.77,88.77,89.13,89.66,88.11,89.11,88.82,90.11,89.90,88.58,90.29,89.80,90.14,90.03,90.36,90.35,90.51,90.59,90.30,90.10,91.62,90.43,90.38,91.09,90.77,91.27,91.11,90.95,91.76,92.25,92.37,91.68,91.73,91.74,91.84,91.55,91.93,95.87,97.17,96.75,96.73,97.24,96.37,97.45,97.50,97.45,97.82,97.89,96.68,97.70,97.67,97.36,97.83,97.74,97.65,97.76,97.82,98.11,97.39,100.15,99.50,98.06,97.34,98.42,97.28,96.55,97.81,98.41,98.93,97.91,100.88,101.10,101.03,100.97,98.89,101.13,104.22,104.66,111.05,111.22,114.95,114.79,115.00,104.12,104.17,102.08,101.98,107.45,104.97,104.99,106.01,105.28,105.00,113.25,113.15,112.18,113.22,129.65,134.38,129.90,114.33,134.29,132.15,119.14,135.43,132.43,130.55,134.68,133.59,137.40,125.99,110.08,114.92,128.39,126.74,110.93,121.68,131.30,133.90,129.65,131.60,106.11,128.50,128.42,140.54,141.20,127.55,146.68,161.07,154.27,168.52,180.20,173.78,165.36,156.55,151.20,147.22,140.15,140.21,157.10,150.00,166.67,185.00,126.81,158.85,230.02,224.06,210.12,181.84,136.22,135.50,140.24,170.44,102.39,198.24,125.19,175.00,109.80,180.00,180.00,135.73,159.55,128.33,196.19,213.07,158.62,219.09,216.86,227.80,227.00,227.00,227.00,170.00,170.00,170.00,180.00,180.00,180.00,199.56,224.80,219.96,255.63,200.00,200.00,200.00,220.00,220.00,220.00,210.00,210.00,210.00,215.87,180.00,180.00,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.00,..,..,..,..,..,..,..,..,..,..,100.00,..,..,..,..,250.00,250.00,144.47,144.47,150.00,..,192.05,180.00,187.28,120.00,120.00,120.00,120.00,120.00,120.00,150.00,150.00,150.00,150.00,150.00,150.00,135.00,150.00,150.00,150.00,120.00,120.00,120.00,174.00,174.00,174.00,..,..,..,148.00,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1392.75,1425.00,1854.69,700.00,817.77,817.77,2689.91,1741.54,2389.71,2200.00,..,..,1602.92,..,1000.00,500.00,..,..,..,..,..,..,1500.00,1955.88,1500.00,1291.18,..,..,..,..,..,..,..,..,..,1500.00,1500.00,1500.00,1500.00,4518.49,4500.00,4500.00,..,..,..,7000.00,7000.00,..,3500.00,3500.00,3500.00,4752.31,1250.00,4283.00,1000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1200.00,..,..,..,..,..,..,..,..,220.00,220.00,220.00,465.00,220.00,220.00,220.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Layer Chicken,83.58,81.87,82.06,72.12,72.82,60.94,68.09,63.08,70.13,59.74,58.68,73.06,70.51,71.17,69.82,62.42,71.11,73.39,72.77,65.94,66.89,70.98,71.92,65.61,71.43,69.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140.00,140.00,..,200.00,130.00,200.00,180.00,180.00,180.00,120.00,120.00,120.00,155.45,..,..,..,175.94,176.80,175.28,..,..,..,100.00,104.67,..,146.54,100.00,100.00,100.00,100.00,100.00,100.00,..,..,..,100.00,100.00,100.00,100.00,..,..,..,95.00,95.00,95.00,..,..,..,150.00,..,..,108.75,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Native/Improved Chicken,103.56,105.30,108.54,112.25,103.77,102.77,102.00,94.20,92.81,97.78,99.39,107.38,102.48,103.94,105.58,102.84,101.61,98.59,103.16,98.84,100.58,102.01,107.29,108.49,109.04,103.50,109.13,110.60,109.48,108.69,113.06,106.47,107.02,111.38,113.78,115.66,116.37,117.66,111.61,111.94,111.10,114.27,114.46,113.00,105.41,98.88,104.84,101.55,108.94,112.15,121.55,109.84,108.40,106.87,117.59,121.79,123.41,100.02,103.81,108.92,118.88,111.53,116.03,117.54,112.90,119.26,117.76,116.25,118.70,107.60,118.18,101.76,111.08,113.78,115.93,108.77,102.64,112.64,129.76,117.59,117.85,118.77,131.53,107.13,113.99,122.65,128.43,126.95,127.63,127.24,122.46,125.31,127.11,129.18,130.00,126.69,124.53,138.20,116.75,125.75,129.58,148.77,137.52,129.95,135.81,136.73,121.61,158.55,161.22,92.85,148.89,143.28,100.84,133.13,134.06,128.68,132.97,130.89,142.86,122.61,100.00,125.64,127.91,111.42,100.00,114.28,128.76,104.58,110.69,118.30,112.61,118.96,120.27,129.85,125.12,121.10,117.90,119.88,134.33,129.14,123.13,147.62,124.99,150.52,157.43,142.68,108.66,139.18,156.98,155.45,143.67,150.00,147.04,137.85,158.38,145.65,199.80,166.26,126.88,118.70,154.29,188.99,176.30,180.37,172.55,153.72,156.42,162.59,163.07,142.55,161.79,153.76,150.99,150.31,150.68,164.50,201.53,165.53,221.71,235.05,244.08,178.54,231.24,238.00,250.00,250.00,250.00,250.00,200.00,200.00,200.00,220.00,220.00,220.00,227.44,229.74,230.00,230.00,220.00,218.39,224.65,250.00,250.00,250.00,220.00,220.00,220.00,230.23,210.00,210.00,210.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.00,100.00,100.00,..,..,..,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,160.00,160.00,160.00,180.00,180.00,180.00,135.00,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.48,5.48,5.48,5.59,5.59,5.59,5.99,5.99,5.99,6.14,6.14,6.14,5.80,6.75,7.07,7.00,7.29,7.34,7.44,7.25,7.25,7.25,7.42,7.42,7.42,7.24,4.71,5.50,6.50,5.50,6.50,6.50,..,..,..,8.64,8.29,8.36,6.72,7.77,7.77,7.83,7.77,7.77,7.83,8.00,8.00,8.00,5.00,8.40,8.40,7.71,6.93,6.93,6.93,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.00,..,6.00,5.99,5.99,5.99,5.79,..,..,..,7.33,7.36,7.25,..,..,..,..,..,..,7.32,8.67,8.67,8.67,8.67,8.67,8.67,..,..,..,..,..,..,8.67,8.83,8.83,8.83,8.83,8.83,8.83,10.00,10.00,10.00,8.75,8.75,..,9.14,9.13,9.00,9.13,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cebu,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.67,16.67,16.67,..,..,..,9.00,9.00,9.00,12.83,9.00,9.00,9.00,9.00,9.00,9.00,15.00,15.00,15.00,..,..,..,11.00,9.00,9.00,9.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Carabao for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Carabao for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Carabao for Slaughter,50.28,50.36,50.45,50.58,50.15,50.06,50.81,51.05,49.61,50.95,50.17,46.10,50.05,48.07,49.65,51.30,53.11,53.68,54.80,55.33,52.66,55.19,55.08,54.52,52.84,53.02,54.17,54.73,54.77,54.79,54.31,53.53,53.55,53.58,52.22,53.55,53.01,55.22,53.95,54.65,55.32,55.55,54.65,54.91,55.12,55.06,54.89,56.24,57.67,58.88,60.03,56.08,58.19,58.50,55.55,58.06,58.69,59.59,59.78,58.91,61.92,59.81,60.78,60.81,59.22,60.71,64.89,60.01,60.10,60.55,62.21,62.95,62.39,61.61,61.45,62.81,62.54,61.85,57.42,65.64,59.55,58.89,58.64,60.45,59.09,60.60,59.44,54.18,62.46,63.41,59.98,60.17,64.00,59.91,56.55,64.55,65.02,64.82,62.54,60.98,65.90,65.00,65.41,62.90,70.72,71.74,71.05,72.04,71.29,65.86,67.79,70.14,65.87,70.55,71.29,71.06,69.95,77.31,79.70,77.73,76.01,76.84,73.72,75.18,69.44,73.82,74.07,70.56,72.44,74.74,72.58,76.42,71.16,..,75.07,75.22,75.81,76.33,70.36,74.40,74.04,74.28,74.15,76.87,76.60,78.62,77.65,80.88,78.19,78.91,79.10,79.44,80.55,81.23,81.62,79.14,76.67,76.67,76.67,..,154.46,..,..,..,125.00,150.00,165.00,165.00,123.68,160.00,145.00,145.00,150.00,166.67,140.00,96.00,95.00,110.00,198.90,190.00,190.00,148.88,160.00,150.00,133.33,195.00,160.00,160.00,160.00,150.00,150.00,155.00,150.00,160.00,156.94,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Carabao for Work,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Cattle for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Cattle for Slaughter,70.11,70.16,69.51,69.78,69.25,69.52,68.17,71.26,69.30,70.74,71.67,71.77,70.10,72.51,73.12,73.52,73.21,70.98,75.21,75.04,78.57,77.99,78.36,77.32,76.59,75.20,76.33,78.42,77.20,77.88,77.30,77.99,77.98,78.84,78.98,79.50,80.23,78.82,78.29,80.28,80.06,80.00,80.07,78.22,77.50,76.39,76.47,78.66,79.21,78.44,82.21,78.96,81.90,81.52,80.00,81.73,82.25,81.48,81.49,81.23,81.37,81.30,82.78,83.48,81.71,82.70,82.17,84.08,82.76,83.82,85.40,85.20,83.22,85.41,83.71,83.06,83.91,83.79,83.74,87.47,81.29,83.70,76.02,85.92,81.30,81.20,86.79,93.30,72.91,79.29,82.74,78.75,75.56,79.29,81.45,80.45,81.79,88.23,78.55,82.59,88.26,88.72,88.61,82.69,88.43,88.49,87.94,92.85,92.90,94.27,93.99,96.13,94.94,93.20,96.38,101.15,93.39,106.07,101.22,100.02,99.01,96.80,93.85,97.98,100.41,96.36,98.25,95.38,100.41,98.81,98.55,108.02,100.96,..,101.07,104.80,105.25,98.40,99.77,102.44,102.54,100.65,102.04,111.56,106.12,109.94,109.35,109.38,108.33,103.65,109.52,109.32,110.50,114.73,115.47,109.82,..,109.09,88.89,..,..,..,100.00,107.74,..,107.69,200.00,200.00,130.49,170.00,180.00,100.00,119.09,167.35,140.00,186.75,129.54,111.44,200.00,200.00,200.00,158.68,210.00,110.00,136.36,146.97,200.00,200.00,200.00,180.00,166.67,161.29,170.00,175.00,171.36,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Cattle for Work,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Cattle for Breeding,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Negros Oriental,Goat for Slaughter,66.42,66.97,66.24,75.73,65.92,68.20,65.94,66.75,67.47,67.41,67.60,70.74,67.95,70.87,71.39,71.92,72.09,71.52,68.97,71.80,72.67,73.29,73.11,74.15,78.49,72.52,79.62,81.51,80.78,86.20,83.09,84.90,79.99,80.36,80.48,78.70,80.78,80.47,81.41,79.29,79.31,79.99,81.09,80.38,80.33,81.97,81.68,79.63,80.63,82.26,83.38,80.83,82.49,82.13,79.99,82.42,81.63,81.10,81.52,83.28,82.46,80.46,84.52,82.59,82.05,83.45,82.58,82.88,82.72,83.22,84.28,84.10,84.44,85.75,89.84,83.90,84.47,84.30,88.57,83.06,83.44,86.87,74.96,85.50,87.06,87.97,89.39,85.14,81.17,89.46,85.22,92.22,86.27,99.09,110.37,97.55,99.23,97.52,92.52,94.71,95.35,98.85,112.79,98.04,102.86,98.79,113.86,119.56,101.55,109.54,109.03,116.13,110.95,116.31,120.13,112.75,110.96,132.30,141.76,138.36,131.66,137.61,130.97,134.68,133.09,126.93,133.14,129.32,123.44,132.77,131.86,136.44,124.03,106.19,130.38,130.26,127.83,145.58,136.80,132.71,139.30,138.41,131.65,151.58,143.65,153.76,151.14,150.91,145.38,147.46,142.89,144.40,146.98,150.86,154.19,148.60,93.75,133.33,116.76,329.34,200.00,187.50,200.00,233.33,..,175.00,166.67,194.21,184.54,136.14,210.03,200.00,107.14,200.00,200.00,185.00,168.62,200.00,222.50,231.89,187.27,187.38,266.67,266.67,266.67,180.00,180.00,166.67,185.00,168.62,200.00,222.22,133.33,200.00,202.99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
