Geolocation,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2018=100)
IFUGAO,09.7.1.9 - Other books (SD) in printed or electronic copy,..
IFUGAO,09.7.2 - Newspapers and periodicals (ND),..
IFUGAO,09.7.2.1 - Newspapers (ND),..
IFUGAO,09.7.4 - Stationery and drawing materials (ND),0.00106770
IFUGAO,09.7.4.0 - Stationery and drawing materials (ND),0.00106770
IFUGAO,09.8 - PACKAGE HOLIDAYS (S),..
IFUGAO,09.8.0 - Package holidays (S),..
IFUGAO,09.8.0.0 - Package holidays (S),..
IFUGAO,10 - EDUCATION SERVICES,0.00171817
IFUGAO,10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION,..
IFUGAO,10.1.0 - Early chilhood and primary education (S),..
IFUGAO,10.1.0.1 - Early childhood education services (S),..
IFUGAO,10.1.0.2 - Primary education (S),..
IFUGAO,10.2 - SECONDARY EDUCATION  (S),0.00128113
IFUGAO,10.2.0 - Secondary education (S),0.00128113
IFUGAO,10.2.0.1 - Lower secondary general education services,0.00128113
IFUGAO,10.2.0.2 - Lower secondary technical-vocational livelihood programs services,..
IFUGAO,10.4 - TERTIARY EDUCATION (S),0.00043704
IFUGAO,10.4.0 - Tertiary education (s),0.00043704
IFUGAO,10.4.0.0 - Tertiary education (s),0.00043704
IFUGAO,11 - RESTAURANTS AND ACCOMMODATION SERVICES,0.00537632
IFUGAO,11.1 - FOOD AND BEVERAGE SERVING SERVICES,0.00537632
IFUGAO,"11.1.1 - Restaurants, café and the like (S)",0.00537632
IFUGAO,"11.1.1.1 - Restaurants, café and the like - with full service (S)",0.00537632
IFUGAO,11.2 - ACCOMMODATION SERVICES,..
IFUGAO,11.2.0 - Accommodation services (S),..
IFUGAO,"11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",..
IFUGAO,12 - FINANCIAL SERVICES,0.00000019
IFUGAO,12.2 - FINANCIAL SERVICES,0.00000019
IFUGAO,12.2.1 - Financial intermediation services indirectly measured (S),..
IFUGAO,12.2.1.0 - Financial intermediation services indirectly measured (S),..
IFUGAO,12.2.9 - Other financial services (S),0.00000019
IFUGAO,12.2.9.1 - Remittances fees (S),0.00000019
IFUGAO,"13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.00785559
IFUGAO,13.1 - PERSONAL CARE,0.00601860
IFUGAO,13.1.1 - Electric appliances for personal care (SD),..
IFUGAO,13.1.1.1 - Electric appliances for personal care (SD),..
IFUGAO,"13.1.2 - Other appliances, articles and products for personal care (ND)",0.00547894
IFUGAO,"13.1.2.0 - Other appliances, articles and products for personal care (ND)",0.00547894
IFUGAO,13.1.3 - Hairdressing salons and personal grooming establishments (S),0.00053966
IFUGAO,13.1.3.1 - Hairdressing (S),0.00053966
IFUGAO,13.1.3.2 - Personal grooming treatments (S),..
IFUGAO,13.2 - OTHER PERSONAL EFFECTS,0.00171421
IFUGAO,13.2.1 - Jewellery and watches (D),0.00002072
IFUGAO,13.2.1.1 - Jewellery and watches (D),0.00002072
IFUGAO,"13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",..
IFUGAO,13.2.9 - Other personal effects n.e.c. (SD),0.00169349
IFUGAO,13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD),0.00169349
IFUGAO,13.9 - OTHER SERVICES,0.00012278
IFUGAO,13.9.0 - Other services (S),0.00012278
IFUGAO,13.9.0.9 - Other services n.e.c. (S),0.00012278
KALINGA,0 - ALL ITEMS,0.27117466
KALINGA,01 - FOOD AND NON-ALCOHOLIC BEVERAGES,0.15050353
KALINGA,01.1 - FOOD,0.14428576
KALINGA,01.1.1 - Cereals and cereal products (ND),0.07272961
KALINGA,01.1.1.1 - Cereals (ND),0.06431043
KALINGA,01.1.1.12 - Rice,0.06391636
KALINGA,01.1.1.16 - Corn,0.00039407
KALINGA,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.00841918
KALINGA,01.1.1.2 - Flour of cereals (ND),0.00083183
KALINGA,01.1.1.3 - Bread and bakery products (ND),0.00410345
KALINGA,01.1.1.4 - Breakfast cereals (ND),..
KALINGA,"01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",0.00266159
KALINGA,01.1.1.9 - Other cereal and grain mill products (ND),0.00082231
KALINGA,01.1.2 - Meat and other parts of slaughtered land animals (ND),0.01862860
KALINGA,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",0.01464822
KALINGA,"01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",..
KALINGA,"01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",..
KALINGA,"01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.00398038
KALINGA,01.1.3 - Fish and other seafood (ND),0.01707518
KALINGA,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",0.01194531
KALINGA,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",0.00231610
KALINGA,01.1.3.3 - Fish preparations (ND),0.00281377
KALINGA,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",..
KALINGA,01.1.3.6 - Other seafood preparations (ND),..
KALINGA,"01.1.4 - Milk, other dairy products and eggs (ND)",0.01027112
KALINGA,01.1.4.1 - Raw and whole milk (ND),..
KALINGA,01.1.4.3 - Other milk and cream (ND),0.00435173
KALINGA,01.1.4.4 - Non-animal milk (ND),..
KALINGA,01.1.4.5 - Cheese (ND),0.00007104
KALINGA,01.1.4.6 - Yoghurt and similar products (ND),..
KALINGA,01.1.4.7 - Milk-based dessert and beverages (ND),..
KALINGA,01.1.4.8 - Eggs (ND),0.00584835
KALINGA,01.1.5 - Oils and fats (ND),0.00024258
KALINGA,01.1.5.1 - Vegetable oils (ND),0.00011230
KALINGA,01.1.5.2 - Butter and other fats and oils derived from milk (ND),..
KALINGA,01.1.5.3 - Margarine and similar preparations (ND),0.00013028
KALINGA,01.1.5.9 - Other animal oils and fats (ND),..
KALINGA,01.1.6 - Fruits and nuts (ND),0.00390476
KALINGA,"01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",0.00359669
KALINGA,"01.1.6.2 - Citrus fruits, fresh (ND)",..
KALINGA,"01.1.6.7 - Fruit, dried and dehydrated (ND)",..
KALINGA,"01.1.6.8 - Nuts, in shell or shelled (ND)",..
KALINGA,01.1.6.9 - Fruit and nuts ground and other preparations (ND),0.00030807
KALINGA,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.01302008
KALINGA,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",0.00519802
KALINGA,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",0.00340301
KALINGA,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",0.00272493
KALINGA,"01.1.7.5 - Tubers, plantains and cooking bananas (ND)",0.00169412
KALINGA,"01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",..
KALINGA,"01.1.8 - Sugar, confectionery and desserts (ND)",0.00402247
KALINGA,01.1.8.1 - Cane and beet sugar (ND),0.00336789
KALINGA,"01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",..
KALINGA,"01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",0.00016683
KALINGA,"01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",..
KALINGA,"01.1.8.6 - Ice, ice cream and sorbet (ND)",0.00022493
KALINGA,01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND),0.00026282
KALINGA,01.1.9 - Ready-made food and other food products n.e.c. (ND),0.00439136
KALINGA,01.1.9.2 - Baby food (ND),0.00095913
KALINGA,"01.1.9.3 - Salt, condiments and sauces (ND)",0.00216606
KALINGA,"01.1.9.4 - Spices, culinary herbs and seeds (ND)",0.00114177
KALINGA,01.1.9.9 - Other food products n.e.c. (ND),0.00012440
KALINGA,01.2 - NON-ALCOHOLIC BEVERAGES,0.00621777
KALINGA,01.2.1 - Fruit and vegetable juices (ND),0.00097535
KALINGA,01.2.1.0 - Fruit and vegetable juices (ND),0.00097535
KALINGA,01.2.2 - Coffee and coffee substitutes (ND),0.00326621
KALINGA,01.2.2.0 - Coffee and coffee substitutes (ND),0.00326621
KALINGA,"01.2.3 - Tea, maté and other plant products for infusion (ND)",..
KALINGA,"01.2.3.0 - Tea, maté and other plant products for infusion (ND)",..
KALINGA,01.2.4 - Cocoa drinks (ND),0.00079582
KALINGA,01.2.4.0 - Cocoa drinks (ND),0.00079582
KALINGA,01.2.5 - Water (ND),..
KALINGA,01.2.5.0 - Water (ND),..
KALINGA,01.2.6 - Soft drinks (ND),0.00106884
KALINGA,01.2.6.0 - Soft drinks (ND),0.00106884
KALINGA,01.2.9 - Other non-alcoholic beverages (ND),0.00011155
KALINGA,01.2.9.0 - Other non-alcoholic beverages (ND),0.00011155
KALINGA,02 - ALCOHOLIC BEVERAGES AND TOBACCO,0.00762419
KALINGA,02.1 - ALCOHOLIC BEVERAGES,0.00442103
KALINGA,02.1.1 - Spirits and liquors (ND),0.00393467
KALINGA,02.1.1.0 - Spirits and liquors (ND),0.00393467
KALINGA,02.1.2 - Wine (ND),..
KALINGA,02.1.2.2 - Wine from other sources (ND),..
KALINGA,02.1.3 - Beer (ND),0.00048636
KALINGA,02.1.3.0 - Beer (ND),0.00048636
KALINGA,02.3 - TOBACCO,0.00320316
KALINGA,02.3.0 - Tobacco (ND),0.00320316
KALINGA,02.3.0.1 - Cigarettes (ND),0.00294032
KALINGA,02.3.0.2 - Cigars (ND),..
KALINGA,02.3.0.9 - Other tobacco products (ND),0.00026284
KALINGA,02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
KALINGA,02.4.0 - Other vegetable-based tobacco products (ND),..
KALINGA,02.4.0.0 - Other vegetable-based tobacco products (ND),..
KALINGA,02.900 - NON-FOOD,0.11304694
KALINGA,03 - CLOTHING AND FOOTWEAR,0.00780900
KALINGA,03.1 - CLOTHING,0.00606804
KALINGA,03.1.1 - Clothing materials (SD),..
KALINGA,03.1.1.0 - Clothing materials (SD),..
KALINGA,03.1.2 - Garments (SD),0.00604809
KALINGA,03.1.2.1 - Garments for men or boys (SD),0.00374883
KALINGA,03.1.2.2 - Garments for women or girls (SD),0.00229926
KALINGA,03.1.2.3 - Garments for infants (0 to under 2 years) (SD),..
KALINGA,03.1.3 - Other articles of clothing and clothing accessories (SD),0.00001995
KALINGA,03.1.3.1 - Other articles of clothing (SD),0.00001874
KALINGA,03.1.3.2 - Clothing accessories (SD),0.00000121
KALINGA,"03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",..
KALINGA,03.1.4.1 - Cleaning of clothing (S),..
KALINGA,"03.1.4.2 - Repair, tailoring and hire of clothing (S)",..
KALINGA,03.2 - FOOTWEAR,0.00174096
KALINGA,03.2.1 - Shoes and other footwear (SD),0.00173985
KALINGA,03.2.1.1 - Footwear for men (SD),0.00101950
KALINGA,03.2.1.2 - Footwear for women (SD),0.00072035
KALINGA,"03.2.2 - Cleaning, repair, and hire of footwear (S)",0.00000111
KALINGA,"03.2.2.0 - Cleaning, repair, and hire of footwear (S)",0.00000111
KALINGA,"04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",0.04403301
KALINGA,04.1 - ACTUAL RENTALS FOR HOUSING,..
KALINGA,04.1.1 - Actual rentals paid by tenants for main residence (S),..
KALINGA,04.1.1.0 - Actual rentals paid by tenants for main residence (S),..
KALINGA,"04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.01150078
KALINGA,04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND),0.01150078
KALINGA,04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND),0.01150078
KALINGA,"04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",..
KALINGA,"04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",..
KALINGA,04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.00117725
KALINGA,04.4.1 - Water supply (ND),0.00117725
KALINGA,04.4.1.1 - Water supply through network systems (ND),0.00117725
KALINGA,"04.5 - ELECTRICITY, GAS AND OTHER FUELS",0.03135498
KALINGA,04.5.1 - Electricity (ND),0.00868434
KALINGA,04.5.1.0 - Electricity (ND),0.00868434
KALINGA,04.5.2 - Gas (ND),0.00692054
KALINGA,04.5.2.2 - Liquefied hydrocarbons (ND),0.00692054
KALINGA,04.5.3 - Liquid fuels (ND),0.00026788
KALINGA,04.5.3.0 - Liquid fuels (ND),0.00026788
KALINGA,04.5.4 - Solid fuels (ND),0.01548222
KALINGA,"04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",0.01542778
KALINGA,04.5.4.3 - Charcoal (ND),0.00005444
KALINGA,"05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.00520634
KALINGA,"05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.00031365
KALINGA,"05.1.1 - Furniture, furnishings and loose carpets (D)",0.00031365
KALINGA,05.1.1.1 - Household furniture (D),0.00031365
KALINGA,"05.1.1.4 - Furnishings, loose carpets and rugs (D)",..
KALINGA,05.2 - HOUSEHOLD TEXTILES,0.00033228
KALINGA,05.2.1 - Household textiles (SD),0.00033228
KALINGA,05.2.1.1 - Furnishing fabrics and curtains (SD),0.00006444
KALINGA,05.2.1.2 - Bed linen and bedding (SD),0.00022853
KALINGA,05.2.1.9 - Other household textiles (SD),0.00003931
KALINGA,05.3 - HOUSEHOLD APPLIANCES,0.00034399
KALINGA,"05.3.1 - Major household appliances, whether electric or not (D)",0.00034399
KALINGA,05.3.1.1 - Major kitchen appliances (D),0.00034399
KALINGA,05.3.1.2 - Major laundry appliances (D),..
KALINGA,05.3.2 - Small household appliances (SD),..
KALINGA,05.3.2.1 - Small appliances for cooking and processing of food (SD),..
KALINGA,05.3.2.9 - Other small household appliances (SD),..
KALINGA,"05.3.3 - Repair, installation and hire of household appliances (S)",..
KALINGA,"05.3.3.0 - Repair, installation and hire of household appliances (S)",..
KALINGA,"05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00012077
KALINGA,"05.4.0 - Glassware, tableware and household utensils (SD)",0.00012077
KALINGA,"05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00012077
KALINGA,05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00000579
KALINGA,05.5.2 - Non-motorized tools and miscellaneous accessories (SD),0.00000579
KALINGA,05.5.2.1 - Non-motorized tools (SD),0.00000386
KALINGA,05.5.2.2 - Miscellaneous accessories (SD),0.00000193
KALINGA,05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.00408986
KALINGA,05.6.1 - Non-durable household goods (ND),0.00408986
KALINGA,05.6.1.1 - Household cleaning and maintenance products (ND),0.00102246
KALINGA,05.6.1.9 - Other non-durable household goods (ND),0.00306740
KALINGA,06 - HEALTH,0.00629084
KALINGA,06.1 - MEDICINES AND HEALTH PRODUCTS,0.00187916
KALINGA,06.1.1 - Medicines (ND),0.00178105
KALINGA,"06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",0.00178105
KALINGA,06.1.2 - Medical products (ND),0.00001134
KALINGA,06.1.2.1 - Medical diagnostic products (ND),..
KALINGA,06.1.2.2 - Prevention and protective devices (ND),0.00000567
KALINGA,06.1.2.3 - Treatment devices for personal use (ND),0.00000567
KALINGA,06.1.3 - Assistive products (D),0.00008677
KALINGA,06.1.3.1 - Assistive products for vision (D),0.00008677
KALINGA,06.2 - OUTPATIENT CARE SERVICES,0.00162608
KALINGA,06.2.1 - Preventive care services (S),0.00159313
KALINGA,06.2.1.9 - Other preventive services (S),0.00159313
KALINGA,06.2.2 - Outpatient dental services (S),0.00003295
KALINGA,06.2.2.1 - Dental preventive services (S),0.00003295
KALINGA,06.3 - INPATIENT CARE SERVICES,0.00272067
KALINGA,06.3.1 - Inpatient curative and rehabilitative services (S),0.00272067
KALINGA,06.3.1.0 - Inpatient curative and rehabilitative services (S),0.00272067
KALINGA,06.4 - OTHER HEALTH SERVICES,0.00006493
KALINGA,06.4.1 - Diagnostic imaging services and medical laboratory services (S),0.00006493
KALINGA,06.4.1.0 - Diagnostic imaging services and medical laboratory services (S),0.00006493
KALINGA,07 - TRANSPORT,0.01409294
KALINGA,07.1 - PURCHASE OF VEHICLES,..
KALINGA,07.1.2 - Motorcycles (D),..
KALINGA,07.1.2.0 - Motorcycles (D),..
KALINGA,07.1.3 - Bicycles (D),..
KALINGA,07.1.3.0 - Bicycles (D),..
KALINGA,07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.00340699
KALINGA,07.2.1 - Parts and accessories for personal transport equipment (SD),..
KALINGA,07.2.1.1 - Tires (SD),..
KALINGA,07.2.1.2 - Parts for personal transport equipment (SD),..
KALINGA,07.2.2 - Fuels and lubricants for personal transport equipment (ND),0.00340699
KALINGA,07.2.2.1 - Diesel (ND),0.00033405
KALINGA,07.2.2.2 - Gasoline (ND),0.00303817
KALINGA,07.2.2.4 - Lubricants (ND),0.00003477
KALINGA,07.2.3 - Maintenance and repair of personal transport equipment (S),..
KALINGA,07.2.3.0 - Maintenance and repair of personal transport equipment (S),..
KALINGA,07.2.4 - Other services in respect of personal transport equipment (S),..
KALINGA,07.2.4.2 - Toll facilities (S),..
KALINGA,07.3 - PASSENGER TRANSPORT SERVICES,0.01068595
KALINGA,07.3.1 - Passenger transport by railway (S),..
KALINGA,07.3.1.2 - Passenger transport by rapid transit and tram (S),..
KALINGA,07.3.2 - Passenger transport by road (S),0.01057701
KALINGA,07.3.2.1 - Passenger transport by bus and coach (S),0.00085092
KALINGA,07.3.2.2 - Passenger transport by taxi and hired car with driver (S),..
KALINGA,07.3.2.9 - Other passenger transport by road (S),0.00972609
KALINGA,07.3.3 - Passenger transport by air (S),0.00010894
KALINGA,"07.3.3.1 - Passenger transport by air, domestic (S)",0.00010894
KALINGA,07.3.4 - Passenger transport by sea and inland waterway (S),..
KALINGA,07.3.4.0 - Passenger transport by sea and inland waterway (S),..
KALINGA,07.4 - TRANSPORT SERVICES OF GOODS,..
KALINGA,07.4.1 - Postal and courier services (S),..
KALINGA,07.4.1.1 - Letter handling services (S),..
KALINGA,07.4.1.2 - Courier and parcel delivery services (S),..
KALINGA,08 - INFORMATION AND COMMUNICATION,0.00257887
KALINGA,08.1 - INFORMATION AND COMMUNICATION EQUIPMENT,..
KALINGA,08.1.2 - Mobile telephone equipment (D),..
KALINGA,08.1.2.0 - Mobile telephone equipment (D),..
KALINGA,08.1.3 - Information processing equipment (D),..
KALINGA,"08.1.3.1 - Computers, laptops and tablets (D)",..
KALINGA,08.1.3.2 - Peripheral equipment and its consumable components (D),..
KALINGA,"08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",..
KALINGA,"08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",..
KALINGA,08.1.5 - Unrecorded recording media (SD),..
KALINGA,08.1.5.0 - Unrecorded recording media (SD),..
KALINGA,08.3 - INFORMATION AND COMMUNICATION SERVICES,0.00257887
KALINGA,08.3.1 - Fixed communication services (S),..
KALINGA,08.3.1.0 - Fixed communication services (S),..
KALINGA,08.3.2 - Mobile communication services (S),0.00257887
KALINGA,08.3.2.0 - Mobile communication services (S),0.00257887
KALINGA,08.3.3 - Internet access provision services and net storage services (S),..
KALINGA,08.3.3.0 - Internet access provision services and net storage services (S),..
KALINGA,"09 - RECREATION, SPORT AND CULTURE",0.00208138
KALINGA,09.2 - OTHER RECREATIONAL GOODS,..
KALINGA,"09.2.1 - Games, toys and hobbies (SD)",..
KALINGA,"09.2.1.2 - Other games, toys and hobbies (SD)",..
KALINGA,"09.2.2 - Equipment for sport, camping and open-air recreation (SD)",..
KALINGA,09.2.2.1 - Equipment for sport (SD),..
KALINGA,09.3 - GARDEN PRODUCTS AND PETS,0.00000556
KALINGA,"09.3.1 - Garden products, plants and flowers (ND)",0.00000556
KALINGA,09.3.1.1 - Garden products (ND),0.00000278
KALINGA,"09.3.1.2 - Plants, seeds and flowers (ND)",0.00000278
KALINGA,09.3.2 - Pets and products for pets (ND),..
KALINGA,09.3.2.2 - Products for pets and other household animals (ND),..
KALINGA,09.4 - RECREATIONAL SERVICES,0.00000523
KALINGA,09.4.6 - Recreational and sporting services (S),..
KALINGA,09.4.6.2 - Sporting services - practice (S),..
KALINGA,09.4.7 - Games of chance (S),0.00000523
KALINGA,09.4.7.0 - Games of chance (S),0.00000523
KALINGA,09.5 - CULTURAL GOODS,..
KALINGA,09.5.1 - Musical instruments (D),..
KALINGA,09.5.1.0 - Musical instruments (D),..
KALINGA,09.6 - CULTURAL SERVICES,0.00077856
KALINGA,09.6.9 - Other cultural services (S),0.00077856
KALINGA,09.6.9.0 - Other cultural services (S),0.00077856
KALINGA,"09.7 - NEWSPAPERS, BOOKS AND STATIONERY",0.00129203
KALINGA,09.7.1 - Books (SD),..
KALINGA,09.7.1.1 - Educational and textbooks in printed or electronic copy (SD),..
KALINGA,09.7.1.9 - Other books (SD) in printed or electronic copy,..
KALINGA,09.7.2 - Newspapers and periodicals (ND),0.00000239
KALINGA,09.7.2.1 - Newspapers (ND),0.00000239
KALINGA,09.7.4 - Stationery and drawing materials (ND),0.00128964
KALINGA,09.7.4.0 - Stationery and drawing materials (ND),0.00128964
KALINGA,09.8 - PACKAGE HOLIDAYS (S),..
KALINGA,09.8.0 - Package holidays (S),..
KALINGA,09.8.0.0 - Package holidays (S),..
KALINGA,10 - EDUCATION SERVICES,0.00248119
KALINGA,10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION,0.00019641
KALINGA,10.1.0 - Early chilhood and primary education (S),0.00019641
KALINGA,10.1.0.1 - Early childhood education services (S),..
KALINGA,10.1.0.2 - Primary education (S),0.00019641
KALINGA,10.2 - SECONDARY EDUCATION  (S),0.00153249
KALINGA,10.2.0 - Secondary education (S),0.00153249
KALINGA,10.2.0.1 - Lower secondary general education services,0.00153249
KALINGA,10.2.0.2 - Lower secondary technical-vocational livelihood programs services,..
KALINGA,10.4 - TERTIARY EDUCATION (S),0.00075229
KALINGA,10.4.0 - Tertiary education (s),0.00075229
KALINGA,10.4.0.0 - Tertiary education (s),0.00075229
KALINGA,11 - RESTAURANTS AND ACCOMMODATION SERVICES,0.01708394
KALINGA,11.1 - FOOD AND BEVERAGE SERVING SERVICES,0.01708394
KALINGA,"11.1.1 - Restaurants, café and the like (S)",0.01708394
KALINGA,"11.1.1.1 - Restaurants, café and the like - with full service (S)",0.01708394
KALINGA,11.2 - ACCOMMODATION SERVICES,..
KALINGA,11.2.0 - Accommodation services (S),..
KALINGA,"11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",..
KALINGA,12 - FINANCIAL SERVICES,0.00000147
KALINGA,12.2 - FINANCIAL SERVICES,0.00000147
KALINGA,12.2.1 - Financial intermediation services indirectly measured (S),0.00000147
KALINGA,12.2.1.0 - Financial intermediation services indirectly measured (S),0.00000147
KALINGA,12.2.9 - Other financial services (S),..
KALINGA,12.2.9.1 - Remittances fees (S),..
KALINGA,"13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.01138796
KALINGA,13.1 - PERSONAL CARE,0.00876968
KALINGA,13.1.1 - Electric appliances for personal care (SD),..
KALINGA,13.1.1.1 - Electric appliances for personal care (SD),..
KALINGA,"13.1.2 - Other appliances, articles and products for personal care (ND)",0.00732064
KALINGA,"13.1.2.0 - Other appliances, articles and products for personal care (ND)",0.00732064
KALINGA,13.1.3 - Hairdressing salons and personal grooming establishments (S),0.00144904
KALINGA,13.1.3.1 - Hairdressing (S),0.00072452
KALINGA,13.1.3.2 - Personal grooming treatments (S),0.00072452
KALINGA,13.2 - OTHER PERSONAL EFFECTS,0.00250993
KALINGA,13.2.1 - Jewellery and watches (D),0.00011702
KALINGA,13.2.1.1 - Jewellery and watches (D),0.00011702
KALINGA,"13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",..
KALINGA,13.2.9 - Other personal effects n.e.c. (SD),0.00239291
KALINGA,13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD),0.00239291
KALINGA,13.9 - OTHER SERVICES,0.00010835
KALINGA,13.9.0 - Other services (S),0.00010835
KALINGA,13.9.0.9 - Other services n.e.c. (S),0.00010835
MOUNTAIN PROVINCE,0 - ALL ITEMS,0.17161164
MOUNTAIN PROVINCE,01 - FOOD AND NON-ALCOHOLIC BEVERAGES,0.10529964
MOUNTAIN PROVINCE,01.1 - FOOD,0.10074092
MOUNTAIN PROVINCE,01.1.1 - Cereals and cereal products (ND),0.04718732
MOUNTAIN PROVINCE,01.1.1.1 - Cereals (ND),0.03884407
MOUNTAIN PROVINCE,01.1.1.12 - Rice,0.03823380
MOUNTAIN PROVINCE,01.1.1.16 - Corn,0.00061027
MOUNTAIN PROVINCE,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.00834325
MOUNTAIN PROVINCE,01.1.1.2 - Flour of cereals (ND),0.00146860
MOUNTAIN PROVINCE,01.1.1.3 - Bread and bakery products (ND),0.00401991
MOUNTAIN PROVINCE,01.1.1.4 - Breakfast cereals (ND),..
MOUNTAIN PROVINCE,"01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",0.00182742
MOUNTAIN PROVINCE,01.1.1.9 - Other cereal and grain mill products (ND),0.00102732
MOUNTAIN PROVINCE,01.1.2 - Meat and other parts of slaughtered land animals (ND),0.01377780
MOUNTAIN PROVINCE,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",0.00929000
MOUNTAIN PROVINCE,"01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",..
MOUNTAIN PROVINCE,"01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00029826
MOUNTAIN PROVINCE,"01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.00418954
MOUNTAIN PROVINCE,01.1.3 - Fish and other seafood (ND),0.00996325
MOUNTAIN PROVINCE,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",0.00718331
MOUNTAIN PROVINCE,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",0.00141333
MOUNTAIN PROVINCE,01.1.3.3 - Fish preparations (ND),0.00123620
MOUNTAIN PROVINCE,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",..
MOUNTAIN PROVINCE,01.1.3.6 - Other seafood preparations (ND),0.00013041
MOUNTAIN PROVINCE,"01.1.4 - Milk, other dairy products and eggs (ND)",0.00633613
MOUNTAIN PROVINCE,01.1.4.1 - Raw and whole milk (ND),..
MOUNTAIN PROVINCE,01.1.4.3 - Other milk and cream (ND),0.00332429
MOUNTAIN PROVINCE,01.1.4.4 - Non-animal milk (ND),..
MOUNTAIN PROVINCE,01.1.4.5 - Cheese (ND),0.00005057
MOUNTAIN PROVINCE,01.1.4.6 - Yoghurt and similar products (ND),..
MOUNTAIN PROVINCE,01.1.4.7 - Milk-based dessert and beverages (ND),..
MOUNTAIN PROVINCE,01.1.4.8 - Eggs (ND),0.00296127
MOUNTAIN PROVINCE,01.1.5 - Oils and fats (ND),0.00111829
MOUNTAIN PROVINCE,01.1.5.1 - Vegetable oils (ND),..
MOUNTAIN PROVINCE,01.1.5.2 - Butter and other fats and oils derived from milk (ND),..
MOUNTAIN PROVINCE,01.1.5.3 - Margarine and similar preparations (ND),0.00020401
