Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
....Pampanga,"TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"RADDISH (LABANOS), 1 KG",56.88,42.66,47.40,47.40,47.40,45.03,55.70,65.78,72.89,68.15,65.78,56.89,56.00,55.70,52.14,60.44,64.00,69.93,59.26,55.12,55.71,53.34,57.49,45.04,40.30,55.71,43.86,38.53,39.12,59.74,61.05,50.97,46.23,46.23,40.90,47.42,42.68,87.74,50.37,59.88,39.84,27.87,43.88,42.69,48.62,46.25,59.38,56.25,65.63,60.00,50.00,50.02,55.88,57.13,51.88,55.63,65.00,51.88,59.38,58.25,56.25,56.25,78.13,79.75,60.45,83.75,62.00,66.25,60.63,68.75,71.25,77.88,89.13,81.00,96.88,54.75,49.75,71.84,59.25,73.50,84.63,73.63,83.13,93.25,82.50,78.00,63.13,108.50,95.38,94.38,82.44,74.63,74.38,76.50,81.25,89.88,96.25,94.50,129.50,101.88,104.00,76.13,106.25,92.10
....Pampanga,"POTATO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"POTATO, BAGUIO, GOOD QUALITY, 1 KG",77.39,77.39,74.95,74.95,72.51,72.51,71.29,74.33,80.42,75.55,79.82,77.99,75.76,84.70,72.63,66.29,64.22,67.39,60.32,60.92,71.28,80.41,94.43,87.72,70.30,73.38,74.93,70.06,74.32,76.35,76.76,79.20,77.98,74.08,60.32,63.36,67.02,107.84,75.19,106.62,84.07,65.19,57.64,46.67,45.08,48.13,65.13,63.75,140.63,84.38,76.25,73.63,76.25,65.00,58.13,55.25,73.13,58.25,60.38,68.75,67.88,72.50,106.88,123.25,73.80,140.25,129.00,109.38,91.25,87.13,99.88,110.88,140.88,131.50,180.13,163.75,157.25,128.44,125.00,108.88,125.75,111.88,105.63,122.75,118.75,109.25,88.13,87.50,101.50,144.88,112.49,171.38,145.88,117.50,88.88,89.88,73.75,71.50,89.50,97.63,120.25,138.50,143.13,112.32
....Pampanga,"POTATO, IRISH (WHITE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"SWEET POTATO (CAMOTE), NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"SWEET POTATO (CAMOTE), WHITE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"SWEET POTATO (CAMOTE), YELLOW, 1 KG",46.88,40.00,40.00,40.00,40.00,40.00,42.50,46.88,47.50,47.50,45.00,47.50,43.65,47.50,47.50,41.25,40.00,41.25,41.25,41.25,43.75,51.25,49.38,45.63,45.63,44.64,45.63,41.25,36.25,33.00,39.38,41.25,35.38,37.50,33.75,36.88,50.63,50.63,40.13,45.63,40.00,43.75,35.63,31.25,30.38,33.75,40.63,43.13,51.25,55.00,53.75,42.01,55.00,46.43,48.13,45.00,45.00,46.25,47.88,51.88,52.50,53.13,56.25,52.50,50.00,48.13,45.63,47.50,51.63,55.00,56.88,60.63,76.25,78.13,78.13,76.25,65.63,61.65,71.88,62.50,58.75,60.00,51.88,54.38,59.38,68.13,66.88,86.25,72.50,68.13,65.06,70.00,62.50,61.25,56.88,57.00,57.75,61.25,72.75,75.75,67.50,63.75,65.00,64.28
....Pampanga,"CASSAVA (KAMOTENG KAHOY), 1 KG",20.00,22.50,22.50,22.50,22.50,22.50,26.25,25.00,25.00,29.38,29.38,31.25,24.90,31.25,24.88,24.88,24.88,30.00,30.00,30.00,30.00,30.00,33.75,35.63,33.13,29.87,33.75,35.63,35.63,30.00,33.75,34.38,31.88,28.75,28.75,29.38,33.13,41.88,33.08,33.13,30.00,28.13,27.75,28.38,29.38,33.13,37.50,38.33,41.67,35.00,28.33,32.56,25.00,24.17,22.50,20.50,20.83,25.00,24.17,25.83,26.67,35.00,40.83,25.83,26.36,25.83,25.83,28.33,37.50,38.33,39.17,40.83,42.50,35.83,36.67,35.00,35.00,35.07,34.17,31.25,33.13,32.50,33.13,33.75,34.38,36.25,34.38,41.88,41.25,40.63,35.56,40.00,35.63,35.00,30.63,30.00,30.63,34.38,41.25,40.63,45.00,47.50,46.88,38.13
....Pampanga,"UBE, 1 KG",71.57,71.57,71.57,71.57,71.57,71.57,71.57,71.57,71.57,71.57,71.57,71.57,71.57,71.57,64.55,56.88,56.88,52.40,52.40,52.40,53.68,53.68,53.68,54.96,53.68,56.40,51.12,58.79,51.12,51.12,51.12,65.18,53.68,53.05,60.72,72.86,70.30,106.09,62.10,73.50,70.94,58.16,56.24,65.83,77.33,85.63,74.38,73.13,86.25,88.13,85.00,74.54,68.13,61.25,52.50,53.38,52.50,51.88,54.38,55.63,60.63,70.00,73.13,78.13,60.96,70.00,67.50,70.63,77.50,78.75,78.75,84.38,80.00,82.50,82.50,75.00,72.50,76.67,72.50,67.50,72.50,72.50,72.50,77.50,80.63,85.63,76.25,77.50,76.88,80.00,75.99,75.00,76.25,78.75,78.75,83.75,77.50,82.50,82.50,83.75,86.25,83.75,84.38,81.09
....Pampanga,"GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GABI TUBERS, CEBU, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GABI TUBERS, CEBU/BUTIG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GABI TUBERS, MALAGKIT WITH STALK, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GABI TUBERS, NATIVE, 1 KG",46.37,39.05,41.49,41.49,41.49,41.49,48.21,48.82,49.44,49.44,49.44,49.44,45.51,54.32,51.88,50.66,50.66,53.10,51.88,56.76,59.81,54.93,62.87,62.87,67.75,56.46,65.91,64.08,58.58,58.58,58.58,57.97,65.29,70.17,73.22,73.84,74.45,75.07,66.31,68.35,61.64,46.38,47.60,41.50,39.06,51.88,54.38,65.00,50.00,56.25,58.75,53.40,45.00,44.75,52.50,43.75,53.75,51.88,54.38,55.63,57.50,58.75,62.50,66.25,53.89,67.50,61.25,57.50,56.88,58.75,55.63,58.75,68.13,66.63,63.50,63.50,65.00,61.92,69.38,83.38,73.13,81.00,73.13,89.88,92.00,108.63,101.75,103.00,99.25,90.50,88.75,95.50,101.25,93.38,95.00,103.50,75.00,82.50,100.00,100.00,91.25,97.50,82.50,93.12
....Pampanga,"GABI TUBERS, SAN FERNANDO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GABI TUBERS, TAGALOG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GABI TUBERS, WHITE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GABI TUBES, PLASTIC, CELLOPHANE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GABI, MALAGKIT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"KARLANG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"PALAWAN, YELLOW, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"PAO GALLIANG, FRESH TUBER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"CARROT, 1 KG",69.66,60.09,61.44,60.09,57.38,54.63,61.45,68.31,131.12,109.27,92.88,61.89,74.02,63.11,46.46,47.82,83.32,80.61,73.79,66.93,63.13,62.87,75.15,87.43,73.79,68.70,69.68,58.75,51.93,60.10,51.93,51.93,95.65,59.41,58.75,60.10,59.84,117.50,66.30,101.76,99.71,86.07,68.32,55.99,57.39,58.75,91.88,152.50,97.25,99.38,113.75,90.23,119.38,86.38,105.75,86.13,90.00,80.13,80.63,113.88,128.25,138.50,148.75,125.13,108.58,122.00,88.13,81.88,78.75,76.88,88.13,139.38,154.50,167.25,150.00,170.00,121.63,119.88,126.25,102.88,125.38,118.13,108.13,105.00,123.63,162.00,134.88,136.00,170.38,197.50,134.18,175.00,108.75,93.88,92.50,87.88,87.88,96.88,161.88,228.75,228.00,177.25,142.88,140.13
....Tarlac,"TURNIP (SINGKAMAS), 1 KG",27.58,27.58,24.83,21.22,20.06,20.59,20.06,19.03,22.64,25.26,26.09,31.25,23.85,33.73,34.36,38.50,34.13,34.96,36.52,39.04,34.90,33.71,35.70,38.28,38.28,36.01,39.34,42.42,39.84,44.84,43.98,37.79,27.42,25.86,26.39,23.81,26.10,29.51,33.94,33.65,28.45,27.42,22.78,19.67,22.78,30.00,31.25,31.88,31.25,40.63,51.25,30.92,53.13,56.25,48.75,35.63,33.75,33.25,35.75,35.75,41.25,40.00,43.13,45.63,41.86,49.38,55.00,50.63,47.50,45.63,47.50,49.38,51.25,50.63,50.63,56.88,64.13,51.55,85.63,90.63,71.88,59.38,60.00,48.75,52.50,61.25,74.38,78.75,85.71,87.14,71.33,95.71,82.86,78.57,78.57,42.14,45.71,40.00,42.86,60.14,67.57,69.63,71.50,64.61
....Tarlac,"RADDISH (LABANOS), 1 KG",55.74,46.75,43.15,48.54,57.53,61.13,77.31,71.92,82.71,75.52,72.83,65.64,63.23,56.65,54.85,57.54,75.52,85.42,75.52,67.44,61.14,66.53,75.52,62.93,64.73,66.98,65.64,55.74,59.34,70.73,86.31,75.52,66.53,58.45,63.84,64.73,79.11,102.48,70.70,88.10,65.63,61.13,63.83,54.84,55.73,65.63,90.00,114.63,133.00,67.50,58.88,76.58,82.25,77.00,64.13,71.63,69.13,66.25,68.75,67.50,68.75,68.75,85.00,111.75,75.07,121.75,88.75,88.13,85.63,85.00,89.38,90.75,93.25,88.25,98.75,88.75,87.50,92.16,76.25,84.13,96.63,85.25,78.75,92.88,91.38,94.25,95.38,116.00,104.88,107.88,93.64,99.75,93.88,77.13,86.25,90.00,89.25,96.88,113.75,113.75,107.25,93.50,79.25,95.05
....Tarlac,"POTATO, 1 KG",79.57,79.57,86.49,72.65,69.19,72.65,72.65,76.11,84.76,88.22,128.01,98.60,84.04,96.87,69.19,70.06,74.38,86.49,73.52,79.57,83.03,98.60,107.25,117.63,98.60,87.93,98.60,93.41,102.06,110.71,95.14,98.60,98.60,90.82,79.57,76.98,82.17,115.89,95.21,130.60,114.16,95.13,77.83,65.72,63.13,51.88,66.25,75.00,83.13,88.13,83.63,82.88,83.13,66.38,66.50,60.75,72.25,80.63,80.00,76.88,73.75,91.63,103.00,132.50,82.28,156.25,136.25,123.50,113.75,99.13,110.38,115.00,133.75,167.50,187.50,181.88,165.63,140.88,152.38,116.88,126.00,130.00,110.00,134.38,139.25,113.63,95.63,98.75,103.75,133.00,121.14,153.75,146.25,125.50,106.00,82.50,92.50,90.00,113.00,104.75,137.38,141.25,148.00,120.07
....Tarlac,"POTATO, BAGUIO, GOOD QUALITY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"POTATO, IRISH (WHITE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"SWEET POTATO (CAMOTE), NATIVE, 1 KG",60.50,60.50,56.47,57.49,50.42,56.47,64.54,89.76,100.85,78.66,69.59,66.56,67.65,68.58,69.60,65.57,45.40,56.49,61.54,64.56,76.66,88.76,82.71,73.64,66.57,68.34,68.59,57.50,56.48,60.51,65.56,68.58,70.60,75.65,73.63,67.58,70.60,60.51,66.32,66.56,64.54,62.52,49.42,40.34,42.36,44.38,52.50,57.50,60.00,66.25,66.25,56.05,63.33,60.00,56.25,54.50,56.38,57.50,55.00,60.00,60.00,63.75,68.75,76.25,60.98,73.75,72.50,65.63,72.50,77.50,78.75,79.38,88.75,82.50,80.00,83.75,85.63,78.39,86.88,76.88,68.13,75.00,77.50,75.00,76.25,100.00,102.50,88.75,85.63,78.00,82.54,68.75,83.75,69.38,56.38,66.00,65.63,65.00,78.75,92.00,87.00,87.00,69.75,74.12
....Tarlac,"SWEET POTATO (CAMOTE), WHITE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"SWEET POTATO (CAMOTE), YELLOW, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"CASSAVA (KAMOTENG KAHOY), 1 KG",16.15,16.15,16.15,17.69,17.23,17.23,17.69,18.46,20.77,18.77,17.70,24.63,18.22,23.85,24.82,21.36,21.36,21.93,25.39,24.24,23.09,21.36,23.67,24.82,25.39,23.44,25.97,26.54,23.66,26.15,28.35,28.28,28.85,27.70,27.13,28.28,27.70,28.28,27.24,24.82,23.08,23.66,21.92,21.92,23.07,22.50,30.00,30.83,32.50,31.67,26.67,26.05,24.17,24.17,25.00,23.33,25.00,25.00,24.17,26.67,23.33,23.33,26.67,25.83,24.72,36.67,35.00,34.17,35.00,34.17,34.17,34.17,35.83,34.17,35.50,36.33,36.33,35.13,35.83,33.33,35.83,35.83,37.50,39.17,40.00,48.33,52.50,40.00,37.50,32.50,39.03,37.50,37.50,34.17,32.50,33.33,37.50,35.00,33.33,34.17,34.17,35.00,33.33,34.79
....Tarlac,"UBE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GABI TUBERS, CEBU, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GABI TUBERS, CEBU/BUTIG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GABI TUBERS, MALAGKIT WITH STALK, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GABI TUBERS, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GABI TUBERS, SAN FERNANDO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GABI TUBERS, TAGALOG, 1 KG",59.08,62.56,59.08,58.22,58.22,58.22,59.08,59.96,66.04,57.35,55.61,56.49,59.16,59.09,63.44,61.70,67.78,72.99,83.42,79.94,82.55,90.36,88.62,90.36,79.93,76.68,78.19,78.19,76.45,79.93,89.49,86.88,79.93,85.14,82.54,85.14,91.23,81.67,82.90,92.10,75.60,79.08,72.99,74.73,72.99,71.25,73.75,72.00,71.50,75.25,66.50,74.81,80.29,72.13,71.50,73.38,69.00,74.00,72.75,74.00,67.75,74.00,79.50,78.25,73.88,80.75,78.25,79.50,80.75,84.50,86.00,82.25,93.50,94.75,91.00,88.50,91.00,85.90,91.25,84.75,88.50,91.00,88.50,87.25,94.75,101.13,115.00,121.25,117.50,118.75,99.97,121.25,120.00,116.88,115.00,115.00,112.50,110.00,118.75,111.25,112.50,116.25,117.50,115.57
....Tarlac,"GABI TUBERS, WHITE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GABI TUBES, PLASTIC, CELLOPHANE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
