Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
....Nueva Ecija,"ONION RED CREOLE (BERMUDA RED), 1 KG",85.00,81.88,73.75,70.63,61.88,65.00,68.75,97.50,96.88,94.38,83.13,81.25,80.00,80.00,79.38,66.88,49.38,51.88,51.25,52.50,54.38,55.63,57.50,67.50,101.25,63.96,153.75,103.75,80.00,65.00,75.00,77.50,90.00,86.25,98.75,113.75,143.75,145.00,102.71,106.25,93.75,87.50,77.50,78.75,88.75,96.25,95.00,120.00,117.50,118.75,140.00,101.67,177.50,92.50,65.63,63.13,63.13,70.63,83.88,113.75,131.25,167.50,211.25,261.25,125.12,433.75,227.50,112.50,91.25,141.25,153.75,156.25,153.75,152.50,125.00,121.25,132.50,166.77,126.25,118.75,86.25,77.50,90.00,95.00,96.88,101.25,92.50,91.25,91.25,98.75,97.14,122.50,132.50,98.75,83.75,105.63,122.50,125.00,135.00,141.25,143.75,150.00,217.50,131.51
....Nueva Ecija,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Ecija,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Ecija,"GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.80,73.80,75.63,53.75,53.75,55.00,60.63,61.88,51.88,68.13,68.13,70.63,76.25,73.75,64.12,80.00,85.00,81.25,93.75,108.75,125.00,122.50,127.50,132.50,117.50,142.50,137.50,112.81,142.50,136.25,136.25,137.50,160.00,161.25,157.50,157.50,136.25,131.25,130.00,132.50,143.23
....Pampanga,"GARLIC, IMPORTED, 1 KG",119.20,99.33,99.33,91.88,96.85,104.93,99.96,101.20,103.06,95.11,85.67,76.36,97.74,79.46,79.46,83.18,91.87,102.43,114.85,118.57,121.05,114.84,116.70,116.70,124.15,105.27,115.46,144.01,162.63,156.42,157.05,120.42,96.83,82.56,93.11,82.56,81.32,95.59,115.66,93.11,90.63,97.71,101.19,93.74,93.11,90.63,96.50,110.63,116.25,113.75,115.00,101.02,108.75,110.00,111.25,103.75,104.38,108.13,106.25,113.75,111.25,113.75,121.25,118.75,110.94,117.50,122.50,116.00,106.38,109.75,122.50,132.50,138.75,138.75,136.88,130.63,131.88,125.34,145.00,152.50,148.75,150.63,155.63,155.25,153.00,153.63,149.25,150.50,161.75,162.50,153.20,167.25,167.25,163.75,160.88,154.25,151.75,154.25,155.88,163.38,141.00,145.50,141.13,155.52
....Pampanga,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GARLIC, NATIVE, 1 KG",140.77,118.54,118.54,118.54,116.07,108.66,149.41,149.41,156.82,149.41,137.06,135.21,133.20,138.91,141.38,148.79,145.09,141.39,143.24,142.01,145.71,142.01,138.31,139.54,139.54,142.16,137.07,137.69,181.52,182.75,176.58,161.15,146.94,138.92,133.36,132.13,121.64,133.37,148.59,108.06,100.65,100.65,109.29,102.49,103.11,101.88,117.50,125.00,130.00,126.25,128.13,112.75,129.38,129.38,121.88,121.88,122.50,126.88,124.38,125.63,123.13,129.38,141.88,131.38,127.31,126.38,123.88,119.38,118.13,121.25,131.00,141.88,144.38,143.13,139.38,133.13,134.38,131.36,136.88,150.63,145.63,148.13,151.88,154.38,156.50,159.25,155.50,156.13,160.63,160.63,153.01,169.38,169.38,164.88,164.13,160.25,164.00,152.75,159.00,164.38,149.75,150.50,153.63,160.17
....Pampanga,"ONION RED CREOLE (BERMUDA RED), 1 KG",112.95,84.40,84.40,76.95,79.43,79.43,91.84,94.95,104.88,99.29,92.47,78.82,89.98,79.44,78.20,76.96,74.48,72.00,67.66,63.31,58.34,61.45,62.07,75.73,132.23,75.16,160.16,104.29,64.56,82.77,76.36,86.91,82.57,85.05,109.26,137.82,124.16,117.34,102.60,99.33,80.09,77.61,79.84,84.43,76.36,92.50,115.63,111.25,128.13,131.25,158.13,102.88,189.38,159.38,68.75,63.13,73.13,76.88,86.25,132.50,141.25,188.13,253.75,297.50,144.17,456.13,260.00,121.00,111.25,165.00,172.50,170.00,167.13,160.00,139.75,118.25,128.75,180.81,145.00,102.38,80.50,73.50,92.13,101.50,103.75,107.50,104.50,101.25,94.00,96.50,100.21,127.50,155.50,128.75,109.88,119.25,127.38,133.63,163.63,167.00,153.75,185.13,235.00,150.53
....Pampanga,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GINGER, LOOSE, 1 KG",81.02,81.02,81.02,60.29,62.80,65.31,68.46,81.02,83.53,83.53,86.67,80.39,76.26,91.69,80.39,73.86,75.75,80.14,97.98,108.03,114.94,119.96,118.82,117.44,110.53,99.13,105.51,106.77,108.03,110.54,106.15,119.34,133.79,137.56,138.18,143.20,154.50,145.71,125.77,114.94,110.54,112.43,121.85,128.76,124.36,126.25,133.33,129.17,106.67,93.77,89.38,115.95,96.88,86.63,86.88,81.88,69.38,73.75,76.25,88.75,76.25,96.25,110.00,98.75,86.80,95.25,91.63,76.75,72.50,77.50,85.50,84.38,87.50,91.88,109.38,121.25,112.50,92.17,120.50,108.50,114.13,125.50,164.00,199.50,218.00,201.88,193.75,225.50,214.50,202.25,174.00,206.25,173.75,171.25,160.00,165.00,191.00,194.75,192.88,189.75,174.25,158.75,164.25,178.49
....Tarlac,"GARLIC, IMPORTED, 1 KG",120.21,106.13,106.13,107.47,100.54,106.13,99.20,103.44,106.12,89.36,92.26,89.36,102.20,93.60,94.94,94.94,101.87,111.70,120.19,128.46,131.36,129.80,127.12,128.46,134.05,116.37,125.78,168.90,163.31,186.10,178.73,128.46,103.44,101.88,100.54,107.47,113.06,115.96,132.80,114.62,114.62,114.62,117.30,110.37,107.47,106.13,108.13,123.50,123.50,120.50,121.50,115.19,124.25,121.75,120.50,120.50,117.38,126.25,120.00,120.00,120.00,127.50,130.00,122.50,122.55,126.25,113.75,115.00,113.75,130.63,135.63,158.75,161.25,161.25,152.50,151.25,151.25,139.27,155.63,161.63,164.50,154.50,163.50,173.75,167.50,163.75,162.50,163.75,156.25,175.00,163.52,173.75,176.75,175.25,171.25,170.88,168.00,171.50,166.50,162.75,156.50,159.00,161.50,167.80
....Tarlac,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"ONION RED CREOLE (BERMUDA RED), 1 KG",117.68,97.59,74.63,77.50,77.50,100.46,109.79,113.37,114.81,87.54,91.85,94.72,96.45,91.85,91.85,76.06,54.53,55.97,58.84,61.71,64.58,71.75,71.75,96.15,129.15,77.02,176.51,107.63,87.54,88.02,90.41,104.76,99.31,110.50,121.98,154.99,153.55,157.86,121.09,120.55,103.33,96.15,104.76,107.63,103.32,104.75,104.75,112.13,122.00,130.75,147.50,113.14,173.13,129.38,81.25,81.25,74.38,89.50,100.75,114.50,137.25,197.50,214.38,282.50,139.65,470.00,291.29,143.57,121.43,177.00,169.14,162.86,165.71,167.14,150.00,152.86,171.43,195.20,150.25,122.38,93.25,90.75,95.63,108.75,109.13,114.25,111.50,112.75,105.25,102.75,109.72,153.25,157.25,146.00,116.25,117.50,133.75,146.25,177.50,193.00,182.13,183.75,247.75,162.87
....Tarlac,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"ONION, NATIVE, 1 KG",56.08,53.93,77.65,77.65,77.65,77.65,77.65,77.65,77.65,77.65,64.71,64.71,71.72,71.18,95.21,78.57,52.58,54.20,54.20,56.08,58.24,75.07,79.82,83.21,98.69,71.42,124.57,110.01,100.30,99.23,93.83,101.92,105.48,108.39,119.71,174.71,189.27,181.18,125.72,119.71,98.68,95.44,97.06,103.53,103.53,110.00,110.00,110.00,126.00,126.00,132.50,111.04,143.33,100.00,103.00,103.00,94.67,108.17,113.33,151.00,162.00,188.67,181.71,204.57,137.79,316.50,215.25,144.38,123.75,172.00,167.50,169.00,172.75,167.75,147.25,150.50,165.00,175.97,138.75,128.63,89.00,87.00,91.50,111.00,117.25,112.75,113.75,118.00,110.50,111.75,110.82,156.25,150.88,144.25,131.50,126.50,129.00,141.75,177.00,182.88,167.50,176.25,185.00,155.73
....Tarlac,"GINGER, LOOSE, 1 KG",74.67,67.26,67.26,67.26,70.25,76.22,79.21,79.21,80.64,73.23,76.22,82.19,74.47,77.65,79.20,71.67,70.24,77.65,94.13,125.43,135.94,138.93,135.94,134.39,125.43,105.55,132.96,134.39,134.39,213.00,223.99,212.04,194.12,188.15,189.70,212.04,228.52,168.79,186.01,165.80,156.84,153.85,167.23,159.82,168.78,161.25,155.63,136.75,126.75,134.75,137.25,152.06,127.25,115.13,109.25,116.00,112.25,114.75,114.75,111.00,106.25,118.13,118.00,115.50,114.86,118.75,118.75,117.50,106.00,109.75,106.00,103.50,113.00,111.25,120.00,136.25,131.25,116.00,140.25,144.75,144.75,143.50,173.50,225.00,215.00,214.00,212.00,214.50,214.50,210.75,187.71,218.25,215.75,209.75,197.88,200.25,216.13,213.75,216.25,213.75,198.75,200.00,205.00,208.79
....Zambales,"GARLIC, IMPORTED, 1 KG",106.93,106.93,117.62,112.27,112.27,109.60,106.93,110.94,109.60,112.27,106.92,98.90,109.27,106.92,101.57,101.57,117.61,125.63,147.01,149.68,159.04,161.71,148.35,143.00,152.35,134.54,140.32,169.72,185.76,197.79,185.76,168.39,156.36,130.97,125.62,114.93,113.59,110.92,150.01,120.27,117.60,116.26,113.59,108.24,106.90,112.25,120.38,134.25,131.88,131.13,130.75,120.29,130.00,136.25,122.25,122.25,126.63,123.75,125.63,121.75,127.88,120.00,123.75,125.00,125.43,126.25,121.25,122.38,118.63,126.88,138.75,155.00,161.25,152.50,157.50,153.75,158.75,141.07,158.75,171.13,167.00,167.00,167.00,192.50,181.25,173.75,167.50,173.75,177.75,182.75,173.34,182.50,167.38,171.88,164.63,164.25,171.75,170.25,171.50,174.00,171.50,174.00,172.75,171.37
....Zambales,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zambales,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zambales,"ONION RED CREOLE (BERMUDA RED), 1 KG",138.75,138.75,102.31,100.91,99.51,113.53,114.93,120.54,131.75,117.73,113.53,107.92,116.68,114.93,106.52,86.90,84.10,72.89,77.10,74.30,75.70,75.70,89.72,104.45,176.64,94.91,222.90,158.41,105.14,100.93,98.13,102.34,109.35,107.95,126.18,192.07,197.68,199.08,143.35,151.41,131.78,123.37,114.96,112.16,107.95,110.75,117.75,137.00,143.25,146.13,166.88,130.28,204.88,182.38,97.25,92.38,90.00,105.88,118.25,133.75,157.50,219.38,220.00,296.25,159.83,459.13,259.75,171.25,142.38,190.63,198.63,190.00,192.50,180.00,166.25,168.75,181.25,208.38,175.00,151.25,117.13,97.00,104.13,118.75,118.63,119.25,118.88,118.13,115.13,119.00,122.69,153.25,141.00,139.25,129.75,132.50,152.50,161.25,195.00,192.13,187.50,183.75,274.88,170.23
....Zambales,"ONION WHITE (YELLOW GRANEX), 1 KG",81.73,87.00,85.68,83.04,73.81,81.72,84.36,101.49,115.99,108.08,102.81,97.54,91.94,105.45,100.18,79.09,87.00,77.77,84.36,68.54,69.86,77.77,117.32,108.09,129.18,92.05,102.82,94.91,73.82,82.60,77.77,83.04,83.04,89.63,97.54,123.90,123.90,122.58,96.30,109.40,102.81,90.95,87.00,84.36,85.68,87.00,90.88,95.50,103.00,110.00,112.50,96.59,106.00,114.38,86.25,89.38,96.63,107.50,116.75,194.38,335.00,445.00,445.00,528.74,222.08,578.33,281.67,153.75,151.29,200.00,195.83,201.67,193.33,179.29,168.00,152.50,151.25,217.24,147.50,130.63,103.75,95.63,97.50,108.75,111.13,116.88,149.63,139.75,125.13,128.75,121.25,150.38,130.38,127.25,116.88,117.50,126.25,135.63,172.50,175.13,170.38,162.50,177.88,146.89
....Zambales,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zambales,"GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136.76,136.76,138.13,135.63,127.38,128.63,126.63,132.25,131.63,134.88,136.25,138.75,152.50,163.13,137.15,164.75,163.50,164.75,168.50,176.00,208.25,253.63,238.75,250.75,272.00,255.75,238.25,212.91,239.50,220.38,210.00,206.75,205.38,211.13,217.25,212.50,198.13,210.00,208.75,221.88,213.47
....City of Angeles,"GARLIC, IMPORTED, 1 KG",154.74,128.95,128.95,119.28,125.73,136.21,129.76,131.37,133.78,123.46,111.21,99.13,126.88,103.15,103.15,107.98,119.26,132.97,149.09,153.92,157.14,149.08,151.49,151.49,161.16,136.66,149.88,186.95,211.12,203.06,203.87,156.32,125.70,107.17,120.86,107.17,105.56,124.08,150.15,120.86,117.64,126.83,131.34,121.67,120.86,117.64,113.00,107.50,110.00,106.00,103.50,116.40,100.00,95.00,95.00,98.50,102.50,100.50,99.50,105.00,107.50,101.00,110.00,106.25,101.73,102.08,100.42,101.25,96.67,110.83,129.17,142.50,146.25,142.50,135.83,132.08,124.17,121.98,131.67,129.58,126.67,134.58,137.92,133.33,139.17,134.17,135.00,131.67,139.17,137.50,134.20,149.17,145.83,140.00,140.83,146.25,148.33,146.67,137.50,129.17,122.50,124.17,137.50,138.99
....City of Angeles,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Angeles,"GARLIC, NATIVE, 1 KG",152.83,128.70,128.70,128.70,126.02,117.98,162.22,162.22,170.26,162.22,148.81,146.80,144.62,150.82,153.50,161.54,157.52,153.50,155.51,154.17,158.19,154.17,150.15,151.49,151.49,154.34,148.81,149.49,197.08,198.42,191.72,174.97,159.55,150.84,144.80,143.46,132.07,144.80,161.33,117.32,109.28,109.28,118.67,111.29,111.97,110.63,115.00,114.70,129.00,127.50,125.00,116.64,128.50,117.50,118.00,120.50,121.50,116.50,117.50,122.00,125.00,120.50,128.00,124.00,121.63,117.00,111.00,112.00,110.00,126.50,139.50,144.00,152.50,154.00,152.00,141.00,141.00,133.38,140.91,141.67,137.92,136.67,140.83,137.92,144.17,142.50,144.58,144.17,140.00,138.33,140.81,160.83,164.17,159.17,155.00,159.17,164.17,163.75,167.08,156.67,148.33,148.33,150.00,158.06
....City of Angeles,"ONION RED CREOLE (BERMUDA RED), 1 KG",117.56,87.85,87.85,80.10,82.68,82.68,95.60,98.83,109.17,103.35,96.25,82.04,93.66,82.68,81.39,80.10,77.52,74.94,70.42,65.89,60.72,63.96,64.60,78.81,137.60,78.22,166.66,108.52,67.18,86.12,79.45,90.43,85.91,88.49,113.68,143.39,129.18,122.08,106.76,103.34,83.32,80.74,83.07,87.84,79.45,96.24,101.50,104.00,123.50,119.50,137.00,99.96,172.78,99.59,90.84,56.33,61.71,68.00,88.75,130.83,146.25,183.75,243.78,290.83,136.12,442.92,226.67,107.50,117.08,157.50,162.50,166.67,165.00,155.00,140.83,118.33,120.00,173.33,114.17,102.50,89.17,82.08,89.17,112.50,115.00,90.83,93.75,94.58,96.67,95.00,97.95,113.33,150.00,132.50,106.67,115.83,137.92,140.83,166.25,157.08,157.92,147.92,209.17,144.62
....City of Angeles,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Angeles,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Angeles,"GINGER, LOOSE, 1 KG",84.57,84.57,84.57,62.93,65.55,68.17,71.45,84.56,87.18,87.18,90.45,83.90,79.59,95.70,83.90,77.08,79.05,83.63,102.24,112.73,119.94,125.18,124.00,122.56,115.35,103.45,110.11,111.42,112.73,115.35,110.77,124.53,139.61,143.54,144.19,149.43,161.23,152.05,131.25,119.94,115.35,117.32,127.15,134.37,129.78,131.75,124.17,116.25,119.17,105.00,90.00,119.19,97.92,85.83,86.25,79.17,72.54,71.33,76.25,85.83,70.00,87.08,93.75,82.50,82.37,81.67,76.67,72.92,77.50,82.08,82.08,80.83,87.92,102.50,113.33,111.25,100.00,89.06,102.08,101.25,114.17,119.58,158.33,201.25,215.83,190.00,169.17,207.50,215.00,194.17,165.69,182.50,164.17,173.33,161.67,196.67,205.00,200.83,187.50,166.67,160.00,179.17,154.17,177.64
....City of Olongapo,"GARLIC, IMPORTED, 1 KG",136.12,136.12,149.73,142.92,142.92,139.52,136.12,141.22,139.52,142.92,136.11,125.90,139.09,136.11,129.30,129.30,149.72,159.93,187.15,190.55,202.46,205.86,188.85,182.04,193.95,171.27,178.64,216.07,236.49,251.80,236.49,214.37,199.06,166.73,159.92,146.31,144.61,141.21,190.98,153.12,149.72,148.02,144.62,137.81,136.11,142.92,145.00,157.33,142.83,131.00,133.08,143.46,134.17,130.50,123.67,124.92,128.42,133.08,126.75,125.33,127.33,123.17,125.83,123.67,127.24,128.67,122.00,117.00,119.50,127.75,137.50,154.08,160.42,159.17,160.00,160.83,165.08,142.67,162.50,164.83,163.17,159.00,169.67,180.83,180.83,180.00,168.92,175.00,182.67,189.33,173.06,190.00,184.17,179.17,174.75,174.50,182.83,182.67,182.67,178.50,181.83,189.67,189.50,182.52
....City of Olongapo,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Olongapo,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Olongapo,"ONION RED CREOLE (BERMUDA RED), 1 KG",163.32,163.32,120.43,118.78,117.13,133.63,135.28,141.88,155.08,138.58,133.63,127.03,137.34,135.28,125.38,102.28,98.98,85.78,90.73,87.43,89.08,89.08,105.58,122.91,207.87,111.70,262.31,186.42,123.73,118.78,115.48,120.43,128.68,127.03,148.48,226.02,232.62,234.27,168.69,178.18,155.08,145.18,135.28,131.98,127.03,130.33,128.25,129.25,141.50,152.17,184.75,144.92,210.33,156.58,98.25,86.33,90.83,106.75,119.75,143.00,154.33,237.50,257.58,295.83,163.09,505.00,292.42,151.92,136.92,172.50,198.33,198.33,198.92,183.00,169.17,162.08,174.42,211.92,175.33,148.42,109.00,108.83,108.83,122.50,125.83,123.67,136.67,136.00,139.33,150.08,132.04,156.33,163.00,171.17,148.33,149.17,165.83,175.00,186.67,186.83,192.50,198.33,237.92,177.59
....City of Olongapo,"ONION WHITE (YELLOW GRANEX), 1 KG",93.87,99.93,98.42,95.39,84.79,93.88,96.91,116.60,133.26,124.17,118.11,112.05,105.62,121.14,115.08,90.85,99.94,89.34,96.91,78.74,80.25,89.34,134.76,124.16,148.39,105.74,118.11,109.02,84.79,94.88,89.33,95.39,95.39,102.96,112.04,142.32,142.32,140.81,110.61,125.67,118.10,104.47,99.93,96.90,98.41,99.92,104.50,103.50,102.25,110.00,110.58,106.19,101.00,96.00,82.83,81.50,94.42,110.75,126.08,195.67,243.50,296.80,291.50,282.67,166.89,280.57,283.67,160.42,141.17,176.83,196.25,194.17,186.67,168.33,161.67,156.17,152.83,188.23,146.17,123.83,94.50,101.17,104.50,114.50,114.50,114.50,139.50,144.50,140.33,143.33,123.44,146.00,146.83,152.00,138.67,138.67,152.00,151.08,170.75,169.50,166.08,153.50,172.00,154.76
....City of Olongapo,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Olongapo,"GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,201.05,201.05,283.40,149.17,152.00,134.00,116.92,120.33,123.50,127.58,132.00,133.25,149.58,157.17,148.24,161.17,161.17,153.00,153.08,156.58,202.67,247.00,260.75,250.67,261.83,267.67,263.50,211.59,246.00,231.00,206.17,189.58,209.50,238.83,235.50,230.50,227.17,232.17,213.83,238.83,224.92
