Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
..REGION II (CAGAYAN VALLEY),"FRESH PORK, KASIM, 1 KG",223.58,223.03,224.88,224.88,233.38,232.54,235.40,237.56,237.81,239.12,240.70,241.44,232.86,241.44,242.20,242.05,237.74,235.71,234.07,234.07,235.04,235.37,235.37,239.99,239.51,237.71,242.68,246.44,247.06,247.32,249.25,248.87,253.08,254.93,257.37,260.39,267.02,275.22,254.14,286.15,296.49,296.97,301.93,316.69,322.54,325.21,322.96,314.71,303.75,304.04,311.21,308.55,313.84,315.26,315.69,325.34,330.84,328.41,325.25,320.39,302.61,300.29,297.04,296.32,314.27,293.97,293.18,291.32,300.57,304.04,299.00,294.28,292.79,291.64,286.57,280.91,282.21,292.54,283.78,286.11,301.61,305.50,314.63,315.68,321.43,323.89,319.25,314.71,316.36,318.11,310.09,331.89,354.34,363.84,367.39,375.46,384.96,383.43,373.43,369.11,361.86,355.21,354.89,364.65
..REGION II (CAGAYAN VALLEY),"FRESH PORK, LIEMPO, 1 KG",222.75,222.38,223.73,225.04,230.53,230.04,232.23,234.40,233.63,233.81,233.15,233.66,229.61,234.27,236.82,237.19,236.97,239.67,240.92,240.92,240.26,240.13,238.36,240.62,240.62,238.90,242.37,242.28,242.50,242.32,246.98,248.65,255.06,255.08,254.42,255.73,274.69,287.00,253.92,301.21,307.32,307.19,314.35,322.57,325.42,327.61,327.64,318.75,306.82,307.20,313.49,314.96,314.94,316.73,318.80,330.12,334.91,332.51,329.39,325.04,309.93,305.71,304.43,303.75,318.86,300.32,300.28,298.93,302.11,308.02,304.43,299.14,297.50,296.71,292.07,286.82,286.25,297.72,288.07,291.46,305.96,309.36,317.88,319.36,325.61,327.82,325.25,321.18,322.75,323.79,314.87,337.02,357.63,365.68,367.75,376.00,386.25,383.32,373.07,368.18,360.29,351.96,353.82,365.08
..REGION II (CAGAYAN VALLEY),"FRESH PORK, MEAT WITH BONES, 1 KG",194.77,193.38,194.38,194.87,200.15,204.75,202.95,203.76,204.76,204.76,200.75,200.01,199.94,200.26,201.02,199.03,198.28,199.42,198.79,198.77,196.29,195.92,194.04,189.52,188.76,196.68,188.85,188.24,187.62,188.55,187.63,186.62,195.45,196.48,193.57,194.43,218.50,240.55,197.21,269.45,288.90,285.15,294.78,304.77,307.25,308.46,308.46,300.21,289.18,289.51,295.44,295.13,296.19,295.49,299.42,304.35,312.35,312.10,311.60,306.85,294.10,288.68,286.75,283.00,299.24,278.50,280.13,278.00,281.50,287.88,289.63,286.88,280.50,278.46,273.93,270.43,271.68,279.79,272.25,274.50,287.57,292.36,301.00,305.73,311.23,313.70,308.88,305.68,302.75,306.54,298.52,319.02,339.88,350.05,351.25,361.00,368.75,368.20,359.70,355.05,347.79,340.21,337.07,349.83
..REGION II (CAGAYAN VALLEY),"FRESH PORK, PATA, FORE (FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"FRESH PORK, PORK CHOP, 1 KG",194.73,194.73,194.73,194.73,207.46,206.19,210.01,210.01,207.46,208.73,202.37,202.37,202.79,201.10,201.10,201.10,201.10,203.65,203.65,199.83,199.83,199.20,191.56,182.01,182.01,197.18,189.65,188.38,185.83,191.77,196.02,192.20,199.84,202.39,192.85,190.94,249.49,277.49,204.74,332.22,336.04,334.77,341.13,348.77,348.77,347.50,345.00,335.00,313.63,321.00,324.75,335.72,332.25,332.25,329.75,336.00,343.50,339.75,341.88,339.38,320.00,316.13,314.38,315.00,330.02,312.50,312.50,312.50,319.38,318.75,318.75,313.75,306.25,302.50,291.25,292.50,291.25,307.66,292.50,298.75,321.25,321.25,323.75,329.75,333.50,332.25,318.50,308.50,312.25,316.00,317.35,338.50,361.25,373.75,376.25,397.50,392.50,396.88,378.75,366.25,363.75,348.75,347.50,370.14
..REGION II (CAGAYAN VALLEY),"FRESH PORK, SPARE RIBS, 1 KG",194.69,197.29,194.69,194.69,203.78,203.78,206.38,205.08,205.08,205.08,197.29,197.29,200.43,195.99,195.99,194.69,194.69,197.29,197.29,195.99,195.99,195.35,191.46,185.61,184.31,193.72,186.91,185.61,184.31,193.83,194.69,185.60,195.98,199.87,191.44,190.79,245.30,275.15,202.46,329.66,333.55,328.36,330.96,338.75,338.75,338.75,336.25,327.50,308.75,316.25,320.00,328.96,323.75,323.75,323.75,330.00,337.50,332.50,335.63,335.00,316.25,312.50,308.75,310.00,324.12,307.50,307.50,305.00,315.00,316.25,316.25,311.25,302.50,297.50,288.75,290.00,288.75,303.85,291.25,295.00,313.75,313.75,313.75,323.75,327.50,323.75,307.50,300.00,301.25,305.00,309.69,326.25,352.50,356.25,355.00,367.50,370.00,371.25,352.50,343.75,340.00,320.00,317.50,347.71
..REGION II (CAGAYAN VALLEY),"EDIBLE OFFAL, LIVER, PORK, 1 KG",176.01,175.51,175.51,180.65,181.15,181.90,181.89,183.19,185.74,185.99,185.12,185.12,181.48,185.12,185.41,183.45,180.45,180.88,181.13,182.12,181.13,179.16,178.66,178.68,180.80,181.42,183.29,184.78,183.05,183.26,183.58,182.28,182.00,180.45,178.96,180.55,198.74,223.33,187.02,245.07,264.31,262.01,269.63,277.57,278.60,282.36,285.11,276.52,275.94,278.30,282.41,273.15,281.51,283.33,285.57,287.39,295.08,295.89,295.98,290.73,278.55,275.46,273.63,270.88,284.50,271.87,271.62,267.38,269.21,271.21,270.46,269.55,259.96,256.18,252.32,248.49,247.86,263.01,248.07,250.68,258.76,266.97,275.24,280.07,283.64,290.39,287.25,285.01,281.17,281.76,274.08,290.78,310.43,321.09,321.09,325.93,331.43,330.93,327.07,321.82,316.99,309.16,306.74,317.79
..REGION II (CAGAYAN VALLEY),"EDIBLE OFFAL, TRIPE (TUWALYA), BEEF, 1 KG",217.50,215.63,217.50,218.75,230.00,230.63,229.38,228.75,225.63,226.88,228.13,228.13,224.74,228.13,228.13,228.13,229.38,240.63,249.38,249.38,249.38,251.25,251.25,261.25,261.25,243.96,261.25,261.25,261.25,263.75,275.00,278.75,278.75,278.75,281.25,281.25,291.25,307.50,276.67,317.50,323.75,323.75,328.75,332.50,332.50,330.00,336.25,338.75,338.75,341.25,341.25,332.08,341.25,341.25,341.25,345.00,345.00,345.00,345.00,351.25,351.25,351.25,351.25,351.25,346.67,352.50,352.50,352.50,352.50,355.00,355.00,355.00,355.00,356.25,357.50,357.50,357.50,354.90,357.50,360.00,355.00,355.00,361.25,361.25,362.50,363.75,363.75,363.75,363.75,363.75,360.94,363.75,366.25,361.25,363.75,366.25,371.25,376.25,366.25,376.25,376.25,378.75,378.75,370.42
....Batanes,"FRESH BEEF, BRISKET WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"FRESH BEEF, MEAT WITH BONES, 1 KG",190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,192.50,205.00,211.25,215.00,195.31,215.00,215.00,215.00,215.00,217.50,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.21,214.29,214.29,214.29,214.29,214.29,214.29,214.29,214.29,214.29,208.57,214.29,214.29,213.81,214.29,214.29,222.86,228.57,237.14,237.14,237.14,237.14,237.14,237.14,237.14,237.14,231.43,237.14,240.00,240.00,244.29,248.57,248.57,248.57,248.57,248.57,248.57,248.57,248.57,245.83,248.57,251.43,251.43,251.43,251.43,251.43,251.43,251.43,251.43,251.43,252.86,252.86,251.43,252.86,252.86,254.29,255.71,255.71,258.57,261.43,261.43,261.43,261.43,261.43,265.71,258.57,267.86,267.86,272.14,275.71,275.71,275.71,272.86,278.57,278.57,280.00,280.00,280.00,275.42
....Batanes,"FRESH BEEF, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"FRESH CARABEEF, MEAT WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"FRESH CARABEEF, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"FRESH PORK, KASIM, 1 KG",187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,189.61,201.92,208.08,211.77,192.38,211.77,211.77,211.77,211.77,214.23,211.77,211.77,211.77,211.77,211.77,211.77,211.77,211.98,211.07,211.07,211.07,211.07,211.07,211.07,211.07,211.07,211.07,205.44,211.07,211.07,210.60,211.07,211.07,219.51,225.13,233.57,233.57,233.57,233.57,233.57,235.00,236.43,238.57,228.72,238.57,240.71,247.86,270.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,269.76,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,278.57,277.14,277.14,277.14,279.17,280.00,280.00,282.86,294.29,300.00,304.29,324.29,342.86,350.00,347.14,360.00,361.43,318.93,365.71,370.00,377.14,380.00,380.00,380.00,382.86,382.86,387.14,381.43,378.57,382.86,379.05
....Batanes,"FRESH PORK, LIEMPO, 1 KG",189.45,189.45,189.45,189.45,189.45,189.45,195.19,195.19,198.05,198.05,198.05,203.79,193.75,203.79,203.79,203.79,203.79,208.09,206.65,206.65,206.65,206.65,206.65,206.65,206.65,205.82,206.96,206.96,206.96,206.96,206.96,206.96,206.96,205.74,204.53,209.37,209.37,209.37,207.26,209.37,209.37,217.84,225.10,233.57,233.57,233.57,233.57,233.57,235.00,236.43,238.57,228.29,238.57,240.71,247.86,270.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,269.76,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,278.57,277.14,277.14,277.14,279.17,280.00,280.00,282.86,294.29,300.00,304.29,324.29,342.86,350.00,347.14,360.00,361.43,318.93,365.71,370.00,377.14,380.00,380.00,380.00,382.86,382.86,387.14,381.43,378.57,382.86,379.05
....Batanes,"FRESH PORK, MEAT WITH BONES, 1 KG",217.50,217.50,217.50,217.50,217.50,217.50,222.50,222.50,223.75,223.75,225.00,225.00,220.63,225.00,227.50,230.00,230.00,231.88,230.00,230.00,222.50,222.50,222.50,212.50,212.50,224.74,204.29,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,222.86,202.26,225.71,228.57,228.57,230.71,233.57,233.57,233.57,233.57,233.57,235.00,236.43,238.57,232.62,238.57,240.71,247.86,270.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,269.76,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,278.57,277.14,277.14,277.14,279.17,280.00,280.00,282.86,294.29,300.00,304.29,324.29,342.86,350.00,347.14,360.00,361.43,318.93,365.71,370.00,377.14,380.00,380.00,380.00,382.86,382.86,387.14,381.43,378.57,382.86,379.05
....Batanes,"FRESH PORK, PATA, FORE (FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"FRESH PORK, PORK CHOP, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"FRESH PORK, SPARE RIBS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"EDIBLE OFFAL, LIVER, PORK, 1 KG",138.57,138.57,138.57,138.57,138.57,138.57,138.57,138.57,138.57,138.57,138.57,138.57,138.57,138.57,142.86,142.86,142.86,143.75,143.75,143.75,143.75,143.75,143.75,143.75,143.75,143.10,150.00,150.00,150.00,150.00,150.00,148.57,138.57,127.14,127.14,130.00,134.29,142.86,141.55,142.86,142.86,141.43,141.43,144.29,144.29,144.29,144.29,144.29,144.29,148.57,152.86,144.65,155.71,158.57,161.43,164.29,168.57,165.71,165.71,165.71,168.57,168.57,168.57,168.57,165.00,171.43,171.43,178.57,178.57,178.57,178.57,178.57,178.57,175.71,172.86,172.86,172.86,175.71,172.86,175.71,178.57,187.14,192.86,192.86,195.71,215.71,221.43,218.57,218.57,218.57,199.05,222.86,227.14,237.14,237.14,237.14,237.14,237.14,252.86,252.86,252.86,252.86,252.86,241.67
....Batanes,"EDIBLE OFFAL, TRIPE (TUWALYA), BEEF, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cagayan,"FRESH BEEF, BRISKET WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cagayan,"FRESH BEEF, MEAT WITH BONES, 1 KG",183.64,181.25,187.23,187.23,186.63,174.67,172.28,174.67,174.67,174.67,174.67,174.67,178.86,174.67,175.87,175.87,172.28,172.28,172.28,172.28,172.28,172.28,172.28,172.28,172.28,173.08,178.26,187.83,189.03,189.03,192.62,187.83,189.03,189.03,189.03,192.62,206.38,221.33,192.67,229.70,242.86,245.25,245.25,260.80,273.96,278.75,283.75,283.75,281.25,281.25,285.00,265.96,288.75,291.25,292.50,291.25,293.75,295.00,298.75,302.50,292.50,290.00,287.50,285.00,292.40,275.00,275.00,275.00,282.50,278.75,276.25,283.75,288.75,282.50,279.38,283.13,285.00,280.42,275.00,280.00,281.88,285.00,286.88,285.00,286.25,285.00,280.00,291.25,297.50,298.75,286.04,293.75,297.50,306.25,303.75,305.00,323.75,326.25,332.50,333.75,327.50,327.50,333.13,317.55
....Cagayan,"FRESH BEEF, PURE MEAT, 1 KG",255.00,252.50,255.00,255.00,253.75,253.75,255.00,255.00,253.75,255.00,250.00,250.00,253.65,251.25,251.25,251.25,242.50,242.50,242.50,242.50,243.75,243.75,241.25,241.25,241.25,244.58,243.75,248.75,248.75,241.67,255.00,253.75,253.75,253.75,253.75,253.75,268.75,282.50,254.83,288.75,295.00,288.75,290.00,311.25,326.25,335.00,335.00,327.50,331.25,326.25,333.75,315.73,337.50,340.00,341.25,343.75,341.25,340.00,346.25,347.50,343.75,340.00,340.00,340.00,341.77,335.00,335.00,331.25,338.75,337.50,333.75,335.00,342.50,340.00,337.50,340.00,339.38,337.14,327.50,330.63,323.75,336.88,343.75,342.50,343.75,346.25,345.00,360.00,361.25,362.50,343.65,366.25,366.25,391.25,386.25,388.75,396.25,398.75,416.25,417.50,417.50,418.75,424.38,399.01
....Cagayan,"FRESH CARABEEF, MEAT WITH BONES, 1 KG",159.35,158.15,158.15,153.36,153.36,153.36,152.16,158.15,158.15,158.15,158.15,158.15,156.55,159.35,160.55,160.55,167.74,167.74,167.74,167.74,167.74,167.74,167.74,167.74,167.74,165.84,170.14,173.73,174.93,185.31,200.09,197.69,200.09,200.09,200.09,206.08,216.86,227.64,196.06,228.84,236.03,243.22,249.21,258.80,265.99,260.00,266.25,267.50,265.00,262.50,265.00,255.70,266.25,266.25,265.00,265.00,266.88,267.50,268.75,272.50,267.50,263.75,261.25,263.75,266.20,257.50,260.00,260.00,258.75,257.50,256.25,256.25,261.25,255.00,255.00,256.25,255.00,257.40,250.00,256.88,258.75,259.38,260.00,257.50,258.75,260.00,260.00,256.25,245.00,250.00,256.04,263.75,263.75,271.25,283.75,284.38,307.50,307.50,315.00,311.25,307.50,305.00,310.63,294.27
....Cagayan,"FRESH CARABEEF, PURE MEAT, 1 KG",217.50,215.00,216.25,217.50,217.50,217.50,218.75,221.25,220.00,220.00,220.00,220.00,218.44,220.00,220.00,217.50,226.25,226.25,226.25,226.25,226.25,232.50,232.50,232.50,232.50,226.56,235.00,237.50,237.50,237.50,241.25,242.50,242.50,243.75,247.50,250.00,256.25,272.50,245.31,276.25,286.25,286.25,280.00,303.75,313.75,313.75,313.75,311.25,310.00,310.00,310.00,301.25,313.75,313.75,333.75,331.25,335.00,333.75,337.50,340.00,326.25,326.25,326.25,326.25,328.65,325.00,327.50,323.75,325.00,326.25,322.50,322.50,325.00,325.00,325.00,329.38,330.00,325.57,315.00,311.88,316.25,316.88,320.00,321.25,322.50,326.25,323.75,326.25,321.25,325.63,320.57,331.88,329.38,338.75,351.25,353.75,360.00,363.75,375.00,366.25,376.25,375.00,378.13,358.28
....Cagayan,"FRESH PORK, KASIM, 1 KG",210.00,207.26,214.10,214.10,213.41,199.73,196.99,199.73,199.73,199.73,199.73,199.73,204.52,199.73,201.10,201.10,197.00,197.00,197.00,197.00,197.00,197.00,197.00,197.00,197.00,197.91,203.84,214.78,216.15,216.15,220.25,214.78,216.15,216.15,216.15,220.25,235.99,253.08,220.31,262.66,277.71,280.45,280.45,298.23,313.28,318.75,311.25,303.75,291.25,287.50,306.25,294.29,295.71,292.86,298.57,322.86,328.57,328.57,324.29,317.14,301.43,298.57,294.29,294.29,308.10,292.86,293.57,290.00,298.57,301.43,294.29,285.71,292.86,288.57,295.71,276.00,273.57,290.26,267.14,266.43,277.14,278.75,283.13,285.00,293.75,288.75,288.75,278.75,280.00,285.00,281.05,307.50,323.75,332.50,346.25,346.25,360.00,343.75,346.25,351.25,336.25,331.25,335.00,338.33
....Cagayan,"FRESH PORK, LIEMPO, 1 KG",242.39,240.01,242.39,242.39,241.20,241.20,242.39,242.39,241.20,242.39,237.64,237.64,241.10,238.83,238.83,238.83,230.51,230.51,230.51,230.51,231.70,231.70,229.32,229.32,229.32,232.49,231.70,236.45,236.45,229.72,242.39,241.20,241.20,241.20,241.20,241.20,255.46,268.53,242.23,274.47,280.41,274.47,275.66,295.86,310.12,318.44,319.86,309.95,297.21,298.63,305.71,296.73,304.29,305.71,314.29,342.86,347.14,347.14,344.29,338.57,324.29,315.71,312.86,311.43,325.72,307.14,305.71,304.29,314.29,315.71,307.14,295.71,300.00,300.00,305.71,285.71,277.86,301.61,272.86,273.57,285.71,288.75,293.13,293.75,305.00,300.00,305.00,292.50,293.75,298.75,291.90,318.13,329.38,333.75,350.00,343.75,365.00,350.00,351.25,351.25,336.25,328.75,341.25,341.56
....Cagayan,"FRESH PORK, MEAT WITH BONES, 1 KG",173.48,173.48,175.30,176.52,176.52,182.61,168.81,174.09,174.09,175.31,171.66,171.66,174.46,171.66,171.66,169.23,169.23,169.23,169.23,171.66,169.23,168.01,166.19,165.58,165.58,168.87,171.67,171.67,171.07,171.07,171.07,169.85,182.63,180.19,180.19,182.62,197.23,217.93,180.60,220.36,241.06,242.28,253.24,270.29,273.94,281.25,282.50,273.75,262.50,263.75,270.00,261.24,268.75,268.75,282.50,282.50,297.50,301.25,298.75,295.00,282.50,272.50,275.00,265.00,282.50,256.25,261.88,257.50,263.75,267.50,271.25,266.25,266.25,260.00,262.50,247.50,248.75,260.78,242.50,243.75,252.50,261.25,263.75,265.63,274.38,270.63,269.38,262.50,261.25,265.00,261.04,280.63,299.38,307.50,317.50,317.50,332.50,320.63,321.88,320.63,307.50,306.25,300.00,310.99
....Cagayan,"FRESH PORK, PATA, FORE (FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cagayan,"FRESH PORK, PORK CHOP, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cagayan,"FRESH PORK, SPARE RIBS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cagayan,"EDIBLE OFFAL, LIVER, PORK, 1 KG",199.95,197.43,197.43,197.43,197.43,197.43,196.67,197.93,197.93,197.93,197.93,197.93,197.79,197.93,197.93,197.93,194.15,194.15,194.15,194.15,191.63,191.63,191.63,191.63,191.63,194.05,194.15,196.67,196.67,201.71,200.45,195.41,195.41,195.41,189.11,196.67,214.32,228.19,200.35,231.97,259.70,254.66,254.16,278.62,282.40,293.75,297.50,291.25,275.00,275.00,285.00,273.25,258.50,264.75,274.75,281.00,302.25,307.50,306.25,298.75,288.75,298.75,295.00,288.75,288.75,302.50,298.75,287.50,283.75,278.75,282.50,277.50,257.50,273.13,282.50,271.25,270.63,280.52,267.50,266.88,249.38,279.38,285.00,288.75,297.50,303.75,288.75,286.25,286.25,288.75,282.35,300.00,316.25,330.00,338.75,328.75,345.00,333.75,337.50,340.00,326.25,325.00,323.75,328.75
....Cagayan,"EDIBLE OFFAL, TRIPE (TUWALYA), BEEF, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Isabela,"FRESH BEEF, BRISKET WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Isabela,"FRESH BEEF, MEAT WITH BONES, 1 KG",225.13,225.13,225.13,225.13,229.35,226.54,234.98,232.17,232.17,232.17,232.17,232.17,229.35,232.17,232.17,232.17,232.17,240.61,240.61,240.61,240.61,240.61,240.61,260.31,260.31,241.08,260.31,263.12,268.75,264.53,265.94,270.16,284.23,289.86,298.30,306.74,315.18,315.18,283.53,327.84,340.50,341.91,333.47,339.10,337.69,340.50,332.75,313.75,313.75,305.00,302.50,327.40,313.75,316.25,313.75,318.75,318.75,318.75,323.75,316.25,321.25,319.38,318.75,318.75,318.18,318.75,318.75,313.75,318.75,318.75,320.00,320.00,320.00,320.00,323.75,323.75,321.25,319.79,321.25,321.25,323.75,333.75,333.75,338.75,338.75,338.75,338.75,340.00,340.00,343.75,334.38,346.25,352.50,355.00,356.25,365.00,367.50,367.50,367.50,368.13,370.00,370.00,361.25,362.24
....Isabela,"FRESH BEEF, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
