Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
..REGION I (ILOCOS REGION),"FRESH FISH, LAGAO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, TILAPIA, MEDIUM, 1 KG",114.08,111.02,111.79,112.87,113.84,116.27,112.28,112.57,112.28,114.11,119.09,111.92,113.51,110.72,114.72,115.33,112.23,114.57,113.38,115.64,113.79,115.01,116.71,119.53,124.30,115.49,123.05,122.74,130.79,132.71,132.67,128.00,120.94,123.39,123.73,123.71,126.16,129.27,126.43,130.21,130.18,129.24,128.61,130.16,130.17,127.08,130.00,126.25,123.75,123.44,123.13,127.69,122.19,120.31,116.88,119.38,119.69,124.06,127.19,128.13,127.19,126.25,129.69,127.81,124.06,134.53,133.75,137.19,139.38,143.60,143.44,140.00,141.56,145.31,142.97,142.19,138.44,140.20,139.66,140.16,138.91,136.88,141.41,142.81,143.44,146.25,141.10,143.60,148.75,148.13,142.59,157.50,155.00,154.53,156.25,155.00,152.81,154.38,155.94,153.91,154.22,155.00,153.75,154.86
..REGION I (ILOCOS REGION),"FRESH FISH, ALOY/TULINGAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, BARILIS, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, BARILISION, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, OCEANIC BONITO, TULINGANG PUTI, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, SKIPJACK (GULYASAN), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, TULINGAN (FRIGATE TUNA), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, TUNA, YELLOW-FIN (TAMBAKOL), MEDIUM, 1 KG",158.75,161.88,167.50,173.75,166.88,166.88,167.50,167.50,178.75,175.63,180.63,166.88,169.38,175.00,178.75,188.75,180.00,184.38,170.00,176.57,198.75,200.00,202.50,209.38,223.75,190.65,236.25,256.25,243.13,253.34,250.63,245.63,239.38,226.25,213.75,223.13,225.00,225.00,236.48,246.25,240.00,245.00,236.25,231.25,235.00,240.00,221.25,200.00,203.13,209.38,257.50,230.42,249.38,264.38,268.75,257.50,247.50,241.25,248.13,243.75,210.32,234.69,224.69,242.19,244.38,278.44,273.44,300.63,286.25,276.88,269.38,270.63,274.38,265.63,255.00,250.00,238.75,269.95,286.25,253.75,254.38,261.88,255.63,253.75,255.00,231.25,225.63,230.63,236.88,245.00,249.17,258.75,250.63,250.63,244.38,243.75,239.38,236.88,243.13,240.63,248.75,254.38,258.13,247.45
..REGION I (ILOCOS REGION),"FRESH FISH, BIG-EYED SCAD, MATAMBAKA, MEDIUM, 1 KG",151.25,168.75,167.50,181.25,152.50,147.50,146.25,140.00,172.50,155.00,163.75,160.00,158.85,152.50,156.25,173.75,160.00,151.25,155.00,162.50,162.50,177.50,172.50,175.00,178.75,164.79,202.50,210.00,222.50,214.17,195.00,207.50,206.25,206.25,195.00,203.75,218.75,240.00,210.14,242.50,220.00,221.25,212.50,183.75,198.75,171.25,208.75,191.25,188.75,205.00,207.50,204.27,222.50,227.50,225.00,231.25,223.75,201.25,220.00,180.00,190.00,205.00,207.50,207.50,211.77,231.25,248.75,257.50,257.50,202.50,202.50,198.75,198.75,205.00,222.50,237.50,226.25,224.06,230.00,240.00,226.25,232.50,247.50,247.50,192.50,241.25,257.50,243.75,261.25,240.00,238.33,262.50,266.25,278.75,261.25,241.25,248.75,222.50,245.00,240.00,227.50,231.25,227.50,246.04
..REGION I (ILOCOS REGION),"FRESH FISH, BUDBURON, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, BUDBURON, SMALL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, BURAW/BORAO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, BUROT, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, BUSLOGAN, 1 KG",156.25,163.75,167.50,183.75,166.25,166.25,162.50,160.00,177.50,167.50,202.50,165.00,169.90,165.00,167.50,193.75,176.25,190.00,182.50,217.50,207.50,188.75,187.50,207.50,207.50,190.94,215.00,235.00,255.00,247.50,252.50,235.00,207.50,190.00,187.50,186.25,192.50,190.00,216.15,245.00,231.25,217.50,212.50,215.00,226.25,241.25,190.00,195.00,173.75,207.50,212.50,213.96,242.50,236.25,237.50,245.00,233.75,202.50,235.00,212.50,198.75,205.00,192.50,207.50,220.73,242.50,237.50,255.00,280.00,250.00,262.50,232.50,267.50,247.50,201.25,200.00,200.00,239.69,255.00,230.00,217.50,212.50,220.00,223.75,181.25,170.00,177.50,196.25,200.00,182.50,205.52,215.00,217.50,227.50,237.50,238.75,231.25,171.25,191.25,198.75,196.25,198.75,203.75,210.63
..REGION I (ILOCOS REGION),"FRESH FISH, DILIS (ANCHOVIES), 1 KG",110.13,99.56,100.40,100.40,102.90,108.57,114.53,118.07,119.33,116.47,119.33,119.86,110.80,121.12,120.49,117.98,121.12,119.24,117.37,118.32,118.63,118.95,118.95,119.89,118.96,119.25,120.54,122.42,123.35,125.97,124.92,124.92,124.92,126.83,126.21,126.83,126.21,126.21,124.94,124.64,124.64,126.20,128.08,124.93,124.31,131.88,132.50,138.54,131.25,131.88,135.00,129.49,126.88,133.13,137.50,127.82,126.57,128.44,139.38,143.75,141.88,140.63,167.50,173.13,140.55,191.25,187.50,180.00,163.75,157.50,155.63,167.50,172.50,171.88,166.25,160.00,158.75,169.38,164.38,170.94,171.88,176.88,173.13,186.88,186.25,189.38,178.13,182.50,190.00,188.75,179.93,182.50,176.88,173.75,168.75,165.63,176.88,179.38,179.38,181.88,188.75,186.88,186.88,178.96
..REGION I (ILOCOS REGION),"FRESH FISH, FLYING FISH (BANGSI), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, FLYING FISH (BARUNGOY), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, MACKEREL, ANDUHAU, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, MACKEREL, HASA-HASA, MEDIUM, 1 KG",158.75,171.25,178.75,190.00,176.25,168.75,171.25,168.75,180.00,172.50,186.25,182.50,175.42,180.00,182.50,196.25,185.00,175.63,183.75,182.50,188.75,191.25,191.25,215.00,227.50,191.62,223.75,237.50,265.00,260.00,266.25,253.75,245.00,240.00,232.50,227.50,222.50,235.00,242.40,257.50,246.25,240.00,236.00,235.00,235.00,235.00,235.00,235.00,235.00,235.00,235.00,238.31,243.33,245.00,246.67,246.67,246.67,246.67,246.67,246.67,230.00,213.33,213.33,213.33,236.53,213.33,220.00,225.00,225.00,225.00,225.00,225.00,225.00,238.00,257.50,257.50,257.50,232.82,257.50,257.50,257.50,252.50,252.50,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.21,267.50,267.50,265.00,265.00,265.00,265.00,265.00,265.00,265.00,265.00,265.00,275.00,266.25
..REGION I (ILOCOS REGION),"FRESH FISH, MACKEREL, MANGKO, MEDIUM, 1 KG",319.20,320.20,295.45,293.57,291.07,287.50,272.00,245.32,198.94,203.32,176.19,159.69,255.20,161.69,164.19,163.69,160.19,162.19,180.19,194.69,187.19,201.36,197.88,198.13,192.13,180.29,203.96,211.88,210.21,222.29,212.71,201.88,195.21,194.38,191.04,197.71,206.04,207.38,204.56,185.88,187.88,190.88,194.00,194.50,194.25,189.25,191.25,191.25,195.42,200.42,200.42,192.95,197.92,200.42,201.46,200.21,198.13,197.71,201.46,220.63,206.88,201.25,204.59,195.84,202.21,235.27,233.40,225.72,226.43,225.00,218.04,205.72,207.15,225.25,217.86,216.61,215.98,221.04,215.36,222.23,224.42,229.11,224.20,227.86,225.36,220.98,223.31,223.31,237.68,241.43,226.27,248.93,248.93,262.68,272.15,257.59,261.34,261.34,261.34,261.34,261.34,255.09,262.23,259.53
..REGION I (ILOCOS REGION),"FRESH FISH, MACKEREL, TANIGUE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",145.44,143.33,143.85,143.53,143.04,144.48,144.50,146.38,153.47,156.32,160.66,164.65,149.14,165.82,170.17,169.54,170.13,168.45,161.60,155.02,157.10,157.75,158.71,164.79,175.05,164.51,173.45,170.09,170.28,172.30,170.79,168.57,168.03,168.05,167.07,166.74,166.25,167.05,169.06,172.67,179.17,179.08,176.91,177.27,169.89,167.08,171.25,168.75,166.56,167.66,168.13,172.04,175.31,180.63,176.56,175.31,175.94,177.50,182.19,179.85,179.38,180.94,183.13,186.25,179.42,198.75,196.47,196.88,205.94,193.44,190.94,190.00,197.19,198.44,201.25,204.38,203.13,198.07,205.00,202.81,197.19,191.56,189.06,188.13,191.25,195.00,190.63,193.75,199.38,198.75,195.21,203.44,203.75,206.25,206.25,209.25,208.38,209.00,227.19,238.91,234.13,236.06,241.06,218.64
..REGION I (ILOCOS REGION),"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",158.75,152.50,150.00,155.00,161.25,176.25,181.25,190.00,190.00,190.00,190.00,190.00,173.75,191.67,203.33,220.00,235.00,236.25,237.50,237.50,230.00,248.75,252.50,252.50,255.63,233.39,256.88,256.88,249.38,259.17,263.13,251.25,251.25,253.13,255.63,253.13,253.13,271.88,256.24,281.88,273.75,280.00,280.00,278.13,278.13,278.13,285.63,285.63,285.63,285.63,283.13,281.31,283.13,285.63,286.25,286.25,291.25,293.75,297.50,297.50,297.50,297.50,297.50,297.50,292.61,297.50,297.50,301.25,303.75,292.50,303.13,308.75,313.75,313.75,315.00,315.00,316.25,306.51,321.25,321.25,323.13,325.00,326.25,328.75,330.00,303.75,301.25,301.25,251.25,251.25,307.03,247.50,251.25,253.75,253.75,251.25,251.25,251.25,251.25,251.25,252.50,252.50,253.75,251.77
..REGION I (ILOCOS REGION),"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",125.20,126.06,124.71,127.89,129.38,129.11,126.51,130.02,131.15,139.59,136.03,135.88,130.13,138.75,142.55,139.09,141.17,138.29,133.58,134.60,134.74,136.04,137.34,138.90,154.13,139.10,179.71,191.58,179.72,177.31,170.10,158.64,165.15,167.02,163.31,169.32,183.23,186.01,174.26,187.61,184.78,196.96,191.64,188.78,185.74,184.69,194.55,199.27,198.75,201.15,196.36,192.52,202.81,198.75,200.94,203.13,193.91,180.63,192.50,189.69,192.19,197.81,204.06,202.81,196.60,213.44,207.50,222.81,214.38,197.19,197.19,200.94,220.00,216.88,215.94,220.94,216.56,211.98,218.75,221.88,224.69,208.13,196.25,197.81,203.75,206.25,211.56,223.13,227.50,226.88,213.88,233.75,255.31,260.63,229.69,220.63,221.56,223.75,261.56,266.88,269.38,277.19,282.19,250.21
..REGION I (ILOCOS REGION),"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, SHORT MACKEREL (HASA HASA/KABAYAS/KABALYAS), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, SINAGID (DANGIT), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, TAMARONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, TULOY, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, CAESIO, DALAGANG-BUKID, MEDIUM, 1 KG",221.87,223.43,218.74,229.68,224.99,224.99,192.18,207.80,199.99,203.11,201.55,206.24,212.88,204.68,201.56,204.69,206.25,193.75,193.75,198.44,198.44,201.56,196.87,210.93,221.87,202.73,220.31,225.00,229.69,247.92,214.07,232.82,221.88,223.44,226.56,242.19,256.25,245.31,232.12,256.25,262.50,265.63,273.44,262.50,268.75,250.00,250.00,257.50,232.50,252.50,255.00,257.21,311.67,308.33,310.00,303.33,311.67,300.00,305.00,293.33,288.33,303.75,300.00,295.00,302.53,318.75,318.75,322.50,316.25,322.50,324.38,341.25,337.50,337.50,346.25,322.50,318.75,327.24,337.50,332.50,313.75,306.25,307.50,312.50,307.50,315.00,331.25,357.50,325.00,361.25,325.63,378.75,396.25,382.50,358.75,363.75,352.50,355.00,366.25,338.75,333.75,338.75,366.25,360.94
..REGION I (ILOCOS REGION),"FRESH FISH, GROUPER, LAPU-LAPU, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, PARROT FISH (MULMOL), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, PIRIT, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, SLIPMOUTH, SAPSAP, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FISH, SNAPPER, MAYA-MAYA, MEDIUM, 1 KG",91.10,91.10,92.17,88.95,92.16,92.16,94.30,97.51,100.72,93.22,97.51,96.44,93.95,96.44,98.58,98.58,97.51,98.58,96.44,94.30,96.44,97.51,96.44,97.51,99.65,97.33,98.58,100.72,103.93,105.71,99.64,99.64,103.93,102.86,105.00,107.14,107.14,120.00,104.52,116.79,131.79,130.72,132.86,132.86,135.00,135.00,132.50,130.00,132.50,130.00,137.50,131.46,147.50,147.50,150.00,210.00,207.50,197.50,202.50,187.50,187.50,115.00,120.00,127.50,166.67,180.00,197.50,227.50,250.00,282.50,247.50,240.00,258.33,266.67,281.67,258.33,257.50,245.63,261.67,263.33,266.67,270.00,266.67,263.33,261.67,260.00,288.57,312.50,307.50,310.00,277.66,328.75,316.25,307.50,307.50,292.50,290.00,287.50,311.25,302.38,301.25,301.25,307.50,304.47
..REGION I (ILOCOS REGION),"FRESH FISH, TALAKITOK (MAMSA), MEDIUM, 1 KG",314.81,242.96,242.96,242.96,242.96,321.46,347.63,347.63,356.35,356.35,356.35,357.60,310.84,355.11,356.36,328.95,347.64,350.13,355.11,355.11,355.11,355.11,355.11,355.11,361.34,352.52,366.32,366.32,398.72,387.09,376.29,375.04,371.30,385.01,385.01,385.01,386.26,386.26,380.72,390.00,385.02,392.50,386.27,393.75,386.27,391.25,387.50,382.50,382.50,382.50,377.50,386.46,395.00,382.50,365.00,371.25,371.25,371.25,371.25,325.00,301.25,301.25,353.75,354.38,355.26,370.00,370.00,407.50,432.50,445.00,426.25,370.00,378.75,401.25,382.50,371.25,376.25,394.27,373.75,388.75,390.63,388.13,398.13,398.13,391.88,398.75,398.75,401.25,423.75,420.00,397.66,467.50,436.25,436.25,430.00,417.50,417.50,423.75,423.75,415.00,398.75,411.25,411.25,424.06
..REGION I (ILOCOS REGION),"FRESH SHRIMP, ACETES, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH SHRIMP, PASAYAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH SHRIMP, PUTI, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH SHRIMP, SUAJE (DARK GREEN), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
