Geolocation,Commodity Group,Weights
….Bulacan,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.125222
….Bulacan,……Meat (ND),0.222026
….Bulacan,……Fish  and Seafood (ND),0.190541
….Bulacan,"……Milk, cheese and eggs (ND)",0.134343
….Bulacan,……Oils and fats (ND),0.031685
….Bulacan,……Fruit (ND),0.046073
….Bulacan,……Vegetables (ND),0.084040
….Bulacan,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.036441
….Bulacan,……Food products n.e.c. (ND),0.045189
….Bulacan,….Non-Alcoholic Beverages,0.109375
….Bulacan,"……Coffee, tea and cocoa (ND)",0.049045
….Bulacan,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.060330
….Bulacan,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.069458
….Bulacan,….Alcoholic Beverages,0.021122
….Bulacan,……Spirits (ND),0.015076
….Bulacan,……Wine (ND),0.000053
….Bulacan,……Beer (ND),0.005993
….Bulacan,….Tobacco,0.048336
….Bulacan,……Tobacco (ND),0.048336
….Bulacan,….Other Vegetable-Based Tobacco Products,..
….Bulacan,……Other vegetable-based tobacco products,..
….Bulacan,NON-FOOD,2.596167
….Bulacan,..CLOTHING AND FOOTWEAR,0.107613
….Bulacan,….Clothing,0.073409
….Bulacan,……Clothing materials (SD),0.000053
….Bulacan,……Garments (SD),0.071763
….Bulacan,……Other articles of clothing and clothing accessories (SD),0.000692
….Bulacan,"……Cleaning, repair and hire of clothing (S)",0.000901
….Bulacan,….Footwear,0.034204
….Bulacan,……Shoes and other footwear (SD),0.034143
….Bulacan,……Repair and hire of footwear (S),0.000061
….Bulacan,"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",1.171665
….Bulacan,….Actual Rentals For Housing,0.735309
….Bulacan,……Actual rentals paid by tenants (S),0.735309
….Bulacan,….Maintenance And Repair Of The Dwelling,0.023286
….Bulacan,……Materials for the maintenance and repair of the dwelling (ND),0.019242
….Bulacan,……Services for the maintenance and repair of the dwelling (S),0.004044
….Bulacan,….Water Supply And Miscellaneous Services Relating To The Dwelling,0.051946
….Bulacan,……Water supply (ND),0.051946
….Bulacan,"….Electricity, Gas And Other Fuels",0.361125
….Bulacan,……Electricity (ND),0.271598
….Bulacan,……Gas (ND),0.050882
….Bulacan,……Liquid fuels (ND),0.001491
….Bulacan,……Solid fuels (ND),0.037154
….Bulacan,"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.108736
….Bulacan,"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.005886
….Bulacan,……Furniture and furnishings (D),0.005744
….Bulacan,……Carpets and other floor coverings (D),0.000143
….Bulacan,….Household Textiles,0.002161
….Bulacan,……Household textiles (SD),0.002161
….Bulacan,….Household Appliances,0.014577
….Bulacan,……Major household appliances whether electric or not (D),0.011747
….Bulacan,……Small electric household appliances (SD),0.002811
….Bulacan,……Repair of household appliances (S),0.000020
….Bulacan,"….Glassware, Tableware And Household Utensils",0.000587
….Bulacan,"……Glassware, tableware and household utensils (SD)",0.000587
….Bulacan,….Tools And Equipment For House And Garden,0.000037
….Bulacan,……Major tools and equipment (D),0.000019
….Bulacan,……Small tools and miscellaneous accessories (SD),0.000019
….Bulacan,….Goods And Services For Routine Household Maintenance,0.085487
….Bulacan,……Non-durable household goods (ND),0.056134
….Bulacan,……Domestic services and household services (S),0.029353
….Bulacan,..HEALTH,0.175388
….Bulacan,"….Medical Products, Appliances And Equipment",0.085767
….Bulacan,……Pharmaceutical Products (ND),0.084126
….Bulacan,……Other medical products (ND),0.000714
….Bulacan,……Therapeutic appliances and equipment (D),0.000926
….Bulacan,….Outpatient Services,0.028419
….Bulacan,……Medical services,0.023481
….Bulacan,……Dental services (S),0.002645
….Bulacan,……Paramedical services (S),0.002294
….Bulacan,….Hospital Services,0.061202
….Bulacan,……Hospital services (In-Patient Services),0.061202
….Bulacan,..TRANSPORT,0.324861
….Bulacan,….Purchase Of Vehicles,..
….Bulacan,……Motorcycle,..
….Bulacan,……Bicycle and tricycle,..
….Bulacan,….Operation Of Personal Transport Equipment,0.110774
….Bulacan,……Spare parts and accessories for personal transport equipment (SD),0.008795
….Bulacan,……Fuel and lubricants for personal transport equipment (ND),0.093600
….Bulacan,……Maintenance and repair of personal transport equipment (S),0.008378
….Bulacan,……Other services with respect of personal transport equipment (S),..
….Bulacan,….Transport Services,0.214087
….Bulacan,……Passenger transport by railway,..
….Bulacan,……Passenger transport by road,0.201355
….Bulacan,……Passenger transport by air,0.011955
….Bulacan,……Passenger transport by sea and inland waterway,0.000776
….Bulacan,..COMMUNICATION,0.114077
….Bulacan,….Postal Services,0.000159
….Bulacan,……Postal services (S),0.000159
….Bulacan,….Telephone And Telefax Equipment,0.010961
….Bulacan,……Telephone and telefax equipment (S),0.010961
….Bulacan,….Telephone And Telefax Services,0.102958
….Bulacan,……Telephone and telefax services (S),0.102958
….Bulacan,..RECREATION AND CULTURE,0.043683
….Bulacan,….Audio-Visual Photography And Information Processing Equipment,0.022112
….Bulacan,"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.009288
….Bulacan,……Photographic and cinematographic equipment and optical instruments (D),0.000391
….Bulacan,……Information processing equipment (D),0.012405
….Bulacan,……Recording media (SD),0.000028
….Bulacan,"……Repair of audio-visual, photographic and information processing equipment (S)",0.000000
….Bulacan,….Other Major Durables For Recreation And Culture,0.000149
….Bulacan,……Musical instruments and major durables for indoor recreation (D),0.000149
….Bulacan,"….Other Recreational Items And Equipment, Gardens And Pets",0.002391
….Bulacan,"……Games, toys and hobbies (SD)",0.001272
….Bulacan,"……Equipment for sport, camping and open-air recreation (SD)",..
….Bulacan,"……Gardens, plants and flowers (ND)",0.000454
….Bulacan,……Pets and related products (ND),0.000666
….Bulacan,….Recreational And Cultural Services,0.004259
….Bulacan,……Recreational and sporting services (S),0.000048
….Bulacan,……Cultural services (S),0.000749
….Bulacan,……Games of chance (S),0.003463
….Bulacan,….Newspapers. Books And Stationery,0.014772
….Bulacan,……Books (SD),0.007721
….Bulacan,……Newspapers and periodicals (ND),0.000492
….Bulacan,……Miscellaneous printed matter (ND),0.000166
….Bulacan,……Stationery and drawing materials (ND),0.006393
….Bulacan,.. EDUCATION,0.083001
….Bulacan,….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.014611
….Bulacan,……Pre-primary education services (S),0.003767
….Bulacan,……Primary education services (S),0.010845
….Bulacan,….Secondary (High School) Education,0.016913
….Bulacan,……Secondary education services (S),0.016913
….Bulacan,….Post-Secondary Non-Tertiary (Technical-Vocational) Education,0.003359
….Bulacan,……Post-secondary non-tertiary education services (S),0.003359
….Bulacan,….Tertiary (Baccalaureate And Post-Graduate) Education,0.047567
….Bulacan,……First stage of tertiary education services (S),0.036180
….Bulacan,……Second stage of tertiary education services (S),0.011388
….Bulacan,….Education Not Definable By Level,0.000551
….Bulacan,……Education services not definable by level (S),0.000551
….Bulacan,..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.467143
….Bulacan,….Catering Services,0.312292
….Bulacan,"……Restaurants, cafes and the like (S)",0.312292
….Bulacan,….Personal Care,0.125533
….Bulacan,……Hairdressing salons and personal grooming establishments (S),0.009980
….Bulacan,……Electric appliances for personal care (SD),..
….Bulacan,"……Other appliances, articles and products for personal care (ND)",0.115553
….Bulacan,"….Personal Effects, N.E.C.",0.019296
….Bulacan,"……Jewellery, clocks and watches (D)",0.001468
….Bulacan,……Other personal effects (SD),0.017828
….Bulacan,"….Other Services, N.E.C.",0.010022
….Bulacan,"……Other services, n.e.c.",0.010022
….Nueva Ecija,ALL ITEMS,1.867433
….Nueva Ecija,..FOOD AND NON-ALCOHOLIC BEVERAGES,0.826897
….Nueva Ecija,….Food,0.774591
….Nueva Ecija,……Bread and cereals (ND),0.276699
….Nueva Ecija,……..Rice,0.198383
….Nueva Ecija,……..Corn,0.003676
….Nueva Ecija,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.074640
….Nueva Ecija,……Meat (ND),0.178897
….Nueva Ecija,……Fish  and Seafood (ND),0.118588
….Nueva Ecija,"……Milk, cheese and eggs (ND)",0.059510
….Nueva Ecija,……Oils and fats (ND),0.013820
….Nueva Ecija,……Fruit (ND),0.030688
….Nueva Ecija,……Vegetables (ND),0.051588
….Nueva Ecija,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.019294
….Nueva Ecija,……Food products n.e.c. (ND),0.025507
….Nueva Ecija,….Non-Alcoholic Beverages,0.052307
….Nueva Ecija,"……Coffee, tea and cocoa (ND)",0.028703
….Nueva Ecija,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.023604
….Nueva Ecija,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.033203
….Nueva Ecija,….Alcoholic Beverages,0.006176
….Nueva Ecija,……Spirits (ND),0.002296
….Nueva Ecija,……Wine (ND),0.000141
….Nueva Ecija,……Beer (ND),0.003739
….Nueva Ecija,….Tobacco,0.027027
….Nueva Ecija,……Tobacco (ND),0.027027
….Nueva Ecija,….Other Vegetable-Based Tobacco Products,..
….Nueva Ecija,……Other vegetable-based tobacco products,..
….Nueva Ecija,NON-FOOD,1.007333
….Nueva Ecija,..CLOTHING AND FOOTWEAR,0.065869
….Nueva Ecija,….Clothing,0.044690
….Nueva Ecija,……Clothing materials (SD),0.000043
….Nueva Ecija,……Garments (SD),0.043533
….Nueva Ecija,……Other articles of clothing and clothing accessories (SD),0.000457
….Nueva Ecija,"……Cleaning, repair and hire of clothing (S)",0.000657
….Nueva Ecija,….Footwear,0.021179
….Nueva Ecija,……Shoes and other footwear (SD),0.021167
….Nueva Ecija,……Repair and hire of footwear (S),0.000013
….Nueva Ecija,"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.162698
….Nueva Ecija,….Actual Rentals For Housing,0.051072
….Nueva Ecija,……Actual rentals paid by tenants (S),0.051072
….Nueva Ecija,….Maintenance And Repair Of The Dwelling,0.015573
….Nueva Ecija,……Materials for the maintenance and repair of the dwelling (ND),0.011682
….Nueva Ecija,……Services for the maintenance and repair of the dwelling (S),0.003891
….Nueva Ecija,….Water Supply And Miscellaneous Services Relating To The Dwelling,0.016881
….Nueva Ecija,……Water supply (ND),0.016881
….Nueva Ecija,"….Electricity, Gas And Other Fuels",0.079172
….Nueva Ecija,……Electricity (ND),0.025849
….Nueva Ecija,……Gas (ND),0.027317
….Nueva Ecija,……Liquid fuels (ND),0.002120
….Nueva Ecija,……Solid fuels (ND),0.023886
….Nueva Ecija,"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.051537
….Nueva Ecija,"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.000143
….Nueva Ecija,……Furniture and furnishings (D),0.000117
….Nueva Ecija,……Carpets and other floor coverings (D),0.000026
….Nueva Ecija,….Household Textiles,0.001453
….Nueva Ecija,……Household textiles (SD),0.001453
….Nueva Ecija,….Household Appliances,0.005521
….Nueva Ecija,……Major household appliances whether electric or not (D),0.003916
….Nueva Ecija,……Small electric household appliances (SD),0.001585
….Nueva Ecija,……Repair of household appliances (S),0.000020
….Nueva Ecija,"….Glassware, Tableware And Household Utensils",0.000374
….Nueva Ecija,"……Glassware, tableware and household utensils (SD)",0.000374
….Nueva Ecija,….Tools And Equipment For House And Garden,0.000154
….Nueva Ecija,……Major tools and equipment (D),0.000077
….Nueva Ecija,……Small tools and miscellaneous accessories (SD),0.000077
….Nueva Ecija,….Goods And Services For Routine Household Maintenance,0.043893
….Nueva Ecija,……Non-durable household goods (ND),0.028054
….Nueva Ecija,……Domestic services and household services (S),0.015839
….Nueva Ecija,..HEALTH,0.084973
….Nueva Ecija,"….Medical Products, Appliances And Equipment",0.038706
….Nueva Ecija,……Pharmaceutical Products (ND),0.037687
….Nueva Ecija,……Other medical products (ND),0.000376
….Nueva Ecija,……Therapeutic appliances and equipment (D),0.000643
….Nueva Ecija,….Outpatient Services,0.017203
….Nueva Ecija,……Medical services,0.014429
….Nueva Ecija,……Dental services (S),0.001233
….Nueva Ecija,……Paramedical services (S),0.001540
….Nueva Ecija,….Hospital Services,0.029064
….Nueva Ecija,……Hospital services (In-Patient Services),0.029064
….Nueva Ecija,..TRANSPORT,0.177616
….Nueva Ecija,….Purchase Of Vehicles,..
….Nueva Ecija,……Motorcycle,..
….Nueva Ecija,……Bicycle and tricycle,..
….Nueva Ecija,….Operation Of Personal Transport Equipment,0.059721
….Nueva Ecija,……Spare parts and accessories for personal transport equipment (SD),0.004649
….Nueva Ecija,……Fuel and lubricants for personal transport equipment (ND),0.050773
….Nueva Ecija,……Maintenance and repair of personal transport equipment (S),0.004298
….Nueva Ecija,……Other services with respect of personal transport equipment (S),..
….Nueva Ecija,….Transport Services,0.117896
….Nueva Ecija,……Passenger transport by railway,..
….Nueva Ecija,……Passenger transport by road,0.110668
….Nueva Ecija,……Passenger transport by air,0.007228
….Nueva Ecija,……Passenger transport by sea and inland waterway,..
….Nueva Ecija,..COMMUNICATION,0.065389
….Nueva Ecija,….Postal Services,0.000088
….Nueva Ecija,……Postal services (S),0.000088
….Nueva Ecija,….Telephone And Telefax Equipment,0.007091
….Nueva Ecija,……Telephone and telefax equipment (S),0.007091
….Nueva Ecija,….Telephone And Telefax Services,0.058210
….Nueva Ecija,……Telephone and telefax services (S),0.058210
….Nueva Ecija,..RECREATION AND CULTURE,0.025233
….Nueva Ecija,….Audio-Visual Photography And Information Processing Equipment,0.012705
….Nueva Ecija,"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.005151
….Nueva Ecija,……Photographic and cinematographic equipment and optical instruments (D),0.000217
….Nueva Ecija,……Information processing equipment (D),0.007301
….Nueva Ecija,……Recording media (SD),0.000037
….Nueva Ecija,"……Repair of audio-visual, photographic and information processing equipment (S)",0.000000
….Nueva Ecija,….Other Major Durables For Recreation And Culture,0.000149
….Nueva Ecija,……Musical instruments and major durables for indoor recreation (D),0.000149
….Nueva Ecija,"….Other Recreational Items And Equipment, Gardens And Pets",0.001644
….Nueva Ecija,"……Games, toys and hobbies (SD)",0.000845
….Nueva Ecija,"……Equipment for sport, camping and open-air recreation (SD)",0.000199
….Nueva Ecija,"……Gardens, plants and flowers (ND)",0.000198
….Nueva Ecija,……Pets and related products (ND),0.000402
….Nueva Ecija,….Recreational And Cultural Services,0.002097
….Nueva Ecija,……Recreational and sporting services (S),0.000055
….Nueva Ecija,……Cultural services (S),0.000147
….Nueva Ecija,……Games of chance (S),0.001895
….Nueva Ecija,….Newspapers. Books And Stationery,0.008639
….Nueva Ecija,……Books (SD),0.003994
….Nueva Ecija,……Newspapers and periodicals (ND),0.000271
….Nueva Ecija,……Miscellaneous printed matter (ND),0.000055
….Nueva Ecija,……Stationery and drawing materials (ND),0.004318
….Nueva Ecija,.. EDUCATION,0.050142
….Nueva Ecija,….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.010781
….Nueva Ecija,……Pre-primary education services (S),0.002908
….Nueva Ecija,……Primary education services (S),0.007874
….Nueva Ecija,….Secondary (High School) Education,0.012279
….Nueva Ecija,……Secondary education services (S),0.012279
….Nueva Ecija,….Post-Secondary Non-Tertiary (Technical-Vocational) Education,..
….Nueva Ecija,……Post-secondary non-tertiary education services (S),..
….Nueva Ecija,….Tertiary (Baccalaureate And Post-Graduate) Education,0.027081
….Nueva Ecija,……First stage of tertiary education services (S),0.027081
….Nueva Ecija,……Second stage of tertiary education services (S),..
….Nueva Ecija,….Education Not Definable By Level,..
….Nueva Ecija,……Education services not definable by level (S),..
….Nueva Ecija,..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.323875
….Nueva Ecija,….Catering Services,0.204416
….Nueva Ecija,"……Restaurants, cafes and the like (S)",0.204416
….Nueva Ecija,….Personal Care,0.100433
….Nueva Ecija,……Hairdressing salons and personal grooming establishments (S),0.016366
….Nueva Ecija,……Electric appliances for personal care (SD),0.001251
….Nueva Ecija,"……Other appliances, articles and products for personal care (ND)",0.082816
….Nueva Ecija,"….Personal Effects, N.E.C.",0.012466
….Nueva Ecija,"……Jewellery, clocks and watches (D)",0.000796
….Nueva Ecija,……Other personal effects (SD),0.011669
….Nueva Ecija,"….Other Services, N.E.C.",0.006560
….Nueva Ecija,"……Other services, n.e.c.",0.006560
….Pampanga,ALL ITEMS,3.175025
….Pampanga,..FOOD AND NON-ALCOHOLIC BEVERAGES,1.178608
….Pampanga,….Food,1.084832
….Pampanga,……Bread and cereals (ND),0.343946
….Pampanga,……..Rice,0.236945
….Pampanga,……..Corn,0.004538
….Pampanga,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.102462
….Pampanga,……Meat (ND),0.235394
….Pampanga,……Fish  and Seafood (ND),0.150288
….Pampanga,"……Milk, cheese and eggs (ND)",0.104697
….Pampanga,……Oils and fats (ND),0.028127
….Pampanga,……Fruit (ND),0.035077
….Pampanga,……Vegetables (ND),0.086917
….Pampanga,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.050729
….Pampanga,……Food products n.e.c. (ND),0.049656
….Pampanga,….Non-Alcoholic Beverages,0.093776
….Pampanga,"……Coffee, tea and cocoa (ND)",0.034624
….Pampanga,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.059152
….Pampanga,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.065157
….Pampanga,….Alcoholic Beverages,0.027732
….Pampanga,……Spirits (ND),0.012370
….Pampanga,……Wine (ND),0.000273
….Pampanga,……Beer (ND),0.015088
….Pampanga,….Tobacco,0.037425
….Pampanga,……Tobacco (ND),0.037425
….Pampanga,….Other Vegetable-Based Tobacco Products,..
….Pampanga,……Other vegetable-based tobacco products,..
….Pampanga,NON-FOOD,1.931260
….Pampanga,..CLOTHING AND FOOTWEAR,0.087007
….Pampanga,….Clothing,0.057889
….Pampanga,……Clothing materials (SD),..
….Pampanga,……Garments (SD),0.057703
….Pampanga,……Other articles of clothing and clothing accessories (SD),0.000075
….Pampanga,"……Cleaning, repair and hire of clothing (S)",0.000110
….Pampanga,….Footwear,0.029118
….Pampanga,……Shoes and other footwear (SD),0.029112
….Pampanga,……Repair and hire of footwear (S),0.000005
….Pampanga,"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.672960
….Pampanga,….Actual Rentals For Housing,0.297454
….Pampanga,……Actual rentals paid by tenants (S),0.297454
….Pampanga,….Maintenance And Repair Of The Dwelling,0.017970
….Pampanga,……Materials for the maintenance and repair of the dwelling (ND),0.015187
….Pampanga,……Services for the maintenance and repair of the dwelling (S),0.002783
….Pampanga,….Water Supply And Miscellaneous Services Relating To The Dwelling,0.038472
….Pampanga,……Water supply (ND),0.038472
….Pampanga,"….Electricity, Gas And Other Fuels",0.319064
….Pampanga,……Electricity (ND),0.230879
….Pampanga,……Gas (ND),0.060865
….Pampanga,……Liquid fuels (ND),0.001190
….Pampanga,……Solid fuels (ND),0.026130
….Pampanga,"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.087812
….Pampanga,"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.004368
….Pampanga,……Furniture and furnishings (D),0.004288
….Pampanga,……Carpets and other floor coverings (D),0.000079
….Pampanga,….Household Textiles,0.001686
….Pampanga,……Household textiles (SD),0.001686
….Pampanga,….Household Appliances,0.009044
….Pampanga,……Major household appliances whether electric or not (D),0.006854
….Pampanga,……Small electric household appliances (SD),0.002053
….Pampanga,……Repair of household appliances (S),0.000137
….Pampanga,"….Glassware, Tableware And Household Utensils",0.000883
….Pampanga,"……Glassware, tableware and household utensils (SD)",0.000883
….Pampanga,….Tools And Equipment For House And Garden,0.000005
….Pampanga,……Major tools and equipment (D),0.000003
….Pampanga,……Small tools and miscellaneous accessories (SD),0.000003
….Pampanga,….Goods And Services For Routine Household Maintenance,0.071826
….Pampanga,……Non-durable household goods (ND),0.044765
….Pampanga,……Domestic services and household services (S),0.027061
….Pampanga,..HEALTH,0.134724
….Pampanga,"….Medical Products, Appliances And Equipment",0.051836
….Pampanga,……Pharmaceutical Products (ND),0.050387
….Pampanga,……Other medical products (ND),0.000516
….Pampanga,……Therapeutic appliances and equipment (D),0.000933
….Pampanga,….Outpatient Services,0.031442
….Pampanga,……Medical services,0.027760
….Pampanga,……Dental services (S),0.001852
….Pampanga,……Paramedical services (S),0.001830
….Pampanga,….Hospital Services,0.051446
….Pampanga,……Hospital services (In-Patient Services),0.051446
….Pampanga,..TRANSPORT,0.272617
….Pampanga,….Purchase Of Vehicles,0.027105
….Pampanga,……Motorcycle,0.022734
….Pampanga,……Bicycle and tricycle,0.004371
….Pampanga,….Operation Of Personal Transport Equipment,0.080339
….Pampanga,……Spare parts and accessories for personal transport equipment (SD),0.004878
….Pampanga,……Fuel and lubricants for personal transport equipment (ND),0.069328
….Pampanga,……Maintenance and repair of personal transport equipment (S),0.006132
….Pampanga,……Other services with respect of personal transport equipment (S),..
….Pampanga,….Transport Services,0.165173
….Pampanga,……Passenger transport by railway,..
….Pampanga,……Passenger transport by road,0.152544
….Pampanga,……Passenger transport by air,0.009143
….Pampanga,……Passenger transport by sea and inland waterway,0.003486
….Pampanga,..COMMUNICATION,0.097251
….Pampanga,….Postal Services,0.000148
….Pampanga,……Postal services (S),0.000148
….Pampanga,….Telephone And Telefax Equipment,0.009009
….Pampanga,……Telephone and telefax equipment (S),0.009009
….Pampanga,….Telephone And Telefax Services,0.088094
….Pampanga,……Telephone and telefax services (S),0.088094
….Pampanga,..RECREATION AND CULTURE,0.039558
….Pampanga,….Audio-Visual Photography And Information Processing Equipment,0.018548
….Pampanga,"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.008671
….Pampanga,……Photographic and cinematographic equipment and optical instruments (D),0.000365
….Pampanga,……Information processing equipment (D),0.009423
….Pampanga,……Recording media (SD),0.000086
….Pampanga,"……Repair of audio-visual, photographic and information processing equipment (S)",0.000003
….Pampanga,….Other Major Durables For Recreation And Culture,0.000311
….Pampanga,……Musical instruments and major durables for indoor recreation (D),0.000311
….Pampanga,"….Other Recreational Items And Equipment, Gardens And Pets",0.002298
….Pampanga,"……Games, toys and hobbies (SD)",0.001131
….Pampanga,"……Equipment for sport, camping and open-air recreation (SD)",0.000007
….Pampanga,"……Gardens, plants and flowers (ND)",0.000366
….Pampanga,……Pets and related products (ND),0.000794
….Pampanga,….Recreational And Cultural Services,0.007381
….Pampanga,……Recreational and sporting services (S),0.000027
….Pampanga,……Cultural services (S),0.001990
….Pampanga,……Games of chance (S),0.005364
….Pampanga,….Newspapers. Books And Stationery,0.011020
….Pampanga,……Books (SD),0.005395
….Pampanga,……Newspapers and periodicals (ND),0.000741
….Pampanga,……Miscellaneous printed matter (ND),0.000085
….Pampanga,……Stationery and drawing materials (ND),0.004798
….Pampanga,.. EDUCATION,0.124395
….Pampanga,….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.020994
….Pampanga,……Pre-primary education services (S),0.004598
….Pampanga,……Primary education services (S),0.016397
….Pampanga,….Secondary (High School) Education,0.025571
….Pampanga,……Secondary education services (S),0.025571
….Pampanga,….Post-Secondary Non-Tertiary (Technical-Vocational) Education,0.005078
….Pampanga,……Post-secondary non-tertiary education services (S),0.005078
….Pampanga,….Tertiary (Baccalaureate And Post-Graduate) Education,0.071919
….Pampanga,……First stage of tertiary education services (S),0.050226
….Pampanga,……Second stage of tertiary education services (S),0.021693
….Pampanga,….Education Not Definable By Level,0.000832
….Pampanga,……Education services not definable by level (S),0.000832
….Pampanga,..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.414937
….Pampanga,….Catering Services,0.244281
….Pampanga,"……Restaurants, cafes and the like (S)",0.244281
….Pampanga,….Personal Care,0.147530
….Pampanga,……Hairdressing salons and personal grooming establishments (S),0.029037
….Pampanga,……Electric appliances for personal care (SD),..
….Pampanga,"……Other appliances, articles and products for personal care (ND)",0.118493
….Pampanga,"….Personal Effects, N.E.C.",0.015286
….Pampanga,"……Jewellery, clocks and watches (D)",0.001341
….Pampanga,……Other personal effects (SD),0.013945
….Pampanga,"….Other Services, N.E.C.",0.007840
….Pampanga,"……Other services, n.e.c.",0.007840
….Tarlac,ALL ITEMS,1.214722
….Tarlac,..FOOD AND NON-ALCOHOLIC BEVERAGES,0.543721
….Tarlac,….Food,0.502768
….Tarlac,……Bread and cereals (ND),0.175596
….Tarlac,……..Rice,0.129055
….Tarlac,……..Corn,0.001428
….Tarlac,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.045113
….Tarlac,……Meat (ND),0.116909
….Tarlac,……Fish  and Seafood (ND),0.077879
….Tarlac,"……Milk, cheese and eggs (ND)",0.036242
….Tarlac,……Oils and fats (ND),0.008070
….Tarlac,……Fruit (ND),0.019728
….Tarlac,……Vegetables (ND),0.035674
….Tarlac,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.014684
….Tarlac,……Food products n.e.c. (ND),0.017986
….Tarlac,….Non-Alcoholic Beverages,0.040953
….Tarlac,"……Coffee, tea and cocoa (ND)",0.024236
….Tarlac,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.016718
….Tarlac,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.023765
….Tarlac,….Alcoholic Beverages,0.006367
….Tarlac,……Spirits (ND),0.002166
….Tarlac,……Wine (ND),0.000039
….Tarlac,……Beer (ND),0.004162
….Tarlac,….Tobacco,0.017398
….Tarlac,……Tobacco (ND),0.017398
….Tarlac,….Other Vegetable-Based Tobacco Products,..
….Tarlac,……Other vegetable-based tobacco products,..
….Tarlac,NON-FOOD,0.647235
….Tarlac,..CLOTHING AND FOOTWEAR,0.042708
….Tarlac,….Clothing,0.028585
….Tarlac,……Clothing materials (SD),0.000036
….Tarlac,……Garments (SD),0.027856
….Tarlac,……Other articles of clothing and clothing accessories (SD),0.000293
….Tarlac,"……Cleaning, repair and hire of clothing (S)",0.000400
….Tarlac,….Footwear,0.014124
….Tarlac,……Shoes and other footwear (SD),0.014124
….Tarlac,……Repair and hire of footwear (S),..
….Tarlac,"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.081404
….Tarlac,….Actual Rentals For Housing,0.022094
….Tarlac,……Actual rentals paid by tenants (S),0.022094
….Tarlac,….Maintenance And Repair Of The Dwelling,0.010003
….Tarlac,……Materials for the maintenance and repair of the dwelling (ND),0.007770
….Tarlac,……Services for the maintenance and repair of the dwelling (S),0.002233
….Tarlac,….Water Supply And Miscellaneous Services Relating To The Dwelling,0.008589
….Tarlac,……Water supply (ND),0.008589
….Tarlac,"….Electricity, Gas And Other Fuels",0.040718
….Tarlac,……Electricity (ND),0.005564
….Tarlac,……Gas (ND),0.017829
….Tarlac,……Liquid fuels (ND),0.001406
….Tarlac,……Solid fuels (ND),0.015919
….Tarlac,"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.037672
….Tarlac,"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.001082
….Tarlac,……Furniture and furnishings (D),0.001053
….Tarlac,……Carpets and other floor coverings (D),0.000029
….Tarlac,….Household Textiles,0.000962
….Tarlac,……Household textiles (SD),0.000962
….Tarlac,….Household Appliances,0.003528
….Tarlac,……Major household appliances whether electric or not (D),0.002424
….Tarlac,……Small electric household appliances (SD),0.001045
