Crop,Geolocation,2010 Quarter1,2010 Quarter2,2010 Semester1,2010 Quarter3,2010 Quarter4,2010 Semester2,2010 Annual,2011 Quarter1,2011 Quarter2,2011 Semester1,2011 Quarter3,2011 Quarter4,2011 Semester2,2011 Annual,2012 Quarter1,2012 Quarter2,2012 Semester1,2012 Quarter3,2012 Quarter4,2012 Semester2,2012 Annual,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual,2024 Quarter1,2024 Quarter2,2024 Semester1,2024 Quarter3,2024 Quarter4,2024 Semester2,2024 Annual,2025 Quarter1,2025 Quarter2,2025 Semester1,2025 Quarter3,2025 Quarter4,2025 Semester2,2025 Annual,2026 Quarter1,2026 Quarter2,2026 Semester1,2026 Quarter3,2026 Quarter4,2026 Semester2,2026 Annual
..Sugarcane for Centrifugal Sugar,..REGION XII (SOCCSKSARGEN),..,..,9502.00,..,..,1492.00,10994.00,..,..,10740.00,..,..,1457.00,12197.00,..,..,11757.00,..,..,2807.00,14564.00,..,..,10917.00,..,..,3537.00,14454.00,..,..,9130.00,..,..,1309.00,10439.00,..,..,9780.00,..,..,1868.00,11648.00,..,..,8688.00,..,..,1049.00,9737.00,..,..,10576.00,..,..,2399.00,12975.00,..,..,9487.25,..,..,2338.30,11825.55,..,..,9887.00,..,..,1766.15,11653.15,..,..,10545.80,..,..,1622.67,12168.47,..,..,12730.33,..,..,1834.18,14564.51,..,..,12586.76,..,..,3315.02,15901.78,..,..,11589.48,..,..,5176.46,16765.94,..,..,10799.67,..,..,4157.90,14957.57,9461.54,12561.46,22023.00,39.00,3641.76,3680.76,25703.76,8968.26,..,..,..,..,..,..
..Sugarcane for Centrifugal Sugar,..REGION XIII (CARAGA),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,PHILIPPINES,..,..,2375.00,..,..,600.00,2975.00,..,..,0.00,..,..,500.00,500.00,..,..,0.00,..,..,1233.00,1233.00,..,..,5068.00,..,..,2129.00,7197.00,..,..,8210.00,..,..,4378.34,12588.34,..,..,7594.00,..,..,4678.00,12272.00,..,..,6063.00,..,..,4655.00,10718.00,..,..,4408.70,..,..,4551.00,8959.70,..,..,3874.00,..,..,4105.94,7979.94,..,..,4610.00,..,..,3903.58,8513.58,..,..,4676.00,..,..,3810.50,8486.50,..,..,4685.00,..,..,3871.00,8556.00,..,..,3405.00,..,..,3873.50,7278.50,..,..,3410.00,..,..,3653.90,7063.90,..,..,3410.00,..,..,3582.00,6992.00,1043.25,2335.50,3378.75,3345.00,251.68,3596.68,6975.43,1035.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..CORDILLERA ADMINISTRATIVE REGION (CAR),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,18.00,18.00,..,..,431.00,..,..,30.00,461.00,..,..,426.00,..,..,35.00,461.00,..,..,360.00,..,..,5.00,365.00,..,..,360.00,..,..,5.00,365.00,..,..,284.00,..,..,5.00,289.00,..,..,220.00,..,..,0.00,220.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION I (ILOCOS REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION II (CAGAYAN VALLEY),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,933.00,933.00,..,..,5068.00,..,..,2111.00,7179.00,..,..,7779.00,..,..,4348.34,12127.34,..,..,7168.00,..,..,4643.00,11811.00,..,..,5703.00,..,..,4650.00,10353.00,..,..,4048.70,..,..,4546.00,8594.70,..,..,3590.00,..,..,4100.94,7690.94,..,..,4390.00,..,..,3903.58,8293.58,..,..,3376.00,..,..,3810.50,7186.50,..,..,3385.00,..,..,3871.00,7256.00,..,..,3405.00,..,..,3873.50,7278.50,..,..,3410.00,..,..,3653.90,7063.90,..,..,3410.00,..,..,3582.00,6992.00,1043.25,2335.50,3378.75,3345.00,251.68,3596.68,6975.43,1020.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION III (CENTRAL LUZON),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION IV-A (CALABARZON),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,1300.00,..,..,0.00,1300.00,..,..,1300.00,..,..,0.00,1300.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..MIMAROPA REGION,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION V (BICOL REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION VI (WESTERN VISAYAS),..,..,1575.00,..,..,0.00,1575.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION VII (CENTRAL VISAYAS),..,..,800.00,..,..,600.00,1400.00,..,..,0.00,..,..,500.00,500.00,..,..,0.00,..,..,300.00,300.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION VIII (EASTERN VISAYAS),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION IX (ZAMBOANGA PENINSULA),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION X (NORTHERN MINDANAO),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION XI (DAVAO REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION XII (SOCCSKSARGEN),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Ethanol,..REGION XIII (CARAGA),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,PHILIPPINES,..,..,2194.35,..,..,1545.54,3739.88,..,..,2077.32,..,..,1549.32,3626.64,..,..,2023.67,..,..,1503.03,3526.71,..,..,2043.89,..,..,1515.70,3559.59,..,..,2001.38,..,..,1502.61,3503.99,..,..,1939.79,..,..,1479.67,3419.46,..,..,1917.70,..,..,1213.34,3131.04,..,..,1907.43,..,..,1252.51,3159.94,..,..,1906.21,..,..,1261.10,3167.31,..,..,1848.98,..,..,1312.78,3161.76,..,..,1871.36,..,..,1327.46,3198.82,..,..,1858.26,..,..,1326.13,3184.39,..,..,1801.78,..,..,1338.77,3140.55,..,..,1765.44,..,..,2208.18,3973.62,..,..,2475.05,..,..,2920.26,5395.30,1650.42,1091.44,2741.86,770.04,1573.81,2343.85,5085.70,1733.47,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..CORDILLERA ADMINISTRATIVE REGION (CAR),..,..,7.00,..,..,2.00,9.00,..,..,17.00,..,..,2.00,19.00,..,..,19.00,..,..,2.00,21.00,..,..,25.00,..,..,7.00,32.00,..,..,26.00,..,..,17.00,43.00,..,..,27.00,..,..,13.00,40.00,..,..,23.00,..,..,8.00,31.00,..,..,25.00,..,..,9.00,34.00,..,..,25.00,..,..,9.00,34.00,..,..,25.00,..,..,9.00,34.00,..,..,24.80,..,..,6.50,31.30,..,..,24.55,..,..,6.25,30.80,..,..,24.50,..,..,6.25,30.75,..,..,24.50,..,..,17.91,42.41,..,..,26.80,..,..,20.77,47.57,15.81,15.46,31.27,2.30,5.00,7.30,38.57,11.61,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION I (ILOCOS REGION),..,..,352.73,..,..,20.57,373.29,..,..,341.29,..,..,21.03,362.32,..,..,344.67,..,..,20.69,365.37,..,..,348.09,..,..,20.77,368.85,..,..,337.01,..,..,20.43,357.44,..,..,338.60,..,..,19.82,358.42,..,..,336.51,..,..,19.87,356.38,..,..,336.66,..,..,18.97,355.63,..,..,335.52,..,..,18.80,354.32,..,..,330.02,..,..,18.76,348.78,..,..,331.42,..,..,18.91,350.33,..,..,319.77,..,..,18.75,338.52,..,..,270.04,..,..,18.77,288.81,..,..,265.60,..,..,110.05,375.65,..,..,255.35,..,..,107.97,363.32,232.01,109.43,341.44,4.32,107.97,112.29,453.73,224.64,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION II (CAGAYAN VALLEY),..,..,13.00,..,..,7.00,20.00,..,..,26.50,..,..,9.56,36.06,..,..,28.25,..,..,10.00,38.25,..,..,29.00,..,..,13.00,42.00,..,..,26.50,..,..,17.00,43.50,..,..,26.95,..,..,15.50,42.45,..,..,26.45,..,..,17.10,43.55,..,..,28.00,..,..,18.00,46.00,..,..,25.50,..,..,17.40,42.90,..,..,25.39,..,..,18.00,43.39,..,..,24.00,..,..,16.50,40.50,..,..,22.00,..,..,16.50,38.50,..,..,22.75,..,..,16.25,39.00,..,..,22.25,..,..,20.00,42.25,..,..,23.00,..,..,14.55,37.55,12.32,9.00,21.32,9.00,4.93,13.93,35.25,12.20,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION III (CENTRAL LUZON),..,..,314.00,..,..,4.00,318.00,..,..,214.00,..,..,4.00,218.00,..,..,165.00,..,..,10.00,175.00,..,..,165.00,..,..,10.00,175.00,..,..,110.00,..,..,10.00,120.00,..,..,90.00,..,..,10.00,100.00,..,..,90.00,..,..,10.00,100.00,..,..,45.00,..,..,9.06,54.06,..,..,45.94,..,..,9.32,55.26,..,..,38.32,..,..,9.32,47.64,..,..,39.00,..,..,9.32,48.32,..,..,39.99,..,..,9.32,49.31,..,..,38.99,..,..,9.32,48.31,..,..,38.99,..,..,43.84,82.83,..,..,43.38,..,..,197.10,240.47,40.00,32.50,72.50,32.00,191.10,223.10,295.60,34.00,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION IV-A (CALABARZON),..,..,2.00,..,..,2.00,4.00,..,..,2.00,..,..,2.00,4.00,..,..,2.00,..,..,2.00,4.00,..,..,2.00,..,..,2.10,4.10,..,..,2.00,..,..,2.10,4.10,..,..,3.00,..,..,2.00,5.00,..,..,3.00,..,..,2.00,5.00,..,..,3.00,..,..,2.00,5.00,..,..,3.00,..,..,2.00,5.00,..,..,3.00,..,..,1.00,4.00,..,..,3.00,..,..,1.00,4.00,..,..,3.00,..,..,1.00,4.00,..,..,2.00,..,..,1.00,3.00,..,..,2.00,..,..,2.00,4.00,..,..,4.00,..,..,165.40,169.40,1.80,1.80,3.60,0.00,0.04,0.04,3.64,1.65,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..MIMAROPA REGION,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION V (BICOL REGION),..,..,532.02,..,..,510.09,1042.11,..,..,532.02,..,..,510.09,1042.11,..,..,540.02,..,..,520.09,1060.11,..,..,540.02,..,..,520.08,1060.10,..,..,540.02,..,..,490.08,1030.10,..,..,540.02,..,..,490.10,1030.12,..,..,540.02,..,..,490.12,1030.14,..,..,540.02,..,..,490.13,1030.15,..,..,540.00,..,..,490.13,1030.13,..,..,540.00,..,..,540.10,1080.10,..,..,540.00,..,..,540.10,1080.10,..,..,540.00,..,..,540.11,1080.11,..,..,540.00,..,..,540.11,1080.11,..,..,540.00,..,..,1080.33,1620.33,..,..,1080.00,..,..,1080.57,2160.57,540.11,540.00,1080.11,540.17,540.17,1080.34,2160.45,540.17,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION VI (WESTERN VISAYAS),..,..,675.00,..,..,521.00,1196.00,..,..,632.00,..,..,521.00,1153.00,..,..,628.00,..,..,515.00,1143.00,..,..,628.00,..,..,523.00,1151.00,..,..,633.00,..,..,528.00,1161.00,..,..,629.00,..,..,524.00,1153.00,..,..,627.50,..,..,523.00,1150.50,..,..,652.50,..,..,523.00,1175.50,..,..,655.00,..,..,523.00,1178.00,..,..,655.00,..,..,523.00,1178.00,..,..,671.69,..,..,532.93,1204.62,..,..,671.50,..,..,532.00,1203.50,..,..,666.00,..,..,532.00,1198.00,..,..,665.75,..,..,511.00,1176.75,..,..,481.00,..,..,909.00,1390.00,456.00,25.00,481.00,25.00,462.00,487.00,968.00,550.00,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,271.00,..,..,109.50,380.50,198.00,198.00,396.00,3.00,107.00,110.00,506.00,205.00,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION VII (CENTRAL VISAYAS),..,..,0.40,..,..,0.00,0.40,..,..,0.00,..,..,1.75,1.75,..,..,2.00,..,..,3.00,5.00,..,..,7.15,..,..,5.00,12.15,..,..,27.63,..,..,4.75,32.38,..,..,25.00,..,..,12.00,37.00,..,..,24.00,..,..,35.00,59.00,..,..,35.00,..,..,34.00,69.00,..,..,30.00,..,..,38.00,68.00,..,..,40.00,..,..,45.00,85.00,..,..,45.00,..,..,45.00,90.00,..,..,45.00,..,..,45.00,90.00,..,..,45.00,..,..,55.00,100.00,..,..,45.00,..,..,100.00,145.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION VIII (EASTERN VISAYAS),..,..,0.20,..,..,0.18,0.38,..,..,0.21,..,..,0.19,0.40,..,..,0.23,..,..,0.25,0.48,..,..,0.24,..,..,0.25,0.49,..,..,0.22,..,..,0.25,0.47,..,..,0.22,..,..,0.25,0.47,..,..,0.22,..,..,0.25,0.47,..,..,0.25,..,..,0.25,0.50,..,..,0.25,..,..,0.25,0.50,..,..,0.25,..,..,0.25,0.50,..,..,0.25,..,..,0.00,0.25,..,..,0.25,..,..,0.00,0.25,..,..,0.25,..,..,3.00,3.25,..,..,0.25,..,..,6.00,6.25,..,..,6.12,..,..,4.00,10.12,0.12,6.00,6.12,0.00,1.50,1.50,7.62,0.12,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION IX (ZAMBOANGA PENINSULA),..,..,36.00,..,..,33.70,69.70,..,..,35.30,..,..,33.30,68.60,..,..,31.50,..,..,31.00,62.50,..,..,31.40,..,..,31.00,62.40,..,..,31.00,..,..,28.00,59.00,..,..,3.00,..,..,3.00,6.00,..,..,3.00,..,..,3.00,6.00,..,..,3.00,..,..,3.00,6.00,..,..,3.00,..,..,3.00,6.00,..,..,3.00,..,..,3.00,6.00,..,..,3.00,..,..,3.00,6.00,..,..,3.00,..,..,3.00,6.00,..,..,3.00,..,..,2.80,5.80,..,..,2.80,..,..,4.40,7.20,..,..,5.60,..,..,2.80,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION X (NORTHERN MINDANAO),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
..Sugarcane for Panocha/Muscovado,..REGION XI (DAVAO REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
