Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Aurora,"MONGGO, GREEN, 1 KG",100.00,100.00,100.00,100.00,100.00,100.00,97.50,100.00,100.00,100.00,100.00,100.00,99.79,97.50,97.50,97.50,97.50,97.50,98.75,100.00,100.00,100.00,100.00,96.50,96.50,98.27,98.75,98.75,98.75,101.25,110.00,108.75,112.50,122.50,112.50,115.00,112.50,110.00,108.44,112.50,120.00,115.00,115.00,112.50,112.50,112.50,112.50,112.50,116.25,118.75,117.50,114.79,117.50,115.00,117.50,118.75,125.00,111.25,110.00,108.75,113.75,122.50,127.50,126.25,117.81,126.25,122.50,120.00,133.75,121.25,120.00,125.00,125.00,121.25,115.00,115.00,118.75,121.98,112.50,115.00,118.75,116.25,116.25,116.25,118.75,116.25,116.25,116.25,116.25,116.25,116.25,115.00,118.75,118.75,111.25,108.75,118.75,118.75,133.75,135.00,135.00,126.25,125.00,122.08,126.25,131.25,131.25,140.00,150.00,.,.,.,.,.,.,.,.
....Bataan,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Bataan,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Bataan,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Bataan,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Bataan,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186.30,186.30,198.63,184.25,174.75,153.50,148.00,119.38,104.38,183.75,189.38,170.00,138.75,130.50,157.94,156.25,143.25,150.25,151.00,157.50,156.25,165.00,151.50,139.88,147.00,161.00,165.50,153.70,160.13,134.63,147.75,131.75,119.63,128.38,118.38,138.13,127.88,116.75,94.50,101.38,126.61,193.43,169.43,157.29,126.86,107.43,.,.,.,.,.,.,.,.
....Bataan,"BAGUIO BEANS, 1 KG",98.35,79.23,75.13,83.33,79.23,85.38,114.75,116.12,110.66,136.62,110.66,102.46,99.33,98.36,83.33,80.60,94.26,113.38,106.55,88.79,79.92,94.95,94.95,93.58,90.85,93.29,92.89,83.33,76.50,111.11,112.02,109.29,88.80,75.14,79.24,90.17,148.92,176.25,103.64,127.75,116.82,99.74,94.96,85.40,125.03,110.00,111.25,97.50,102.50,151.00,113.75,111.31,100.00,102.50,100.00,98.75,95.63,110.00,120.00,110.00,125.63,158.75,151.25,166.88,119.95,172.50,162.50,155.00,126.25,135.00,135.00,127.50,175.50,188.75,122.50,126.25,120.00,145.56,133.63,106.50,114.25,109.38,130.25,170.63,172.25,181.63,181.50,137.00,174.88,200.50,151.03,186.75,126.25,131.88,115.25,97.88,112.00,117.63,148.88,155.38,162.00,147.50,250.00,145.95,207.50,153.50,120.00,125.63,125.88,.,.,.,.,.,.,.,.
....Bataan,"MONGGO, GREEN, 1 KG",97.13,97.13,95.83,97.13,95.83,95.83,97.13,95.83,99.71,97.77,98.41,94.53,96.86,94.53,92.59,93.88,95.17,95.17,94.52,93.23,95.82,95.82,95.18,98.41,98.41,95.23,101.00,101.00,98.41,126.04,139.11,103.59,98.41,110.06,112.65,111.36,115.24,106.18,110.25,112.65,110.06,108.77,105.54,110.72,106.18,108.13,106.88,109.38,109.38,116.88,114.38,109.91,117.50,118.75,118.75,116.25,117.50,110.75,119.00,118.38,118.38,118.38,118.38,118.38,117.53,117.00,123.50,115.75,113.25,119.50,114.50,109.50,123.25,123.25,119.50,119.50,118.25,118.06,114.50,118.25,118.25,117.00,117.00,116.38,117.63,116.38,117.00,118.25,117.00,117.00,117.05,118.88,117.00,124.50,119.50,114.50,115.75,118.25,115.75,122.50,123.75,123.75,150.00,122.01,120.00,134.50,132.00,139.50,137.63,.,.,.,.,.,.,.,.
....Bulacan,"RAW PEANUT, SHELLED, 1 KG",105.65,105.65,105.65,105.65,105.65,93.99,93.99,114.76,114.76,114.76,114.76,114.76,107.50,115.85,115.85,117.50,113.13,107.11,107.47,100.18,100.18,103.82,103.82,103.82,111.11,108.32,109.29,107.47,98.36,102.00,102.00,102.00,103.82,103.82,105.64,105.64,105.64,105.64,104.28,105.64,107.46,98.35,100.17,97.45,95.63,95.63,96.25,96.25,96.25,96.25,96.25,98.47,96.88,96.25,96.25,96.25,96.25,96.25,96.25,100.00,100.00,100.00,100.00,102.50,98.07,120.63,118.13,133.13,108.75,110.00,110.00,115.00,117.50,112.50,110.00,110.00,112.50,114.85,117.50,115.00,112.50,116.25,110.00,112.50,110.00,111.25,115.00,130.00,135.00,135.00,118.33,132.50,122.50,120.00,130.00,127.50,110.00,108.75,114.38,124.25,125.25,123.75,122.50,121.78,139.38,125.43,119.71,122.57,119.71,.,.,.,.,.,.,.,.
....Bulacan,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Bulacan,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Bulacan,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Bulacan,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Bulacan,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Bulacan,"MONGGO, GREEN, 1 KG",103.98,103.98,103.98,102.90,97.52,112.98,104.91,99.53,96.84,98.19,99.54,98.19,101.88,100.21,96.84,94.15,88.10,86.08,87.42,87.42,87.42,94.82,96.16,92.79,95.48,92.24,98.17,98.85,97.51,111.17,115.66,112.97,111.63,112.97,110.55,108.94,106.25,107.59,107.69,108.93,110.54,108.93,107.59,107.59,106.25,106.25,106.25,106.25,106.25,105.00,108.13,107.33,108.75,107.50,115.00,117.50,115.00,110.00,111.25,112.50,115.00,117.50,116.25,116.25,113.54,115.81,115.63,111.88,118.75,120.00,116.88,122.50,121.25,117.50,125.00,122.50,125.00,119.39,125.00,120.00,117.50,122.50,120.00,120.00,121.25,123.75,116.25,118.75,118.75,120.00,120.31,117.50,120.00,120.00,117.50,118.75,120.00,117.50,117.50,117.50,120.00,122.50,122.50,119.27,122.50,115.00,118.75,134.29,131.88,.,.,.,.,.,.,.,.
....Nueva Ecija,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Nueva Ecija,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Nueva Ecija,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Nueva Ecija,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Nueva Ecija,"STRING BEANS, 1 KG",14.63,14.63,15.00,15.00,15.00,15.00,15.50,40.00,40.61,50.00,66.88,70.63,31.07,68.13,68.50,76.25,68.75,74.38,73.75,78.13,71.88,81.25,84.38,85.63,86.25,76.44,86.88,91.25,88.75,96.67,84.38,78.75,47.50,44.38,50.00,53.13,80.63,88.13,74.20,122.50,86.25,76.88,73.75,67.50,75.63,60.63,80.63,80.63,87.50,76.25,98.75,82.24,130.00,88.75,71.25,81.88,80.00,87.50,92.50,73.13,74.38,88.88,95.00,85.00,87.36,98.25,108.13,111.88,97.50,83.75,90.00,103.75,113.75,123.13,112.50,90.00,90.00,101.89,96.25,91.25,103.13,98.13,85.63,103.75,92.50,86.25,81.25,72.50,122.50,112.50,95.47,115.00,107.50,108.75,91.25,107.50,102.50,110.00,117.50,92.50,105.00,102.50,143.75,108.65,136.25,122.50,101.25,90.00,68.75,.,.,.,.,.,.,.,.
....Nueva Ecija,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Nueva Ecija,"MONGGO, GREEN, 1 KG",81.25,82.50,81.25,80.63,81.25,63.75,80.00,80.38,80.38,80.00,80.00,81.88,79.44,81.88,81.25,81.88,81.88,81.88,82.50,82.50,81.88,81.25,83.75,83.75,85.63,82.50,85.63,89.38,91.25,90.00,101.25,102.50,100.63,100.63,100.63,101.25,88.75,101.25,96.10,97.50,97.50,91.25,93.75,96.25,93.75,95.63,96.25,98.13,95.63,95.63,98.75,95.84,91.88,91.88,96.88,97.50,89.38,89.38,85.63,99.38,103.75,101.25,108.75,103.75,96.62,106.25,103.75,100.00,100.00,95.00,100.00,106.25,107.50,101.88,105.00,107.50,107.50,103.39,106.88,105.00,106.25,106.25,103.75,101.25,103.75,101.25,97.50,95.00,97.50,97.50,101.82,107.50,103.75,103.75,103.13,102.50,105.00,105.00,113.75,113.75,120.00,118.75,120.00,109.74,116.25,123.75,127.50,133.75,116.25,.,.,.,.,.,.,.,.
....Pampanga,"RAW PEANUT, SHELLED, 1 KG",84.83,84.83,84.83,84.83,84.83,84.83,84.83,84.83,84.83,84.83,84.83,84.83,84.83,84.83,84.83,81.38,80.49,80.49,80.49,80.49,81.38,82.28,82.91,82.28,82.28,82.01,81.64,86.74,82.91,83.34,84.19,88.02,85.47,86.75,87.39,89.94,98.23,96.95,87.63,98.23,95.05,95.68,88.67,93.13,93.13,92.50,102.50,106.25,107.50,109.38,113.13,99.60,101.88,108.13,80.00,75.63,78.75,88.75,93.13,95.00,93.75,100.00,106.25,102.50,93.65,96.25,91.25,91.25,90.00,90.00,92.50,96.25,98.75,100.00,100.00,107.50,107.50,96.77,107.50,120.00,108.13,102.50,98.75,98.75,101.25,100.00,104.38,104.38,105.00,107.50,104.85,108.75,107.50,108.75,106.88,105.00,106.25,107.50,118.75,125.00,122.50,118.75,120.00,112.97,123.75,120.00,117.50,110.00,107.50,.,.,.,.,.,.,.,.
....Pampanga,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Pampanga,"RAW PEANUT, UNSHELLED, 1 KG",100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,96.74,96.18,96.18,96.18,96.18,97.59,99.00,99.70,99.70,100.26,98.31,104.50,105.91,101.67,101.67,101.67,105.21,103.09,108.74,109.45,110.86,120.74,119.33,107.74,121.44,121.44,117.20,105.90,110.14,117.20,114.38,112.50,106.25,101.25,102.50,106.88,111.42,100.63,104.38,88.75,86.25,88.13,93.75,96.88,98.75,97.50,104.38,111.25,107.50,98.18,101.25,96.25,100.00,98.75,98.75,98.75,101.25,104.38,105.63,106.25,115.00,115.00,103.44,115.00,121.25,112.50,108.75,107.50,108.75,111.25,110.00,111.88,111.88,112.50,115.00,112.19,116.25,115.00,115.00,113.13,111.88,108.13,108.13,110.63,115.63,119.38,119.38,120.63,114.43,126.88,122.50,120.00,111.25,110.00,.,.,.,.,.,.,.,.
....Pampanga,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Pampanga,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140.65,140.65,94.38,115.38,99.50,73.88,74.50,77.13,86.00,113.00,108.00,100.88,74.13,82.75,91.63,122.75,108.38,114.19,117.25,121.88,115.88,108.25,104.00,91.25,89.75,119.88,123.75,111.43,124.75,115.63,112.13,102.13,122.13,107.00,112.50,150.38,123.00,119.00,102.00,150.63,120.11,136.00,115.88,130.75,98.13,95.75,.,.,.,.,.,.,.,.
....Pampanga,"BAGUIO BEANS, 1 KG",93.07,82.73,66.58,66.58,67.22,69.16,71.75,78.47,89.19,96.30,91.13,82.08,79.52,68.50,63.33,60.36,69.66,78.45,73.66,74.95,80.12,87.87,90.45,90.45,85.28,76.92,78.82,76.89,68.49,67.20,68.49,85.29,63.32,59.44,54.92,90.44,90.44,133.08,78.07,121.45,87.86,74.30,78.56,68.48,121.46,115.00,115.00,102.50,115.00,131.25,82.50,101.11,77.25,82.50,75.00,70.00,51.88,95.00,118.75,86.50,93.00,128.13,137.50,97.25,92.73,89.75,123.63,111.25,76.88,88.13,93.50,98.63,143.25,171.75,95.63,86.13,89.13,105.64,103.50,102.25,80.13,83.88,121.25,123.63,110.50,112.75,122.88,183.25,145.88,176.75,122.22,131.50,107.63,148.50,107.75,97.63,91.25,98.50,155.50,166.88,158.50,153.75,308.75,143.85,153.88,128.75,110.00,100.00,114.88,.,.,.,.,.,.,.,.
....Pampanga,"MONGGO, GREEN, 1 KG",83.34,83.34,83.34,83.34,83.34,83.34,84.00,83.34,83.34,83.34,83.34,83.34,83.40,83.34,83.34,83.34,83.34,84.64,84.64,84.64,84.64,84.64,85.30,85.95,88.55,84.70,89.21,88.55,89.21,89.42,89.21,95.06,106.13,108.73,101.56,104.82,97.65,108.07,97.30,101.56,91.80,93.75,96.35,97.01,93.75,93.75,103.75,103.75,100.00,96.25,100.63,97.70,100.00,94.38,85.00,85.00,83.75,88.75,91.88,93.13,93.13,95.63,93.13,97.88,91.81,97.88,97.88,101.00,101.00,100.38,102.88,104.75,105.38,107.25,109.75,112.25,112.25,104.39,113.50,112.25,109.75,107.25,111.00,108.50,109.75,111.00,111.00,111.00,108.50,108.50,110.17,114.75,112.25,109.75,107.25,104.75,106.00,111.00,125.25,129.50,127.00,122.50,123.75,116.15,116.25,118.75,123.75,123.75,130.00,.,.,.,.,.,.,.,.
....Tarlac,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Tarlac,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Tarlac,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Tarlac,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Tarlac,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135.40,135.40,142.25,141.00,138.50,110.00,105.00,98.75,104.38,130.63,120.63,100.00,103.75,98.75,116.14,130.00,120.00,131.25,115.00,127.50,123.75,135.00,124.75,104.38,122.88,129.75,137.50,125.15,126.88,143.88,121.25,105.00,113.75,112.50,119.75,140.38,118.13,112.50,140.00,180.25,127.86,187.25,159.25,161.25,130.00,115.00,.,.,.,.,.,.,.,.
....Tarlac,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Tarlac,"MONGGO, GREEN, 1 KG",116.20,116.20,116.20,113.21,113.21,115.00,114.26,111.27,109.78,109.78,106.79,106.79,112.39,103.80,105.29,103.80,100.81,107.52,107.52,101.55,110.51,106.03,107.52,106.03,109.02,105.78,109.02,109.02,109.77,118.48,129.93,113.50,117.24,120.23,118.74,116.49,119.48,120.97,116.91,123.96,121.73,128.44,123.96,113.51,113.51,115.00,115.63,116.25,116.25,116.25,118.75,118.60,118.75,118.13,118.75,118.75,116.25,116.25,117.50,116.25,116.88,119.25,120.50,116.75,117.83,115.50,115.50,114.25,116.75,114.25,116.75,115.50,125.50,123.00,121.75,118.00,115.50,117.69,116.75,116.75,115.50,112.50,114.25,116.75,116.75,118.00,118.00,118.00,119.25,121.75,117.02,121.75,121.75,123.00,121.75,120.50,128.00,125.50,126.75,126.75,129.25,126.75,129.25,125.08,126.75,134.25,133.00,133.00,135.50,.,.,.,.,.,.,.,.
....Zambales,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Zambales,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Zambales,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
