Region/Province,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Kalinga,"Mongo [Mungbean] green, labo",..,61.46,61.78,62.72,63.02,..,..,..,..,..,..,..,62.25,..,..,67.86,67.69,66.36,..,..,..,..,..,..,..,67.30,..,..,64.50,58.33,59.77,..,..,..,..,..,..,..,60.87,..,64.29,60.79,62.21,62.45,..,..,..,..,..,..,..,62.44,..,61.05,58.76,..,53.81,..,..,..,..,..,..,..,57.87,..,77.18,75.37,64.79,62.06,64.12,..,..,..,..,..,..,68.70,..,..,74.80,73.06,75.00,71.00,..,..,..,..,..,..,73.47,..,81.12,76.54,76.64,77.45,77.24,..,..,..,..,..,..,77.80,..,75.65,68.57,73.00,72.70,71.92,..,..,..,..,..,..,72.37,..,53.09,62.31,70.44,69.31,69.57,..,..,..,..,..,..,64.94,..,75.42,78.14,61.72,65.71,89.14,..,..,..,..,..,..,74.03,..,78.05,78.87,84.66,86.20,91.85,..,..,..,..,..,..,..
....Mountain Province,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Mongo [Mungbean] green, labo",50.76,51.56,52.12,43.99,45.68,47.08,44.87,46.16,48.23,46.04,51.37,51.25,48.26,54.09,53.89,52.49,53.35,54.59,54.69,48.04,48.69,49.91,49.27,54.58,54.90,52.37,52.89,52.35,52.81,54.71,53.75,54.19,50.54,52.18,53.03,51.22,53.20,51.68,52.71,51.89,49.44,48.47,51.05,51.25,54.16,50.20,51.54,52.69,53.49,58.33,57.30,52.48,53.67,52.43,52.56,51.61,47.62,45.98,50.72,52.15,54.41,55.60,54.45,54.08,52.11,56.07,58.94,59.94,57.83,58.17,56.67,53.36,53.68,55.76,56.39,55.93,56.89,56.64,58.44,53.53,58.88,53.36,53.63,49.63,50.23,52.33,53.85,54.15,54.56,60.69,54.44,58.16,54.01,53.21,56.26,57.55,54.92,53.04,54.68,59.50,60.26,63.38,66.95,57.66,56.80,70.60,71.20,65.67,61.86,62.34,66.21,61.17,63.44,61.99,67.45,65.77,64.54,62.91,61.78,64.93,62.31,56.51,52.87,60.14,62.29,59.58,59.69,65.92,64.03,61.08,64.09,64.27,63.09,61.26,61.23,57.31,59.22,61.64,55.31,55.75,63.68,66.31,61.10,62.48,66.61,67.17,65.70,63.59,60.05,59.21,63.95,..,..,..,..,..
....Ilocos Norte,"Mongo [Mungbean] green, labo",57.39,56.93,58.25,48.27,48.95,51.08,50.82,50.66,52.72,46.14,47.42,47.34,51.33,51.89,47.18,47.22,51.80,50.93,50.19,49.80,49.71,49.47,47.45,46.86,46.53,49.09,46.34,46.26,45.21,45.20,44.66,45.13,45.78,47.75,48.00,46.59,48.96,48.70,46.55,42.78,42.92,43.28,45.71,45.79,46.56,42.83,44.50,44.31,42.23,42.75,43.27,43.91,46.67,46.54,47.96,46.04,46.04,45.83,45.96,46.52,46.40,48.11,47.96,48.57,46.88,48.35,53.14,54.76,53.16,48.89,46.71,48.08,49.11,49.94,52.82,53.39,52.59,50.91,42.77,41.67,41.38,42.23,42.27,41.60,45.38,46.75,47.94,48.04,46.86,47.28,44.51,46.80,43.46,43.08,48.30,48.08,48.51,48.20,48.53,48.21,49.11,49.27,49.68,47.60,50.84,51.76,52.77,53.86,53.64,54.12,55.50,56.00,56.51,57.91,58.02,58.07,54.92,54.42,56.80,59.44,57.93,61.42,44.48,56.88,51.73,54.65,53.11,57.84,57.70,55.53,59.46,55.10,58.41,57.46,60.97,52.14,55.80,54.53,55.14,58.36,59.18,62.82,57.45,65.34,61.37,60.18,64.50,57.42,53.00,54.04,55.93,..,..,..,..,..
....Ilocos Sur,"Mongo [Mungbean] green, labo",45.31,43.15,41.93,38.66,39.72,38.48,38.92,41.66,43.73,45.93,46.78,47.25,42.63,48.03,49.49,46.14,47.49,46.81,45.91,46.28,47.67,50.34,51.08,52.85,53.27,48.78,51.43,50.17,51.84,54.33,53.29,54.59,55.30,56.61,58.06,55.84,56.95,54.65,54.42,53.94,51.65,53.64,51.56,54.31,55.60,57.57,58.57,61.07,64.75,65.56,63.78,57.67,52.70,50.69,48.55,52.81,55.40,55.78,55.48,57.77,62.41,63.09,63.41,64.06,56.85,63.18,63.62,63.25,57.83,60.19,57.83,58.63,58.25,61.58,59.96,59.91,61.35,60.47,61.42,57.36,60.28,57.57,56.30,46.60,55.08,57.90,59.76,60.26,61.71,59.13,57.78,57.47,42.99,46.53,57.43,58.57,52.43,57.87,60.83,70.78,71.40,67.98,70.78,59.59,62.76,67.52,68.20,68.44,59.71,60.46,64.95,66.34,70.36,66.06,69.60,66.35,65.90,70.36,66.31,56.14,67.07,54.55,60.81,63.39,62.16,64.51,66.26,61.67,70.35,63.63,64.01,65.53,61.72,57.62,60.52,54.95,62.63,57.92,49.94,53.13,59.79,60.48,59.02,59.32,65.24,66.31,61.20,62.86,61.41,64.38,58.95,..,..,..,..,..
....La Union,"Mongo [Mungbean] green, labo",49.57,54.61,56.17,45.04,48.37,51.68,..,..,..,..,59.92,59.17,53.07,62.35,65.01,64.10,60.75,66.04,67.96,..,..,..,..,64.04,64.91,64.40,60.91,60.63,61.37,64.60,63.29,62.86,..,..,..,..,53.69,..,61.05,58.96,53.76,48.50,55.88,53.65,60.31,..,..,..,..,66.67,64.84,57.82,61.65,60.07,61.18,55.98,41.43,36.33,..,..,..,..,51.97,49.61,52.28,56.67,60.06,61.80,62.51,65.42,65.46,..,..,..,..,54.48,56.72,60.39,71.12,61.57,74.99,60.29,62.33,60.68,..,..,..,..,55.12,75.66,65.22,70.20,75.57,70.02,63.04,66.01,63.82,..,..,..,..,72.90,80.39,70.24,..,92.51,92.63,74.72,72.23,72.45,78.19,..,..,..,74.72,72.88,78.79,63.96,62.22,79.21,61.94,53.57,53.31,..,72.97,..,..,78.26,..,65.68,68.80,72.17,69.14,68.71,62.19,64.83,..,72.48,60.84,..,72.08,75.63,68.69,62.79,73.23,75.02,71.40,70.50,65.74,..,76.98,..,..,..,..,..
....Pangasinan,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"Mongo [Mungbean] green, labo",..,41.28,..,..,51.95,52.17,48.27,58.17,64.11,..,..,..,52.66,..,..,..,..,71.14,71.56,60.94,59.73,..,..,..,..,65.84,..,..,..,..,..,39.99,41.54,44.16,..,..,..,44.43,42.53,..,..,..,..,..,61.56,63.09,43.68,..,..,..,..,56.11,..,..,..,..,..,54.81,67.26,59.13,..,..,..,..,60.40,..,..,..,..,..,60.16,55.25,61.87,..,..,..,..,59.09,..,..,..,..,..,53.32,61.88,51.53,..,..,..,..,55.58,..,..,..,..,..,57.15,53.47,56.02,..,..,..,..,55.55,..,..,..,59.02,58.84,70.01,53.68,59.73,..,..,..,..,60.26,..,..,..,46.25,49.38,72.01,60.09,54.67,..,..,..,..,56.48,..,..,..,52.87,62.64,78.05,66.04,65.18,..,..,..,..,64.96,..,..,..,40.51,57.64,93.45,68.35,74.08,..,..,..,..,..
....Batanes,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cagayan,"Mongo [Mungbean] green, labo",..,41.28,..,..,..,..,43.94,58.17,64.11,..,..,..,51.88,..,..,..,..,71.14,71.56,60.94,59.73,..,..,..,..,65.84,..,..,..,..,..,39.99,41.54,44.16,..,..,..,..,41.90,..,..,..,..,..,61.56,63.09,43.68,..,..,..,..,56.11,..,..,..,..,..,54.81,67.26,59.13,..,..,..,..,60.40,..,..,..,..,..,60.16,55.25,61.87,..,..,..,..,59.09,..,..,..,..,..,53.32,61.88,51.53,..,..,..,..,55.58,..,..,..,..,..,57.15,53.47,56.02,..,..,..,..,55.55,..,..,..,..,..,70.01,57.43,63.77,..,..,..,..,63.74,..,..,..,..,..,72.01,63.59,56.61,..,..,..,..,64.07,..,..,..,..,..,78.05,70.14,71.60,..,..,..,..,73.26,..,..,..,28.27,..,93.45,81.25,88.67,..,..,..,..,..
....Isabela,"Mongo [Mungbean] green, labo",..,..,..,..,51.95,52.17,52.60,..,..,..,..,..,52.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.43,44.43,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Vizcaya,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.02,58.84,..,49.92,55.69,..,..,..,..,55.87,..,..,..,46.25,49.38,..,56.59,52.73,..,..,..,..,51.24,..,..,..,52.87,62.64,..,61.94,58.76,..,..,..,..,59.05,..,..,..,52.74,57.64,..,55.45,59.48,..,..,..,..,..
....Quirino,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),"Mongo [Mungbean] green, labo",..,50.22,56.27,50.00,..,..,..,..,..,..,..,..,52.16,..,71.20,47.78,36.00,51.42,..,..,..,..,..,..,..,51.60,46.86,43.03,42.21,44.70,39.22,41.04,..,..,..,..,..,..,42.84,47.11,36.71,43.61,40.61,36.83,35.24,..,..,..,..,..,..,40.02,44.80,46.80,44.48,46.67,47.21,44.80,..,..,..,..,..,..,45.79,53.02,49.07,49.17,51.36,50.43,45.00,..,..,..,..,..,48.00,49.44,48.00,60.00,56.89,59.05,51.71,51.59,..,..,..,..,..,46.00,53.32,59.74,72.49,72.50,62.74,60.13,50.37,..,..,..,..,..,..,63.00,74.40,67.85,66.47,59.75,60.77,61.60,..,..,..,..,..,..,65.14,75.96,71.52,55.27,50.65,56.92,52.10,..,..,..,..,..,..,60.40,66.85,72.62,72.16,74.76,62.64,69.50,..,..,..,..,..,..,69.76,77.88,71.15,68.32,69.06,64.89,65.70,..,..,..,..,..,..,..
....Aurora,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bataan,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bulacan,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Ecija,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"Mongo [Mungbean] green, labo",..,56.43,70.23,59.99,..,..,..,..,..,..,..,..,62.22,..,71.20,59.56,..,51.42,..,..,..,..,..,..,..,60.73,..,46.06,45.96,47.00,38.43,41.04,..,..,..,..,..,..,43.70,..,..,50.58,44.21,35.25,31.95,..,..,..,..,..,..,40.50,..,55.14,51.01,56.39,56.00,49.42,..,..,..,..,..,..,53.59,..,58.50,60.06,62.22,57.65,50.00,..,..,..,..,..,..,57.69,..,60.00,60.00,58.02,43.42,47.56,..,..,..,..,..,..,53.80,62.31,68.37,85.00,61.55,52.52,53.81,..,..,..,..,..,..,63.93,..,60.37,57.95,54.76,54.68,55.00,..,..,..,..,..,..,56.55,..,..,44.69,42.24,43.88,40.05,..,..,..,..,..,..,42.72,..,79.86,75.12,78.49,56.93,73.45,..,..,..,..,..,..,72.77,..,72.77,76.03,64.93,58.30,63.37,..,..,..,..,..,..,..
....Zambales,"Mongo [Mungbean] green, labo",..,44.00,42.31,40.00,..,..,..,..,..,..,..,..,42.10,..,..,36.00,36.00,..,..,..,..,..,..,..,..,36.00,46.86,40.00,38.45,42.40,40.00,..,..,..,..,..,..,..,41.54,47.11,36.71,36.64,37.01,38.40,38.52,..,..,..,..,..,..,39.07,44.80,38.46,37.95,36.94,38.42,40.18,..,..,..,..,..,..,39.46,53.02,39.63,38.28,40.50,43.20,40.00,..,..,..,..,..,48.00,43.23,48.00,..,53.78,60.08,60.00,55.61,..,..,..,..,..,46.00,53.91,57.16,76.61,60.00,63.93,67.73,46.92,..,..,..,..,..,..,62.06,74.40,75.33,74.99,64.74,66.85,68.19,..,..,..,..,..,..,70.75,75.96,71.52,65.84,59.06,69.95,64.15,..,..,..,..,..,..,67.75,66.85,65.38,69.20,71.03,68.34,65.54,..,..,..,..,..,..,67.72,77.88,69.52,60.61,73.19,71.48,68.03,..,..,..,..,..,..,..
..REGION IV-A (CALABARZON),"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Laguna,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Quezon,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Rizal,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..MIMAROPA REGION,"Mongo [Mungbean] green, labo",42.67,51.90,53.39,57.35,62.71,61.35,58.09,53.07,55.58,57.64,68.80,63.21,57.15,57.05,61.83,62.55,61.40,67.96,68.94,56.20,58.69,58.79,78.79,78.46,76.26,65.58,41.79,53.12,52.67,61.09,47.21,52.25,51.50,50.88,50.17,63.95,64.52,65.34,54.54,48.39,52.52,51.55,50.49,46.32,48.80,42.45,44.34,46.75,56.76,64.29,64.88,51.46,46.31,53.01,52.28,58.73,47.54,48.78,48.28,49.83,49.94,61.17,68.96,70.49,54.61,54.93,58.99,56.13,58.91,49.93,52.14,56.23,51.13,52.01,61.48,68.29,67.43,57.30,47.79,56.89,57.95,61.25,48.50,49.90,44.91,50.27,50.90,70.40,72.19,70.76,56.81,51.74,61.44,62.72,65.84,59.00,60.24,56.25,55.64,59.09,60.75,62.63,75.96,60.94,61.75,65.06,57.55,62.62,53.52,58.92,71.44,66.30,75.21,53.66,62.55,64.27,62.74,53.40,67.15,69.72,65.75,53.48,60.35,40.36,52.93,56.49,55.00,67.93,70.21,59.40,59.18,65.11,65.52,68.61,61.29,62.34,67.07,78.11,64.96,..,62.13,65.34,65.42,70.14,66.91,68.69,66.42,65.02,58.85,56.21,70.77,..,..,..,..,..
....Marinduque,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Occidental Mindoro,"Mongo [Mungbean] green, labo",52.12,52.93,57.36,58.36,60.98,61.35,62.80,63.41,64.02,67.56,67.89,53.97,60.23,68.64,67.98,68.28,68.15,67.96,68.94,69.04,75.60,74.60,78.79,80.52,78.80,72.28,48.25,45.48,45.37,55.45,47.21,52.25,62.23,63.40,63.95,63.95,62.40,62.90,56.07,57.92,46.18,46.17,45.29,46.32,48.80,50.62,52.35,54.08,56.76,59.29,58.63,51.87,57.38,52.76,49.07,46.08,47.54,48.78,56.75,58.28,60.18,61.17,65.19,67.67,55.90,65.79,58.32,51.41,48.82,49.93,52.14,56.23,59.46,60.53,61.48,62.58,60.83,57.29,55.83,50.65,47.40,47.58,48.50,49.90,49.27,58.96,63.11,70.40,68.87,67.22,56.47,55.81,61.12,60.64,60.44,59.00,60.24,61.39,67.58,58.66,60.75,50.62,..,59.66,61.27,66.05,55.85,57.20,53.52,58.92,69.01,57.47,..,53.66,54.21,53.40,58.23,52.10,53.26,52.88,54.24,53.48,60.35,..,..,..,55.00,60.09,63.52,56.10,65.76,60.88,59.25,61.21,61.29,62.34,..,..,..,..,60.26,61.69,61.59,68.94,67.10,63.59,63.64,66.75,62.52,48.33,..,..,..,..,..,..
....Oriental Mindoro,"Mongo [Mungbean] green, labo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.00,70.00,..,60.00,60.00,60.69,63.28,55.18,..,..,..,..,..,..,..
