Region/Province,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Oriental Mindoro,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Palawan,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Romblon,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION V (BICOL REGION),Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Albay,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Camarines Norte,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Camarines Sur,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Catanduanes,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Masbate,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sorsogon,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VI (WESTERN VISAYAS),Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.33,36.79,41.70,38.18,32.08,37.71,38.53,42.75,46.30,41.99,40.83,38.29,39.37,28.87,28.42,26.68,35.56,37.52,38.27,39.98,38.80,40.45,39.05,37.21,42.95,36.15,39.46,41.21,38.73,38.48,34.82,40.81,42.91,43.39,43.39,44.48,44.36,42.77,41.23,40.31,40.51,43.70,46.27,54.01,47.09,55.17,61.67,61.53,70.69,65.57,58.19,53.73,58.82,48.60,49.83,62.33,68.17,65.83,59.11,73.16,70.80,73.18,65.87,62.82,63.21,48.90,42.16,42.76,43.85,42.30,44.80,43.45,46.14,46.98,49.16,49.37,51.43,45.94,53.10,47.64,56.69,54.69,52.74,56.87,56.25,59.27,62.64,60.67,59.38,58.05,56.50,51.51,57.34,50.24,41.88,52.48,52.64,59.58,65.51,74.30,69.16,62.15,67.01,58.65,74.80,70.99,65.54,73.80,65.70,64.29,68.05,57.97,59.09,57.81,62.26,87.47,67.31,72.52,78.55,73.34,67.55,72.21,66.01,69.07,72.33,..,..,..,..,..
....Aklan,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Antique,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.94,55.01,54.87,58.76,56.72,59.20,59.46,..,58.18,56.77,51.70,54.02,51.81,51.80,42.84,61.38,63.50,64.19,62.83,65.87,62.59,61.47,57.83,56.79,58.51,61.21,59.89,58.67,61.78,68.15,62.24,51.09,60.34,66.67,67.33,61.06,75.00,63.62,65.96,59.79,69.30,66.97,66.23,78.07,76.92,67.64,58.67,62.65,67.57,66.53,57.29,57.93,66.46,63.30,69.67,66.59,71.56,71.65,76.80,73.61,78.26,68.30,80.94,68.79,76.36,72.42,77.99,80.00,81.50,84.09,79.83,90.36,77.24,88.57,79.84,78.49,87.87,71.32,59.46,77.88,75.00,91.66,98.33,118.41,100.43,95.16,91.00,87.08,98.33,96.29,82.07,73.80,91.64,81.96,83.59,93.19,94.17,83.66,93.72,124.35,91.40,105.04,109.69,105.80,90.68,102.20,97.85,99.84,104.66,..,..,..,..,..
....Capiz,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Guimaras,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Iloilo,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.33,36.79,41.70,38.18,32.08,37.71,38.53,42.75,46.30,41.99,40.83,38.29,39.37,42.59,41.34,38.40,39.04,40.72,42.83,42.59,41.35,43.20,41.46,55.31,48.17,43.08,44.09,48.67,45.49,45.00,42.91,42.23,44.41,45.06,46.52,46.23,49.61,45.81,45.50,41.08,42.25,46.10,52.15,74.20,54.54,71.90,97.31,106.45,124.86,101.12,78.35,74.19,71.99,53.20,58.66,98.61,109.67,107.62,88.25,116.74,111.58,129.21,115.38,94.78,96.31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Negros Occidental,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.15,15.50,14.96,15.71,16.84,17.10,18.60,18.33,18.95,16.22,19.11,22.50,17.41,22.59,20.94,18.90,18.63,18.71,18.82,20.81,20.92,20.83,21.34,20.87,21.02,20.37,23.07,20.76,23.79,26.76,29.15,24.96,25.47,25.47,27.05,26.88,28.92,28.88,25.93,29.48,28.99,24.87,28.58,25.53,22.90,22.84,24.68,23.91,22.70,23.57,31.04,25.76,31.27,27.03,27.58,21.24,21.30,19.93,20.30,20.72,22.31,21.51,25.13,24.60,23.58,25.25,26.48,37.01,36.95,27.48,33.73,31.00,34.45,45.45,30.97,41.51,27.52,33.15,24.53,26.80,29.16,24.29,27.07,30.28,27.50,32.68,30.18,37.89,29.13,43.02,30.21,51.27,45.69,49.00,..,39.75,46.62,52.50,22.75,24.01,31.95,30.80,50.58,40.45,40.00,47.41,40.87,44.42,42.22,34.16,38.29,40.00,..,..,..,..,..
..REGION VII (CENTRAL VISAYAS),Onion Leaves,43.15,34.40,43.43,44.79,39.92,52.81,44.78,48.92,41.52,39.49,41.54,37.44,42.68,44.31,48.97,43.09,31.56,26.03,25.54,24.03,24.18,28.28,27.74,30.25,32.97,32.25,43.58,37.28,41.11,39.49,37.71,41.30,44.00,45.19,37.87,39.82,41.57,43.86,41.07,41.05,37.02,32.76,39.84,39.43,38.41,39.80,38.80,34.17,32.82,33.80,37.91,37.15,44.54,38.68,32.64,29.32,32.17,33.98,35.64,36.75,28.99,32.09,33.14,42.62,35.05,49.61,36.54,40.88,51.83,58.16,57.63,69.05,61.76,55.55,55.41,45.41,43.49,52.11,52.79,41.82,47.86,57.10,72.93,69.30,73.44,71.27,59.59,38.07,43.47,36.02,55.31,33.61,45.13,32.77,23.56,14.17,22.57,22.61,23.34,30.51,44.34,35.20,40.51,30.69,54.83,41.63,52.26,55.65,48.42,43.31,50.33,49.59,49.35,41.30,34.12,44.78,47.13,36.71,34.01,37.77,43.30,56.42,60.82,54.48,64.04,60.90,57.05,49.23,49.32,50.34,54.23,51.12,46.44,39.87,49.53,44.33,35.22,30.61,29.05,26.75,36.07,40.38,40.30,51.15,43.06,36.67,37.24,34.86,36.84,42.86,41.51,..,..,..,..,..
....Bohol,Onion Leaves,35.37,35.06,31.75,39.15,36.70,39.79,36.11,40.68,41.37,36.15,38.47,38.26,37.41,42.24,42.64,40.01,38.90,37.20,39.30,36.85,29.58,31.40,30.61,32.56,32.04,36.11,37.26,36.29,35.08,40.88,38.97,40.04,39.94,40.61,35.25,39.06,39.54,40.07,38.58,38.86,32.87,43.53,44.23,38.50,44.54,46.86,44.95,47.76,41.62,43.87,40.94,42.38,52.76,42.19,43.84,34.49,37.94,37.32,40.31,34.41,33.96,40.10,42.39,41.25,40.08,47.61,44.85,48.62,60.32,57.40,54.24,59.06,44.31,51.94,56.60,44.20,39.21,50.70,51.05,47.69,53.98,54.38,64.83,69.93,54.80,76.49,66.00,44.46,40.85,43.97,55.70,..,..,..,..,..,..,28.55,24.90,41.47,43.81,37.10,35.10,35.16,53.99,49.52,44.32,51.85,53.66,43.67,59.55,47.55,42.87,56.48,31.32,45.56,48.36,44.24,36.51,41.25,42.66,52.95,53.13,55.97,53.23,57.67,53.14,39.88,41.70,47.69,48.15,47.93,37.14,39.21,55.59,48.40,42.28,47.76,34.89,34.92,36.54,37.01,42.49,47.91,44.66,48.18,47.98,39.05,37.88,40.44,45.79,..,..,..,..,..
....Cebu,Onion Leaves,38.69,21.95,41.25,42.68,51.07,79.36,57.21,64.76,44.14,42.34,33.33,23.54,45.03,29.46,38.86,23.35,26.80,21.63,18.78,9.11,19.97,22.05,18.65,17.12,24.90,22.56,35.63,38.78,42.15,42.45,35.58,31.19,34.41,31.94,28.50,26.13,28.61,28.55,33.66,29.10,27.47,25.44,34.14,37.79,33.05,33.67,27.19,24.30,22.57,17.96,25.01,28.14,31.58,32.96,24.64,24.44,24.99,38.11,39.56,36.13,19.48,22.76,23.81,40.76,29.94,48.71,31.03,40.75,55.70,79.87,80.73,100.34,83.79,57.19,54.98,38.00,46.17,59.77,58.05,38.06,56.18,77.13,88.10,78.13,89.11,78.92,74.49,30.33,49.23,33.03,62.56,31.19,51.33,37.05,18.93,10.70,19.75,22.11,19.83,27.27,61.03,30.95,44.38,31.21,39.64,28.96,50.84,62.65,43.86,58.53,63.74,64.92,57.33,31.03,34.92,52.75,49.10,28.83,35.64,42.62,62.97,78.47,81.83,60.24,90.36,67.95,62.26,49.69,53.29,59.51,52.97,60.95,40.61,63.80,70.50,59.78,43.15,29.27,27.55,25.49,33.06,45.32,46.04,48.01,44.08,19.32,25.00,29.26,47.01,59.11,51.35,..,..,..,..,..
....Negros Oriental,Onion Leaves,55.40,46.19,57.29,52.55,31.99,39.28,41.02,41.32,39.06,39.99,52.83,50.51,45.62,61.22,65.42,65.90,28.97,19.26,18.53,26.12,23.00,31.40,33.97,41.08,41.97,38.07,57.86,36.78,46.10,35.15,38.59,52.66,57.66,63.03,49.86,54.28,56.57,62.95,50.96,55.18,50.73,29.31,41.16,42.00,37.64,38.87,44.27,30.46,34.26,39.56,47.79,40.94,49.27,40.89,29.45,29.04,33.57,26.52,27.05,39.71,33.52,33.40,33.21,45.86,35.12,52.51,33.73,33.26,39.48,37.20,37.92,47.74,57.18,57.51,54.64,54.02,45.10,45.86,49.28,39.70,33.42,39.78,65.87,59.85,76.41,58.41,38.27,39.42,40.33,31.07,47.65,36.02,38.93,28.48,28.18,17.63,25.39,17.17,25.30,22.79,28.17,37.54,42.06,28.97,70.85,46.42,61.63,52.45,47.73,27.73,27.69,36.29,47.85,36.39,36.11,36.04,43.93,37.05,29.88,29.45,24.28,37.83,47.50,47.24,48.54,57.08,55.76,58.11,52.98,43.81,61.58,44.49,61.58,16.61,22.51,24.80,20.22,14.81,24.70,19.83,38.61,38.80,32.38,57.54,40.45,42.51,38.75,36.27,25.62,29.04,27.38,..,..,..,..,..
....Siquijor,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION VIII (EASTERN VISAYAS),Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Biliran,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Eastern Samar,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Leyte,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Northern Samar,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Samar,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Southern Leyte,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION IX (ZAMBOANGA PENINSULA),Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zamboanga del Norte,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zamboanga del Sur,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zamboanga Sibugay,Onion Leaves,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
