Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Batangas,"FRESH FISH, TILAPIA, MEDIUM, 1 KG",85.17,85.99,85.17,95.00,95.00,96.30,97.50,97.50,97.50,97.50,101.30,101.30,94.60,101.30,101.30,98.80,95.00,93.80,93.80,93.80,93.80,95.00,93.80,92.50,92.50,95.45,95.00,92.50,92.50,98.80,87.50,100.00,95.00,96.30,106.90,100.00,97.50,97.50,96.63,102.50,97.50,92.50,88.80,96.25,93.75,93.75,92.50,95.00,96.90,91.30,95.00,94.65,101.30,100.00,96.30,96.90,97.50,98.80,98.80,98.80,103.80,98.80,95.00,98.80,98.73,101.30,102.50,103.80,103.80,103.80,106.30,103.80,106.30,106.30,106.30,112.50,110.00,105.56,115.00,115.00,116.30,116.30,116.30,117.50,106.25,106.25,106.25,106.25,126.25,143.75,115.95,140.00,113.75,112.50,113.75,111.25,111.25,108.75,115.00,112.50,115.00,111.25,118.75,115.31,120.00,115.00,120.00,116.67,127.50,127.50,123.75,130.00,126.25,131.25,130.00,127.50,124.62,128.75,122.50,122.50,122.50,120.00,113.75,118.75,134.75,134.75,134.75,134.75,136.00,126.98
....Batangas,"FRESH FISH, TULINGAN (FRIGATE TUNA), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"FRESH CRABS, ALIMANGO, MEDIUM, 1 KG",391.69,407.71,389.90,398.80,396.30,412.50,370.00,353.80,353.80,391.30,360.00,387.50,384.44,387.50,387.50,395.00,395.00,377.50,408.80,408.80,396.30,408.80,396.30,415.00,431.30,400.65,431.30,431.30,430.00,471.80,448.10,446.80,446.80,420.80,420.80,420.80,420.80,420.80,434.18,440.80,447.50,435.00,422.50,421.25,422.50,385.00,383.80,427.50,421.30,421.30,421.30,420.81,421.30,421.30,421.30,421.30,421.30,421.30,421.30,421.30,421.30,421.30,421.30,421.30,421.30,421.30,421.30,433.80,446.30,446.30,446.30,446.30,446.30,440.00,440.00,440.00,440.00,438.99,438.80,438.80,438.80,438.80,438.80,438.80,438.75,445.00,445.00,450.00,450.00,462.50,443.67,462.50,462.50,462.50,462.50,462.50,462.50,493.75,493.75,493.75,493.75,506.25,506.25,480.21,506.25,525.00,525.00,533.33,512.50,512.50,490.63,468.75,448.75,436.25,431.25,452.00,486.85,460.00,516.00,514.00,517.14,484.29,470.00,440.00,432.36,434.54,433.45,444.37,434.54,465.06
....Batangas,"FRESH CRABS, ALIMASAG, MEDIUM, 1 KG",353.26,367.71,351.65,359.67,358.07,380.55,338.81,325.96,325.96,342.01,317.93,337.20,346.57,337.20,337.20,346.83,346.83,340.41,364.49,364.49,356.47,364.49,356.47,372.53,393.40,356.73,393.40,393.40,384.57,413.37,398.92,397.31,397.31,380.00,380.00,370.00,392.00,390.00,390.86,392.00,370.00,350.00,388.00,410.00,422.00,450.00,450.00,380.00,390.00,358.00,358.00,393.17,370.00,370.00,370.00,370.00,370.00,370.00,370.00,370.00,370.00,328.60,340.00,358.30,363.08,340.00,378.60,375.70,375.70,375.70,375.70,368.60,368.60,361.40,361.40,361.40,361.40,367.02,368.60,368.60,368.60,394.30,407.50,407.50,376.25,376.25,352.50,340.00,333.75,328.75,368.55,347.50,336.25,335.00,352.50,345.00,352.50,352.50,338.75,365.00,360.00,340.00,360.00,348.75,377.50,395.00,398.75,388.33,418.75,412.50,368.75,361.25,393.75,378.75,357.50,376.25,385.59,397.50,443.75,462.50,451.25,426.25,427.50,412.50,405.11,407.57,401.41,395.25,405.10,419.64
....Batangas,"FRESH SHRIMP, PUTI, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"FRESH SHRIMP, SUAJE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"FRESH SHRIMP, SUAJE, ENDEAVOR PRAWN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"FRESH SHRIMP, SUAJE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"FRESH SHRIMP, SUGPO, MEDIUM, 1 KG",394.72,402.38,474.57,466.89,477.65,471.49,451.54,450.01,450.01,463.83,482.27,469.97,454.61,512.97,512.97,477.66,491.49,499.15,494.54,494.54,488.40,482.26,456.14,497.61,503.75,492.62,522.19,594.38,568.27,552.14,542.17,562.13,509.92,540.63,540.63,584.38,546.88,677.50,561.77,678.75,687.50,599.38,586.25,627.50,616.25,612.50,612.50,593.80,562.50,570.00,572.50,609.95,590.00,622.50,605.00,605.00,605.00,647.50,647.50,641.30,617.50,530.00,603.80,635.00,612.51,610.00,572.50,581.90,581.90,581.90,538.10,610.00,610.00,610.00,610.00,586.30,573.80,588.87,586.30,586.30,586.30,580.00,542.50,542.50,498.75,523.75,523.75,523.75,517.50,487.50,541.58,528.75,505.00,490.00,472.50,481.25,476.25,472.50,480.00,483.75,483.75,502.50,506.25,490.21,461.25,486.25,495.00,490.00,513.75,526.25,501.25,547.50,555.00,530.00,518.75,484.29,509.11,540.00,513.75,510.00,518.75,510.00,572.50,545.00,501.18,691.08,695.57,727.03,728.15,587.75
....Batangas,"FRESH SQUID, MEDIUM, 1 KG",132.59,130.95,137.50,137.50,132.50,143.80,151.30,150.00,150.00,150.00,132.50,130.00,139.89,127.50,128.80,125.00,125.00,125.00,122.50,122.50,140.00,145.00,132.50,137.50,135.00,130.53,133.80,133.80,133.80,135.00,117.50,120.00,130.00,136.30,133.80,126.30,132.50,131.30,130.34,137.50,136.30,143.80,142.50,137.50,171.25,161.25,156.30,148.80,151.30,145.00,152.50,148.67,153.80,162.50,175.00,157.50,145.00,161.30,166.30,150.00,153.80,158.80,161.30,153.80,158.26,151.30,178.80,191.30,208.80,208.80,202.50,201.30,197.50,198.80,195.00,205.00,208.80,195.66,201.30,181.30,181.30,192.50,187.50,183.80,153.75,153.75,177.50,182.50,182.50,176.25,179.50,182.50,176.04,157.50,163.75,158.75,160.00,176.25,192.86,191.72,192.86,222.50,227.50,183.52,248.75,241.25,235.00,216.67,210.00,200.00,260.00,227.50,226.25,243.75,260.00,277.14,237.19,315.00,331.25,337.50,271.25,321.25,312.50,286.25,295.05,295.05,352.22,354.84,353.53,318.81
....Batangas,"FRESH FISH, CATFISH, HITO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"FRESH FISH, TUNA, YELLOW-FIN (TAMBAKOL), MEDIUM, 1 KG",166.05,166.05,179.21,208.80,198.80,207.50,198.80,188.80,188.80,190.00,182.50,175.00,187.53,177.50,171.30,185.00,182.50,170.00,171.30,187.50,191.30,182.50,180.00,187.50,195.00,181.78,195.00,195.00,195.00,197.50,197.50,200.00,213.80,212.50,213.80,221.30,216.30,207.50,205.43,227.50,232.50,205.00,208.80,197.50,196.25,201.25,192.50,203.80,206.30,190.00,187.50,204.08,178.80,187.50,175.00,181.30,192.50,195.00,190.00,195.00,179.40,170.00,171.30,173.10,182.41,180.00,212.50,220.00,226.30,217.50,208.80,212.50,212.50,210.00,196.30,210.00,212.50,209.91,245.00,236.30,220.00,210.00,211.30,231.30,228.75,221.25,240.00,235.00,247.50,242.50,230.74,242.50,225.00,233.75,248.75,242.50,238.75,238.75,218.75,230.00,228.75,228.75,256.25,236.04,316.25,275.00,270.00,258.33,245.00,267.50,272.50,232.50,243.75,241.25,277.50,284.29,265.32,280.00,248.75,256.25,266.25,265.00,263.75,268.75,320.42,307.53,290.35,328.39,319.80,284.60
....Batangas,"FRESH SEAWEEDS, LATO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"FRESH SHELLS, TAHONG, 1 KG",49.05,49.05,45.54,43.80,47.50,53.80,53.10,53.10,53.10,56.30,55.00,55.00,51.20,55.00,70.00,71.30,71.30,71.30,71.30,68.10,68.80,70.00,73.80,71.30,72.50,69.56,76.90,73.80,55.00,57.50,60.00,62.50,61.30,63.80,63.80,63.80,66.30,68.80,64.46,69.40,74.40,74.40,61.90,63.13,68.13,64.38,66.90,70.60,73.10,65.60,70.00,68.50,73.80,75.00,68.80,72.50,75.00,68.80,66.30,71.30,72.50,85.00,88.80,93.80,75.97,95.00,87.50,92.50,87.50,87.50,82.50,83.80,86.30,88.80,88.80,85.00,85.00,87.52,85.00,91.30,86.30,87.50,88.80,90.00,100.00,98.75,111.25,118.75,122.50,122.50,100.22,102.50,97.50,95.00,100.00,102.50,90.00,87.50,97.50,100.00,102.50,105.00,105.00,98.75,107.50,110.00,107.50,93.33,103.75,110.00,107.50,105.00,97.50,105.00,110.00,105.71,105.23,120.00,126.25,117.50,112.50,115.00,115.00,125.00,119.57,119.57,127.72,137.23,138.59,122.83
....Cavite,"FRESH FISH, CAESIO, DALAGANG-BUKID, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, DALAG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, DILIS (ANCHOVIES), 1 KG",107.57,107.14,99.55,106.30,107.50,106.30,101.30,101.30,105.00,107.50,108.80,110.00,105.69,108.80,112.50,106.30,97.50,101.30,101.30,102.50,100.00,96.30,98.80,98.80,97.50,101.80,103.80,120.00,120.00,127.50,125.00,108.80,112.50,115.00,120.00,123.80,120.00,116.90,117.78,117.50,117.50,121.90,118.10,120.00,120.00,121.25,116.25,117.50,117.50,102.50,117.50,117.29,122.50,116.25,114.38,113.75,97.50,107.50,112.50,120.00,115.00,113.75,117.50,106.25,113.07,122.50,120.00,117.50,120.00,116.25,115.00,110.00,113.75,127.50,125.00,125.00,120.00,119.38,132.50,127.50,135.00,136.25,127.50,120.00,122.50,130.00,145.00,142.50,125.00,122.50,130.52,117.50,120.00,122.50,122.50,112.50,127.50,120.00,125.00,132.50,128.75,123.75,135.00,123.96,156.25,152.50,142.50,120.00,135.00,130.00,131.25,140.00,152.50,155.00,168.75,168.75,146.04,176.25,158.75,137.50,153.75,147.50,152.50,148.75,155.00,145.31,187.29,155.00,155.00,156.05
....Cavite,"FRESH FISH, DILIS (ANCHOVIES), BOLINAO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, GROUPER, LAPU-LAPU, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, MACKEREL, ALUMAHAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, MACKEREL, HASA-HASA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, MILKFISH, BANGUS, DAGUPAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",129.64,129.24,131.69,132.50,135.00,127.50,133.80,136.30,127.50,133.80,136.30,131.30,132.05,136.30,136.30,132.50,133.80,130.00,130.00,131.30,132.50,130.00,131.30,130.00,127.50,131.79,131.30,133.80,128.80,135.00,133.80,128.80,125.00,130.00,131.30,131.30,132.50,133.10,131.23,133.80,137.50,133.80,140.00,137.50,137.50,138.75,136.88,136.88,135.00,121.25,136.25,135.43,141.25,137.50,135.63,135.00,132.50,128.75,125.00,125.00,122.50,122.50,130.00,133.75,130.78,135.00,136.25,135.00,137.50,135.00,133.75,132.50,133.75,135.00,135.00,141.25,141.25,135.94,145.00,147.50,150.00,156.25,152.50,148.75,156.25,156.25,166.25,188.75,195.00,187.50,162.50,181.25,182.50,177.50,178.75,172.50,165.00,160.00,163.75,153.75,177.50,183.75,190.00,173.85,187.50,191.25,195.00,192.50,200.00,187.50,185.00,173.75,170.00,168.75,158.75,161.25,180.94,173.75,177.50,175.00,182.50,170.00,167.50,171.25,191.25,187.55,182.61,183.84,192.48,179.60
....Cavite,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, OCEANIC BONITO, TULINGANG LAPAD, MED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, OCEANIC BONITO, TULINGANG PUTI, MEDIUM, 1 KG",111.74,113.53,114.19,115.00,115.00,108.80,113.80,130.00,121.30,120.00,121.30,113.80,116.54,115.00,118.80,112.50,115.00,110.00,108.80,113.80,110.00,110.00,116.30,117.50,115.00,113.56,122.50,130.00,120.00,115.00,115.00,113.80,111.30,116.30,123.80,121.30,127.50,123.80,120.03,122.50,122.50,126.30,123.80,121.25,121.25,118.13,120.63,120.00,127.50,117.50,120.00,121.78,131.25,125.00,125.00,110.00,112.50,113.75,118.75,113.75,108.75,111.25,122.50,122.50,117.92,123.75,122.50,123.75,120.00,123.75,122.50,126.25,125.00,126.25,127.50,133.75,130.00,125.42,130.00,122.50,148.75,136.25,131.25,130.00,125.00,137.50,145.00,135.00,142.50,132.50,134.69,138.75,161.25,152.50,155.00,142.50,140.00,153.75,152.50,143.75,152.50,165.00,193.75,154.27,220.00,212.50,205.00,181.25,191.25,153.75,145.00,160.00,162.50,158.75,170.00,208.75,180.73,213.75,226.25,222.50,223.75,222.50,210.00,207.50,227.50,241.54,238.73,238.73,249.96,226.89
....Cavite,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",125.71,120.00,112.65,120.00,112.50,111.30,115.00,128.80,128.80,128.80,137.50,126.30,122.28,136.30,132.50,120.00,117.50,110.00,111.30,120.00,116.30,122.50,125.00,127.50,126.30,122.10,135.00,148.80,122.50,128.80,125.00,122.50,122.50,128.10,127.50,128.80,128.80,132.50,129.23,131.30,130.00,133.80,141.90,128.75,128.75,123.75,136.25,136.88,131.25,127.50,137.50,132.30,137.50,131.25,132.50,125.00,113.75,120.00,125.00,131.25,126.25,130.00,132.50,130.00,127.92,135.00,127.50,127.50,127.50,130.00,136.25,130.00,135.00,136.25,145.00,142.50,135.00,133.96,138.75,140.00,150.00,162.50,147.50,152.50,152.50,153.75,150.00,156.25,148.75,147.50,150.00,160.00,156.25,152.50,165.00,155.00,147.50,158.75,150.00,155.00,158.75,153.75,231.25,161.98,222.50,215.00,175.00,167.50,191.25,170.00,157.50,170.00,170.00,170.00,202.50,225.00,186.35,238.75,218.75,217.50,191.25,200.00,180.00,182.50,227.50,243.75,239.69,231.56,234.27,217.13
....Cavite,"FRESH FISH, SLIPMOUTH, SAPSAP, MEDIUM, 1 KG",206.62,221.12,220.22,220.22,240.15,232.91,215.68,240.15,233.81,225.65,238.34,250.12,228.75,266.43,249.66,247.85,226.55,207.07,206.61,217.48,228.35,223.82,225.64,231.08,228.36,229.91,229.26,227.45,240.13,248.29,248.29,235.61,238.33,240.14,232.90,240.14,241.96,238.78,238.44,253.73,248.29,245.13,256.45,257.36,260.98,252.82,267.32,250.11,248.29,249.20,248.29,253.16,266.42,270.04,275.48,273.67,267.32,266.42,268.24,271.86,273.68,270.05,289.99,293.61,273.90,308.11,295.43,329.86,326.24,306.31,313.55,328.06,315.37,322.62,320.80,335.30,315.37,318.09,360.68,340.74,329.87,349.81,322.62,326.24,358.86,349.80,320.80,311.74,289.99,297.23,329.87,266.42,293.61,338.92,309.92,322.61,308.10,338.92,331.67,317.14,351.25,338.75,368.75,323.84,372.50,360.00,378.75,330.00,352.50,341.25,315.00,326.25,335.00,351.25,343.75,371.25,348.13,371.25,393.75,348.75,373.75,387.50,362.50,337.50,336.25,337.50,317.50,320.00,347.50,352.81
....Cavite,"FRESH FISH, SNAPPER, MAYA-MAYA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, TALAKITOK (MAMSA), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"FRESH FISH, TILAPIA, MEDIUM, 1 KG",107.95,109.63,108.79,111.30,110.00,108.80,108.80,110.00,110.00,112.50,111.30,113.80,110.24,112.50,111.30,112.50,103.80,97.50,95.00,105.00,105.00,106.30,106.30,102.50,105.00,105.23,111.30,111.30,107.50,115.00,117.50,112.50,115.00,117.50,113.80,116.30,118.80,115.00,114.29,117.50,120.00,120.00,122.50,116.25,116.25,118.75,121.25,120.00,121.25,120.00,115.00,119.06,117.50,110.00,115.00,110.00,107.50,106.25,110.00,110.00,110.00,107.50,110.00,113.75,110.63,111.25,105.00,111.25,111.25,110.00,107.50,112.50,121.25,121.25,118.75,118.75,115.00,113.65,116.25,120.00,123.75,121.25,111.25,116.25,117.50,115.00,117.50,116.25,116.25,117.50,117.40,118.75,118.75,122.50,120.00,125.00,111.25,115.00,119.38,113.75,122.50,120.00,126.25,119.43,141.25,141.25,138.75,147.50,146.25,146.25,136.25,133.13,137.50,136.25,131.25,132.50,139.01,138.75,143.75,141.25,141.25,130.00,142.50,137.50,135.00,138.68,133.77,135.00,141.14,138.22
....Cavite,"FRESH FISH, TULINGAN (FRIGATE TUNA), MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
