Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Ilocos Sur,"YOUNG COCONUT, MEDIUM, 1 PC",15.43,15.43,16.25,16.25,17.63,17.63,17.63,17.63,17.63,17.63,18.38,18.38,17.16,20.13,21.25,20.00,20.63,20.63,20.63,20.63,20.63,21.25,21.25,21.25,21.25,20.79,23.13,22.69,22.88,24.38,28.13,29.38,29.38,25.63,25.63,25.00,25.00,25.00,25.52,26.88,27.50,28.13,26.88,25.63,25.63,28.13,28.13,28.13,28.13,28.13,28.13,27.45,28.13,28.13,28.13,28.13,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.38,31.20,26.88,30.00,30.00,30.00,30.00,28.75,28.75,28.75,28.75,27.50,27.50,29.01,29.38,30.63,30.63,30.63,30.63,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.16,30.00,28.75,28.75,28.75,30.00,30.00,30.00,31.25,30.00,30.00,30.00,30.00,29.79,31.25,31.25,30.63,32.50,32.50,32.50,36.25,36.25,36.25,35.63,35.63,35.63,33.86,35.63,36.88,38.13,37.50,37.50,37.50,37.50,37.50,37.50,37.50,36.88,37.50,37.29
....La Union,"MATURED COCONUT, MEDIUM, 1 PC",23.17,23.17,23.17,25.00,25.00,25.75,25.88,25.63,25.63,25.63,25.63,25.75,24.95,25.75,25.75,25.75,25.13,25.00,25.00,25.00,25.00,25.38,24.75,25.38,25.38,25.27,25.38,26.00,26.00,26.00,26.00,26.00,26.00,26.25,26.25,26.25,26.25,26.25,26.05,27.50,27.50,28.13,28.13,28.13,28.13,28.13,28.13,28.13,28.13,28.75,27.50,28.02,27.50,28.13,28.13,28.13,28.13,28.75,28.75,29.38,28.13,28.13,28.13,28.13,28.29,28.75,29.38,32.50,36.88,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.13,33.75,33.75,33.75,33.75,34.38,35.00,35.00,35.00,35.00,35.00,35.00,35.00,34.53,35.00,33.57,32.86,32.86,31.88,31.25,31.25,32.50,30.63,30.63,30.63,33.13,32.18,33.13,33.13,33.75,35.00,34.38,33.75,33.13,32.50,32.50,32.50,32.50,33.13,33.28,33.13,33.13,33.75,35.00,35.63,35.63,35.63,35.00,34.38,33.13,33.13,33.13,34.22
....La Union,"YOUNG COCONUT, MEDIUM, 1 PC",23.00,23.00,23.99,23.25,23.63,24.38,24.38,24.38,24.38,24.38,24.38,23.75,23.91,23.75,23.75,23.75,23.75,24.38,24.38,24.53,24.69,24.38,24.38,24.38,24.38,24.21,24.38,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.63,25.63,25.05,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,25.00,25.00,25.00,25.00,25.00,25.25,25.25,25.25,25.00,25.63,25.32,25.63,26.88,28.75,28.75,28.13,28.13,28.13,28.13,28.13,28.13,28.13,28.13,27.92,28.75,28.75,28.75,28.13,28.75,28.13,29.29,29.29,30.71,30.71,30.71,30.71,29.39,30.71,30.71,30.71,30.71,30.71,30.00,30.00,30.00,30.71,30.71,30.71,30.71,30.53,30.71,30.71,31.43,32.00,32.14,32.86,32.86,32.86,32.14,32.14,32.50,33.75,32.18,33.75,34.38,34.38,34.38,34.38,34.38,33.13,33.13,33.13,33.13,33.13,33.13,33.70
....Pangasinan,"MATURED COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pangasinan,"YOUNG COCONUT, MEDIUM, 1 PC",20.01,20.01,21.32,25.36,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,24.31,25.62,26.00,26.00,24.70,24.70,24.70,27.96,27.96,27.96,27.96,27.96,27.96,26.62,28.22,28.22,28.22,28.60,28.60,29.26,29.26,28.60,29.26,29.26,29.26,29.26,28.84,28.60,28.60,28.60,29.26,29.90,29.32,29.26,29.26,29.54,29.57,29.58,29.26,29.23,30.30,30.94,30.94,30.94,30.94,30.94,30.56,30.55,30.55,30.55,30.55,31.20,30.75,31.20,31.20,31.20,31.20,31.20,31.20,32.50,32.50,32.50,32.50,32.50,32.50,31.85,32.50,33.75,33.75,33.75,33.75,33.75,33.13,33.13,33.13,35.13,35.13,35.13,33.84,35.13,35.13,35.13,35.13,35.13,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.47,34.38,34.38,34.38,34.17,35.00,35.00,33.75,33.75,33.75,34.38,33.75,33.75,34.20,33.75,34.38,34.38,34.38,34.38,34.38,35.00,35.00,34.17,35.83,35.00,35.00,34.64
..REGION II (CAGAYAN VALLEY),"MATURED COCONUT, MEDIUM, 1 PC",19.81,20.46,19.35,22.30,26.01,26.11,25.10,25.05,24.90,24.18,24.70,24.18,23.51,23.97,23.09,22.94,22.69,22.67,22.05,22.01,21.80,21.80,21.80,22.43,21.80,22.42,21.80,21.59,21.48,21.91,22.21,22.64,23.27,22.72,22.72,22.72,23.15,23.32,22.46,23.32,23.22,23.33,23.46,23.63,23.86,23.86,23.54,23.42,23.11,23.11,23.26,23.43,22.75,22.57,22.25,22.93,23.05,25.18,25.23,25.19,25.57,25.57,25.28,24.97,24.21,25.85,25.87,25.62,25.71,25.76,26.04,26.49,26.90,27.00,26.54,26.17,26.17,26.18,26.77,27.35,27.04,26.83,26.83,27.35,25.26,25.31,26.12,25.39,25.55,25.87,26.31,27.17,26.93,27.50,27.33,27.75,27.66,27.97,27.97,27.82,27.97,28.13,28.13,27.69,28.44,28.60,28.44,28.80,28.60,28.60,28.75,28.13,28.28,28.13,28.13,28.00,28.41,28.16,28.47,27.97,27.82,27.97,28.13,27.82,27.30,27.46,27.30,27.92,27.92,27.85
..REGION II (CAGAYAN VALLEY),"YOUNG COCONUT, MEDIUM, 1 PC",15.93,16.50,16.80,16.93,16.53,17.13,17.38,17.15,17.30,17.30,17.90,17.90,17.06,18.78,18.90,18.90,19.15,19.40,19.43,19.43,19.45,19.08,19.08,19.08,19.08,19.15,18.83,18.58,18.63,18.40,18.35,18.28,18.60,18.73,18.85,18.90,19.03,19.03,18.68,19.98,19.73,19.73,19.65,19.53,19.03,19.13,19.13,19.38,19.30,19.33,19.48,19.45,19.35,19.60,19.18,19.55,19.95,19.78,19.58,19.78,20.15,19.90,20.53,21.03,19.87,21.28,21.53,22.90,22.98,23.03,23.63,23.95,23.70,23.58,23.58,23.75,24.00,23.16,24.00,24.25,24.50,24.93,24.75,25.20,22.70,23.08,23.08,23.58,24.50,24.75,24.11,25.13,25.13,25.13,25.83,25.83,25.45,25.83,25.83,25.70,25.70,25.33,25.08,25.50,25.93,26.16,25.90,25.52,25.22,25.14,24.41,24.41,24.95,24.66,24.87,24.90,25.17,25.10,25.10,24.65,24.65,24.26,24.68,24.70,24.56,24.87,24.87,24.62,25.01,24.76
....Cagayan,"MATURED COCONUT, MEDIUM, 1 PC",19.95,19.95,15.05,19.96,19.96,21.01,21.09,21.09,21.09,21.09,21.09,21.09,20.20,21.09,21.09,21.09,20.92,20.83,20.83,20.66,20.66,20.66,20.66,20.66,20.66,20.82,20.66,20.66,20.83,21.71,22.93,23.81,26.34,24.16,24.16,24.16,25.03,24.86,23.28,24.86,25.29,25.73,26.26,26.96,26.60,26.60,26.60,24.86,24.86,24.86,24.86,25.70,24.68,25.38,25.38,25.38,27.12,28.00,27.12,26.95,27.64,27.64,27.12,27.12,26.63,28.87,28.87,29.74,30.10,30.27,30.27,31.15,30.27,30.27,30.27,30.27,30.27,30.05,30.63,30.63,30.63,30.63,30.63,30.63,23.10,23.28,24.94,23.63,23.63,24.94,27.28,28.88,28.88,30.19,28.44,28.88,29.75,30.63,30.63,30.63,31.25,31.25,31.25,30.06,30.63,31.88,31.88,31.25,30.63,30.63,31.25,28.75,28.13,28.13,28.13,28.13,29.95,28.13,28.13,27.50,27.50,27.50,28.13,26.88,27.50,26.88,25.63,26.25,26.25,27.19
....Cagayan,"YOUNG COCONUT, MEDIUM, 1 PC",17.13,17.47,17.47,18.50,18.50,19.00,19.00,18.38,19.13,19.38,19.25,19.25,18.54,19.25,19.25,19.25,19.25,19.25,19.38,19.38,19.50,19.50,19.50,19.50,19.50,19.38,19.50,19.50,19.75,19.88,19.88,19.88,19.88,20.50,21.13,21.38,22.00,22.00,20.44,22.38,22.38,22.38,22.38,22.38,22.38,22.88,22.88,23.50,23.13,23.50,23.63,22.82,24.25,24.25,23.13,23.75,24.75,23.88,23.25,22.63,22.63,22.63,23.25,23.25,23.47,23.88,25.13,25.13,25.50,25.75,28.13,29.13,29.13,26.63,26.63,26.88,26.88,26.57,26.88,25.63,25.63,27.75,26.88,26.63,18.50,20.38,20.38,22.88,26.25,26.25,24.50,28.13,28.13,28.13,29.13,29.13,28.50,29.75,29.75,29.75,29.75,29.75,29.75,29.14,30.63,31.88,31.88,31.88,30.38,29.38,29.38,28.13,28.13,27.50,26.88,26.88,29.41,26.88,26.88,26.25,26.25,25.00,27.13,27.13,26.44,25.49,25.49,25.49,26.17,26.22
....Isabela,"MATURED COCONUT, MEDIUM, 1 PC",21.00,21.00,21.00,26.25,26.25,25.63,25.63,25.63,25.63,25.63,25.63,25.63,24.58,25.63,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,29.38,26.88,26.98,26.88,26.88,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.36,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,27.50,26.25,26.25,26.25,26.35,24.38,24.38,24.38,24.38,22.50,24.13,24.38,24.38,24.38,24.38,24.38,24.38,24.20,24.29,24.38,24.38,24.38,24.38,25.63,25.63,25.63,26.25,26.25,25.63,25.63,25.21,25.38,26.88,25.63,25.63,25.63,25.63,25.63,25.63,26.00,25.63,26.25,26.25,25.85,26.25,25.88,26.88,27.50,28.75,27.50,27.50,27.50,27.50,27.50,28.13,28.13,27.42,29.38,28.75,28.75,30.83,30.63,30.63,29.38,28.75,28.75,27.50,27.50,27.63,29.04,27.63,27.63,26.25,26.25,26.25,26.25,26.25,25.44,25.44,25.44,25.44,25.44,26.14
....Isabela,"YOUNG COCONUT, MEDIUM, 1 PC",16.25,16.25,16.25,16.25,14.88,15.50,15.50,15.50,15.50,15.88,15.88,15.88,15.79,20.25,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.83,20.88,20.88,20.88,19.63,18.38,18.38,18.75,18.75,18.75,18.75,18.75,18.75,19.29,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.63,19.63,19.38,19.38,19.38,18.75,18.75,18.75,19.38,19.38,19.26,20.63,20.63,20.63,20.63,20.63,22.50,22.50,21.25,23.13,23.13,23.13,23.75,21.88,23.75,23.75,23.75,23.75,23.75,23.75,20.00,20.00,20.00,20.00,21.25,21.25,22.08,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,20.63,20.00,21.09,22.50,22.50,21.88,20.00,21.25,21.25,21.25,21.88,22.50,22.50,22.75,22.88,21.93,23.25,23.25,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.90
....Nueva Vizcaya,"MATURED COCONUT, MEDIUM, 1 PC",17.82,20.42,20.85,22.50,23.13,23.13,23.13,23.75,23.13,24.38,25.63,24.38,22.69,24.38,23.75,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.29,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,25.63,25.63,23.55,25.63,25.63,25.63,25.63,25.63,26.88,26.88,25.63,25.63,25.63,25.63,26.25,25.89,26.25,25.63,24.38,26.25,26.88,31.25,31.25,31.25,31.25,31.25,30.63,29.38,28.80,31.25,31.25,29.38,29.38,29.38,29.25,29.38,31.88,32.50,30.63,30.63,30.63,30.46,31.25,31.25,31.25,31.25,31.25,32.50,32.50,32.50,32.50,31.25,31.25,31.25,31.67,33.75,33.13,33.13,34.38,34.38,34.38,33.13,33.13,33.13,33.13,33.13,33.13,33.49,33.75,33.75,33.13,33.13,32.50,32.50,33.75,33.75,33.75,34.38,34.38,33.75,33.54,34.38,34.38,34.38,34.38,34.38,34.38,34.38,34.38,34.38,35.63,36.25,36.25,34.80
....Nueva Vizcaya,"YOUNG COCONUT, MEDIUM, 1 PC",17.68,20.20,21.04,20.63,20.00,21.88,23.13,21.88,21.88,21.25,24.38,24.38,21.53,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.38,22.50,22.50,22.50,22.50,23.75,22.50,22.50,22.50,22.50,22.50,22.50,23.75,23.75,23.75,23.75,23.75,23.75,23.13,27.50,27.50,27.50,26.88,26.25,24.38,24.38,24.38,24.38,24.38,24.38,25.00,25.58,23.75,24.38,23.75,23.75,25.63,25.63,25.63,26.88,26.88,25.63,26.25,27.50,25.47,27.50,27.50,27.50,27.50,27.50,26.25,25.63,25.63,25.63,25.63,26.25,26.25,26.56,26.88,27.50,27.50,27.50,27.50,27.50,26.25,26.25,26.25,26.25,26.25,26.25,26.82,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,25.00,24.38,25.99,25.00,25.63,25.63,25.63,24.38,24.38,25.00,25.00,25.00,25.00,25.00,25.00,25.05,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,26.25,26.88,26.88,28.13,26.10
....Quirino,"MATURED COCONUT, MEDIUM, 1 PC",20.48,20.48,20.48,20.48,34.68,34.68,30.55,29.73,29.73,25.60,26.43,25.60,26.58,24.78,20.65,20.65,19.83,19.83,17.35,17.35,16.53,16.53,16.53,16.53,16.53,18.59,16.53,15.70,15.70,16.53,16.53,17.35,17.35,17.35,17.35,17.35,15.69,16.52,16.66,16.52,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.76,15.69,14.87,14.87,15.69,15.69,17.34,18.16,18.16,18.99,18.99,18.99,18.99,17.20,18.99,18.99,18.99,18.99,18.99,18.99,19.81,19.81,18.99,18.99,18.16,18.16,18.99,19.81,20.63,20.63,19.81,19.81,20.63,19.81,19.81,21.05,21.05,21.05,21.05,20.43,19.81,19.81,19.81,18.99,18.99,18.99,20.63,20.63,20.00,20.00,20.00,20.00,19.81,20.00,20.00,20.00,20.00,20.63,20.63,20.63,21.25,22.50,22.50,22.50,22.50,21.10,22.50,23.75,23.75,23.13,23.75,23.75,23.75,21.88,23.13,22.50,23.75,23.75,23.28
....Quirino,"YOUNG COCONUT, MEDIUM, 1 PC",15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,16.25,17.50,17.50,17.50,17.50,17.50,17.50,17.50,17.50,16.77,16.25,15.00,15.00,15.00,16.00,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.56,15.63,15.63,15.63,15.88,15.88,15.25,15.25,15.25,15.88,15.88,15.63,15.63,15.62,15.63,16.25,15.63,16.88,16.25,16.25,16.25,16.88,18.75,18.75,18.75,18.75,17.09,18.13,18.13,18.13,18.13,18.13,18.13,19.38,19.38,19.38,19.38,19.38,20.00,18.81,19.38,19.38,18.75,18.75,18.75,18.75,19.38,19.38,19.38,19.38,19.38,19.38,19.17,19.38,19.38,19.38,19.38,19.38,19.38,20.00,20.00,19.38,19.38,19.38,19.38,19.48,19.38,19.38,19.38,19.38,19.38,20.00,20.00,20.63,21.25,21.88,21.88,21.88,20.37,21.88,21.88,21.88,21.88,21.88,21.88,21.25,21.25,23.13,22.50,21.25,21.25,21.83
....Batanes,"MATURED COCONUT, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"YOUNG COCONUT, MEDIUM, 1 PC",13.57,13.57,14.25,14.25,14.25,14.25,14.25,15.00,15.00,15.00,15.00,15.00,14.45,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.85,13.75,13.75,13.75,13.75,13.75,13.75,13.38,13.75,13.75,13.75,15.00,16.25,14.03,16.25,16.25,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,21.98,23.13,25.00,26.88,26.88,26.88,29.38,29.38,29.38,29.38,29.38,29.38,30.63,27.97,30.63,30.63,30.63,33.13,33.13,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.78,32.14,31.43,30.71,30.71,30.71,30.71,26.43,26.43,27.86,26.43,27.86,27.86,29.11,27.86,27.86,27.86,27.86,27.14,27.14,27.86,27.86,27.86,27.86,27.86,27.86,27.74
..REGION III (CENTRAL LUZON),"MATURED COCONUT, MEDIUM, 1 PC",19.31,19.41,19.54,21.31,20.65,20.02,20.12,19.84,20.14,19.88,20.18,20.17,20.05,20.16,20.08,19.85,20.31,20.29,20.15,20.11,19.92,20.07,20.08,20.19,20.58,20.15,20.78,20.87,20.87,20.86,21.11,21.20,21.41,21.30,20.71,20.51,21.93,21.92,21.12,22.66,22.28,23.16,23.36,23.07,22.89,22.36,22.18,22.71,22.20,22.21,23.03,22.68,22.99,23.29,23.80,24.12,25.10,25.44,25.53,25.62,25.38,25.22,25.18,24.99,24.72,25.49,25.96,25.96,26.35,26.30,26.26,26.33,26.13,26.08,26.28,26.06,26.53,26.14,26.92,26.89,26.79,26.42,27.70,27.95,26.81,26.77,26.25,26.38,26.32,26.22,26.79,25.71,26.13,26.20,26.24,26.08,26.29,26.08,26.25,25.98,26.36,25.90,25.86,26.09,26.04,26.06,26.25,26.70,27.06,27.23,28.59,28.15,27.97,27.89,28.93,28.41,27.44,29.07,29.30,28.81,29.13,28.98,29.13,29.18,29.10,28.72,28.41,28.47,28.70,28.92
..REGION III (CENTRAL LUZON),"YOUNG COCONUT, MEDIUM, 1 PC",20.97,20.97,21.05,21.40,21.43,21.42,21.37,21.21,21.40,21.36,21.36,21.10,21.25,21.49,21.17,20.85,21.06,20.83,20.83,20.98,20.94,20.72,20.75,21.01,21.06,20.97,21.66,21.84,21.97,21.80,22.38,22.50,22.72,22.52,22.27,22.43,22.82,23.01,22.33,23.16,22.95,22.98,23.32,23.64,23.57,23.29,23.29,23.91,23.27,23.32,24.36,23.42,26.27,25.84,25.87,25.70,26.74,26.06,25.91,25.91,25.65,25.20,25.95,25.75,25.90,27.02,26.63,26.74,26.47,26.56,26.66,26.79,26.63,26.66,26.56,26.13,26.41,26.61,27.84,27.25,27.15,27.38,27.22,27.64,27.43,27.09,27.02,26.84,27.77,27.61,27.35,28.30,27.72,28.02,27.63,27.63,27.63,27.20,26.48,26.22,26.54,26.45,26.63,27.20,27.52,27.86,27.16,27.73,28.09,27.99,28.22,28.04,28.07,27.98,27.98,28.55,27.93,28.68,28.47,28.38,28.65,28.38,28.29,28.29,28.39,28.53,28.65,28.49,28.25,28.45
....Aurora,"MATURED COCONUT, MEDIUM, 1 PC",12.94,13.95,12.94,14.63,14.63,14.63,13.38,13.13,13.38,13.38,13.38,13.38,13.65,12.88,11.38,10.38,10.50,11.00,11.00,11.00,11.25,11.25,10.00,10.00,11.88,11.04,13.00,13.00,13.00,12.25,13.50,13.50,15.00,15.00,14.38,14.38,15.00,15.00,13.92,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,16.25,17.25,18.50,19.75,20.00,20.00,20.00,20.00,20.00,20.00,19.75,18.88,19.38,18.75,18.75,20.00,19.50,19.17,19.17,19.17,19.17,19.17,19.17,19.17,19.21,19.17,19.17,19.17,19.67,20.00,20.00,20.00,19.17,16.17,15.83,16.67,15.33,18.36,14.00,14.25,14.25,14.50,14.88,15.50,14.50,14.50,14.50,15.13,15.88,15.88,14.81,13.00,13.13,13.75,14.38,13.13,13.75,16.38,13.88,12.63,12.25,13.25,13.38,13.58,13.50,15.75,14.75,17.00,16.00,18.25,17.38,17.25,16.63,15.13,14.88,15.88,16.03
....Aurora,"YOUNG COCONUT, MEDIUM, 1 PC",12.32,13.01,12.09,13.31,13.31,12.55,12.55,10.26,11.79,9.19,9.49,8.57,11.54,8.57,8.57,8.57,9.19,9.19,9.19,10.73,9.19,9.19,9.65,9.03,10.40,9.29,10.85,10.09,10.54,9.47,12.99,12.99,13.75,13.75,14.00,14.00,14.00,14.38,12.57,14.38,14.38,14.38,14.38,15.00,15.00,15.00,15.00,15.00,15.00,15.63,15.63,14.90,16.25,15.75,16.83,17.00,18.13,18.13,18.13,18.13,16.88,16.88,19.38,19.38,17.57,18.13,18.13,18.13,18.13,18.13,19.50,19.38,19.38,19.38,19.38,18.75,18.75,18.76,19.38,19.38,19.38,20.00,20.00,20.00,20.63,20.63,20.00,15.75,20.00,18.25,19.45,18.50,17.50,18.75,18.13,18.13,18.13,18.13,18.13,16.88,16.25,17.50,15.00,17.59,16.25,18.13,17.50,18.13,17.13,15.88,16.25,15.88,15.88,15.25,15.25,15.75,16.44,17.00,17.38,16.75,17.38,17.38,18.63,18.00,18.00,17.75,17.75,16.38,16.50,17.41
....Bataan,"MATURED COCONUT, MEDIUM, 1 PC",16.88,16.88,16.88,20.09,20.09,22.11,21.70,21.70,21.70,21.70,21.70,21.70,20.26,21.70,21.70,21.70,23.31,23.31,21.70,21.70,20.09,20.09,20.90,20.90,20.90,21.50,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,20.90,20.90,21.70,21.70,21.57,23.31,21.70,21.70,22.50,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.90,20.90,22.50,21.70,21.70,22.50,21.70,22.50,22.50,21.70,20.09,20.25,21.70,21.65,21.70,22.50,22.50,22.50,21.70,21.70,21.70,20.90,20.09,21.70,20.09,20.90,21.50,20.90,21.30,20.90,20.09,20.09,20.09,20.09,20.09,20.09,20.09,20.09,20.09,20.33,19.29,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,22.50,21.88,22.18,22.50,21.88,21.88,22.50,22.50,23.75,25.00,24.38,24.38,24.38,28.75,27.50,24.12,27.50,27.50,27.50,26.25,25.00,25.00,26.25,26.88,26.88,27.50,28.13,28.75,26.93
....Bataan,"YOUNG COCONUT, MEDIUM, 1 PC",16.33,16.33,16.33,17.50,18.13,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.90,16.88,16.88,16.88,17.50,17.50,17.50,17.50,17.50,16.25,16.25,16.88,16.25,16.98,17.25,18.75,18.75,19.38,19.38,19.75,19.13,19.38,19.38,19.38,19.38,20.00,19.16,19.38,19.38,18.75,19.38,19.38,19.38,19.38,19.38,18.75,19.38,19.38,20.00,19.33,22.50,22.50,22.50,21.25,21.88,21.88,21.88,21.88,21.88,20.63,23.13,21.50,21.95,22.13,21.88,22.50,22.50,23.13,23.75,23.13,23.75,23.75,23.13,21.88,21.88,22.78,21.88,23.75,23.13,23.50,23.13,22.08,23.13,22.08,22.25,22.25,22.88,22.88,22.75,23.75,23.13,23.13,23.13,23.13,23.13,23.13,21.88,22.50,21.88,21.25,22.50,22.71,22.50,22.50,22.50,22.50,22.50,23.13,24.13,24.13,24.38,24.38,24.38,26.25,23.61,24.38,25.00,26.25,26.25,25.00,25.00,26.25,27.56,28.22,28.87,29.53,29.53,26.82
....Bulacan,"MATURED COCONUT, MEDIUM, 1 PC",14.79,14.79,14.79,16.59,16.59,14.79,14.87,14.79,14.79,14.79,14.79,14.79,15.10,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.79,14.96,15.04,15.12,14.85,15.12,15.12,15.12,15.12,20.71,23.34,25.31,25.31,25.06,24.48,24.48,24.48,21.14,24.48,24.48,24.48,25.31,26.30,26.30,26.30,26.30,26.30,26.30,26.30,28.77,25.97,27.12,27.61,27.61,25.96,25.96,27.19,27.11,27.11,27.11,27.11,27.11,27.11,27.01,26.29,26.29,26.29,26.29,26.69,26.29,26.29,28.75,28.75,30.00,27.50,28.13,27.30,29.38,29.38,29.38,29.17,31.25,31.25,30.63,31.25,31.25,31.25,31.88,31.88,30.66,31.88,32.50,32.50,32.50,32.50,32.50,32.50,32.50,32.50,32.50,31.88,31.88,32.35
....Bulacan,"YOUNG COCONUT, MEDIUM, 1 PC",23.63,23.63,23.63,23.63,23.63,23.63,23.63,23.63,23.63,23.63,23.88,23.88,23.67,23.88,23.88,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.77,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.33,23.72,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.63,23.75,24.00,23.76,24.75,24.75,24.50,24.38,28.13,28.88,27.88,27.88,27.25,26.50,27.25,27.00,26.60,27.25,27.25,27.88,27.25,27.25,27.25,28.13,27.25,27.25,27.25,27.25,27.25,27.38,27.25,28.13,28.13,28.13,27.38,29.88,29.88,29.38,29.63,29.63,30.63,30.00,29.00,31.25,31.25,31.88,30.00,30.00,29.38,28.75,27.50,28.13,30.00,28.13,29.38,29.64,31.88,31.25,31.25,30.83,32.50,32.50,33.13,33.13,33.13,33.13,33.13,32.50,32.36,32.50,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.88,30.85,29.81,31.67
