Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Kalinga,"CALAMANSI, 1 KG",62.24,72.07,47.50,47.50,73.75,73.13,68.75,46.88,45.63,26.88,40.63,43.13,54.01,60.00,53.75,53.75,52.50,53.75,53.75,51.88,41.25,40.00,36.88,38.75,35.00,47.61,33.75,55.00,55.00,56.25,55.00,47.50,36.25,33.75,36.25,36.25,33.75,33.75,42.71,35.00,28.75,41.25,41.25,43.75,41.25,40.00,35.00,29.38,21.88,22.50,20.63,33.39,28.13,32.88,34.38,46.25,47.75,46.25,42.50,42.00,38.00,32.50,38.13,42.50,39.27,40.00,43.13,36.88,34.38,34.38,36.25,38.75,38.13,40.00,40.00,40.00,40.00,38.49,36.25,36.25,41.25,57.50,50.63,51.88,50.00,49.38,43.75,43.13,44.38,45.63,45.84,57.50,57.50,57.50,68.75,77.50,57.50,37.50,43.75,40.00,36.25,36.25,38.75,50.73,51.25,53.75,62.50,72.50,68.75,61.25,62.50,45.63,45.88,43.13,39.38,36.25,53.56,47.50,57.50,46.25,48.75,60.00,67.50,53.13,43.75,57.50,52.50,35.63,30.63,50.05
....Kalinga,"FRESH FRUIT, AVOCADO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"FRESH FRUIT, GUYABANO, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"FRESH FRUIT, LANZONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",20.42,20.42,20.42,20.42,20.88,21.33,21.33,21.33,21.33,21.33,18.80,18.80,20.57,18.80,18.80,18.80,19.80,20.40,21.00,21.00,20.00,21.00,21.00,21.00,21.00,20.22,21.00,21.00,21.00,21.00,21.00,21.00,21.00,21.00,21.00,21.00,21.00,20.60,20.97,21.60,21.60,21.33,21.50,21.50,21.50,21.50,21.50,21.50,20.83,17.08,19.17,20.88,19.17,20.08,19.50,20.00,19.00,17.33,18.33,18.83,19.92,21.00,26.00,28.33,20.62,28.08,27.83,26.67,26.67,26.67,26.67,25.00,23.75,23.33,23.83,24.00,24.17,25.56,23.33,23.33,22.92,22.50,22.08,17.75,19.00,20.75,20.75,21.38,20.60,20.60,21.25,20.60,20.60,20.60,20.60,20.60,20.60,19.67,20.00,21.50,21.50,20.25,19.63,20.51,20.63,20.63,20.63,20.63,20.63,20.63,23.13,21.25,21.25,22.13,22.13,23.13,21.40,23.13,24.38,25.00,25.63,25.00,24.38,24.38,24.38,24.38,24.38,24.38,24.38,24.48
....Kalinga,"FRESH FRUIT, WATERMELON, PAKWAN (SANDIA), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",50.00,52.50,50.00,50.00,50.00,50.00,50.00,55.00,55.00,55.00,53.33,55.00,52.15,53.33,51.67,53.33,51.67,51.67,51.67,48.33,48.33,48.33,51.67,54.17,58.33,51.88,61.67,60.83,60.00,60.00,63.33,58.33,56.67,56.67,56.67,56.67,59.17,60.00,59.17,61.67,57.50,55.83,56.67,56.67,56.67,56.67,56.67,58.33,61.67,61.67,61.67,58.47,63.33,66.67,71.67,70.83,72.50,73.33,70.83,70.00,68.33,68.33,68.33,70.00,69.51,73.33,73.33,75.00,75.00,74.17,70.00,66.67,66.67,68.33,68.33,68.33,68.33,70.62,68.57,71.43,71.43,71.43,71.43,67.14,68.57,64.29,68.57,67.14,70.00,71.43,69.29,71.43,74.29,80.00,77.14,78.57,78.57,77.14,78.57,75.71,74.29,74.29,74.29,76.19,70.00,60.00,77.14,75.00,73.57,73.57,73.57,73.57,73.57,73.57,73.57,75.71,72.74,90.00,88.33,86.67,93.33,93.33,85.00,75.00,73.33,69.17,75.00,75.00,75.00,81.60
....Mountain Province,"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",82.87,71.88,68.11,66.88,53.13,45.00,62.50,70.00,70.00,70.00,76.25,88.75,68.78,86.25,75.00,70.00,60.00,60.00,60.00,67.50,68.75,68.75,66.25,66.25,87.50,69.69,78.13,80.00,71.88,65.00,61.88,43.75,46.25,43.75,44.38,43.75,63.75,101.88,62.03,105.00,88.13,82.50,72.50,66.25,55.00,61.25,52.50,52.50,72.50,75.00,82.50,72.14,93.75,91.25,83.75,72.50,78.75,73.13,70.63,70.63,78.75,78.75,78.75,121.25,82.66,121.25,106.25,87.50,87.50,90.00,78.75,78.75,73.75,75.00,75.00,76.88,92.50,86.93,98.75,106.25,95.00,85.00,80.00,75.00,75.63,75.63,75.63,75.63,75.63,93.13,84.27,93.13,95.63,93.13,93.13,93.13,85.63,75.63,65.63,70.63,70.63,82.50,103.75,85.21,118.75,117.50,106.25,95.00,103.75,98.75,93.13,101.88,103.13,111.25,130.00,137.50,109.74,140.00,141.25,116.25,95.00,98.75,91.25,80.50,75.83,95.00,95.00,97.50,132.50,104.90
....Mountain Province,"FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, PAPAYA, SOLO, NATIVE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",43.13,45.67,46.93,42.50,35.83,31.67,36.67,31.67,31.67,35.00,33.33,34.17,37.35,32.50,33.33,37.50,38.33,40.00,37.50,32.50,32.50,32.50,32.50,34.67,35.83,34.97,35.83,37.50,36.67,36.67,36.67,38.33,33.33,33.33,35.00,38.33,41.67,44.17,37.29,45.83,37.50,39.17,53.33,50.83,46.67,41.67,38.33,43.33,40.83,41.83,43.67,43.58,43.67,47.67,52.50,55.00,53.33,55.00,50.00,50.00,50.00,50.00,50.00,50.00,50.60,50.00,50.00,50.00,50.00,51.67,51.67,50.00,50.00,50.00,50.00,50.00,50.00,50.28,50.00,50.00,50.00,50.00,50.00,46.25,46.25,52.50,52.50,56.88,58.75,56.88,51.67,55.00,52.50,52.50,50.00,52.50,55.00,58.75,56.25,52.50,60.00,58.75,55.00,54.90,62.50,67.50,63.75,62.50,63.75,61.88,57.50,55.00,53.75,53.75,56.88,56.88,59.64,59.17,57.50,75.00,78.33,76.67,56.67,71.67,68.63,68.63,68.63,68.63,68.63,68.18
....Mountain Province,"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"CALAMANSI, 1 KG",57.78,74.67,74.67,80.00,72.50,82.50,82.50,71.25,62.50,57.50,53.75,61.25,69.24,66.25,71.25,65.00,61.25,73.13,73.13,73.13,53.13,58.13,55.63,54.38,68.13,64.38,78.13,97.50,89.75,97.51,96.25,95.00,87.50,77.50,77.50,77.50,66.25,73.75,84.51,73.75,71.25,83.13,91.25,90.00,97.50,100.00,95.00,100.00,95.00,90.00,73.75,88.39,87.50,82.50,85.00,82.50,81.88,82.50,83.75,78.75,80.00,77.50,80.00,62.50,80.37,87.50,97.50,90.00,87.50,95.00,92.50,97.50,97.50,87.50,92.50,90.00,77.50,91.04,82.50,90.00,105.00,112.50,107.50,105.00,105.00,101.25,105.00,100.00,105.00,97.50,101.35,88.75,93.75,101.25,101.25,101.25,111.25,106.25,106.25,93.75,101.25,78.75,90.00,97.81,98.75,105.00,102.50,115.00,123.75,113.75,115.00,115.00,92.50,95.00,123.75,137.50,111.46,132.50,111.25,102.50,105.00,100.00,108.75,106.25,103.75,101.25,103.75,102.50,103.25,106.73
....Mountain Province,"FRESH FRUIT, AVOCADO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, GUYABANO, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, LANZONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH FRUIT, WATERMELON, PAKWAN (SANDIA), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",35.74,40.37,38.39,37.41,38.20,38.20,38.20,38.83,39.14,39.33,38.70,37.45,38.33,38.54,38.07,38.70,38.32,40.01,42.82,43.14,42.51,45.94,45.95,46.57,44.38,42.08,46.88,46.88,48.13,50.63,52.82,55.63,56.57,53.75,55.00,56.57,57.50,57.19,53.13,56.57,59.38,59.07,57.82,57.82,58.44,57.50,61.88,64.44,65.19,63.13,61.57,60.23,62.19,63.13,63.44,63.69,64.38,65.32,64.69,65.01,64.69,65.32,65.63,65.63,64.43,65.63,66.25,66.25,65.00,64.07,64.07,65.00,63.75,62.19,60.32,60.32,60.32,63.60,65.32,64.38,64.38,65.63,64.38,62.19,61.25,61.57,63.13,64.38,64.38,58.13,63.26,59.38,64.38,62.82,64.38,64.07,60.00,63.44,63.13,64.07,65.32,66.57,66.88,63.70,68.75,67.19,71.25,89.17,90.00,79.38,75.00,80.63,77.50,78.13,79.07,78.75,77.90,77.50,75.94,74.69,76.57,75.00,75.00,71.88,71.25,72.46,67.21,63.71,62.50,71.98
..REGION I (ILOCOS REGION),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",42.45,42.37,43.56,40.32,43.13,42.19,42.50,41.26,40.94,40.51,40.00,38.13,41.45,40.00,38.44,37.19,37.82,38.44,39.07,39.07,39.07,38.75,39.38,38.44,37.50,38.60,38.44,38.44,39.38,45.01,44.38,43.44,42.51,43.13,43.13,42.82,42.51,41.88,42.09,42.19,42.51,43.75,43.75,43.75,43.13,42.50,42.19,40.63,37.19,39.38,38.76,41.64,42.82,41.57,42.50,45.00,43.75,43.44,43.75,41.25,42.50,43.13,43.75,45.94,43.28,45.65,46.88,49.38,49.69,51.26,50.63,51.57,52.19,49.69,50.01,49.07,49.07,49.59,49.57,49.69,49.69,49.07,49.69,47.82,50.38,51.26,55.94,55.94,56.57,48.44,51.17,48.13,48.44,49.69,50.00,49.38,48.86,50.63,52.19,55.94,56.57,55.01,54.69,51.63,53.75,54.07,55.00,78.33,68.44,61.57,61.57,60.32,59.07,59.38,59.38,61.25,61.01,61.88,61.88,62.50,61.88,60.63,59.38,61.50,63.13,61.88,57.50,50.32,49.38,59.32
..REGION I (ILOCOS REGION),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",27.35,27.33,28.87,27.88,28.31,30.42,30.70,30.70,30.16,30.27,28.50,29.68,29.18,29.10,29.10,29.39,29.68,29.68,31.28,31.13,31.74,31.74,31.74,31.42,30.85,30.57,29.70,29.41,30.04,30.98,33.14,33.14,34.17,33.23,32.95,32.63,33.23,34.73,32.28,33.23,33.54,33.13,33.53,32.90,32.90,32.28,31.03,31.03,30.94,32.82,32.19,32.46,34.07,34.07,34.57,33.94,33.32,31.25,32.19,33.13,32.82,34.07,34.07,35.31,33.57,35.94,35.31,34.50,38.44,37.94,38.13,226.57,226.57,207.82,195.94,196.25,196.25,122.47,195.00,198.13,195.00,205.32,189.57,180.00,186.57,185.94,193.44,193.44,202.19,221.25,195.49,231.25,229.69,230.32,233.44,230.00,233.96,233.75,221.25,236.25,223.13,224.38,220.63,229.00,37.82,37.82,35.94,46.25,45.32,44.38,43.13,41.25,40.01,41.57,43.13,42.51,41.59,40.63,39.07,39.07,39.38,38.75,38.13,36.57,37.19,36.57,36.25,35.00,34.07,37.56
..REGION I (ILOCOS REGION),"FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",66.13,56.21,57.86,59.52,57.86,57.86,57.86,57.86,59.52,59.52,66.14,66.14,60.21,66.14,66.14,66.14,57.87,57.87,57.87,57.87,62.83,62.83,62.83,62.83,62.83,62.00,62.83,62.83,56.22,57.04,57.04,53.74,53.74,57.87,57.87,57.87,57.87,57.87,57.73,62.83,61.18,62.83,59.53,57.87,75.23,76.06,95.90,95.90,76.06,94.24,88.78,75.53,88.78,88.78,88.78,85.97,85.97,82.25,82.25,87.62,77.62,96.71,96.71,96.71,88.18,96.71,94.23,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,101.33,122.50,111.25,92.50,87.50,73.75,66.25,70.00,78.75,107.50,110.00,116.25,156.67,99.41,120.00,103.33,86.67,93.33,78.33,64.17,68.33,90.00,106.67,148.33,153.33,155.00,105.62,143.33,145.00,140.00,98.75,63.33,48.33,63.33,58.33,71.67,75.00,105.71,138.33,95.93,158.33,163.33,139.17,144.29,102.86,108.57,122.86,136.67,150.00,140.00,146.67,143.75,138.04
..REGION I (ILOCOS REGION),"FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FRUIT, PAPAYA, SOLO, NATIVE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
