Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Nueva Ecija,"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Ecija,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"CABBAGE, 1 KG",35.80,31.64,32.89,42.46,42.46,32.47,32.05,37.47,72.44,45.38,41.63,30.64,39.78,28.72,27.89,29.14,37.88,52.02,56.60,41.62,30.79,34.95,51.60,52.43,39.95,40.30,52.44,42.78,39.62,29.96,35.12,44.94,49.10,46.93,46.10,39.94,49.93,40.61,43.12,27.46,31.62,33.95,42.44,45.76,47.10,35.45,106.53,70.74,59.92,85.31,60.75,53.92,58.25,51.93,43.27,49.93,55.75,53.25,53.25,50.75,50.75,49.92,70.71,62.39,54.18,73.20,58.23,39.10,48.24,48.24,40.75,42.34,49.41,63.22,44.92,66.55,54.90,52.43,49.91,39.93,59.90,49.09,46.59,60.72,64.05,79.02,91.91,83.18,87.76,70.70,65.23,60.72,49.08,49.91,42.42,50.73,58.21,39.09,41.00,47.25,79.38,75.63,45.00,53.20,43.75,38.50,34.50,34.17,35.63,49.38,56.88,31.38,28.13,40.00,68.13,133.75,49.52,133.75,112.50,68.75,49.38,33.75,33.13,38.75,60.63,136.88,88.75,82.50,56.88,74.64
....Pampanga,"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"KANGKONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"PECHAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"CABBAGE, 1 KG",31.72,21.75,21.83,18.86,20.02,20.02,22.82,23.98,71.69,39.97,32.96,25.96,29.30,22.00,24.89,26.37,40.62,36.42,40.62,30.90,29.34,33.30,51.50,49.44,28.01,34.45,46.14,44.07,29.98,29.33,22.74,35.02,35.10,39.13,36.16,34.52,43.57,30.56,35.53,26.27,28.17,31.80,32.95,27.19,28.84,30.73,83.21,53.55,56.84,57.66,46.54,41.98,57.25,42.83,36.25,38.72,35.42,32.95,32.95,31.31,28.84,38.73,61.80,54.38,40.95,64.27,41.20,40.37,31.72,30.48,28.84,34.61,35.43,52.73,41.20,47.38,39.13,40.61,46.14,35.42,42.84,49.44,41.20,44.49,65.92,70.86,137.59,93.10,91.45,38.31,63.06,43.67,39.13,41.20,40.37,46.97,52.74,39.97,37.50,41.88,71.25,63.75,40.63,46.59,43.13,31.25,28.13,46.67,49.38,60.63,40.63,28.75,25.63,41.88,110.00,156.25,55.19,156.25,97.50,63.75,41.88,28.75,29.38,41.25,95.00,122.50,98.75,76.25,43.75,74.58
....Tarlac,"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"KANGKONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"PECHAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zambales,"CABBAGE, 1 KG",50.36,36.70,33.29,35.00,31.88,35.63,39.38,44.38,81.25,67.50,66.25,43.13,47.06,40.63,37.50,35.00,39.38,47.50,53.75,45.00,41.50,43.13,62.50,57.50,46.25,45.80,56.25,50.00,43.75,45.00,43.75,51.25,56.25,56.25,53.75,52.50,61.25,46.25,51.35,42.50,45.00,42.50,47.50,45.63,47.50,42.50,66.88,72.50,80.63,73.13,66.25,56.04,66.25,64.63,50.00,49.38,46.88,52.50,55.00,44.38,43.75,45.63,50.63,60.63,52.47,78.75,55.00,51.88,42.50,41.25,45.00,51.25,55.00,68.75,60.00,55.00,47.50,54.32,57.50,57.50,58.75,63.75,51.25,65.00,85.00,88.75,95.00,118.75,108.75,85.00,77.92,75.00,53.75,51.25,61.25,63.75,71.25,58.75,53.75,67.50,85.00,86.25,60.63,65.68,60.63,56.88,49.38,55.83,55.00,65.00,55.00,46.25,45.00,44.38,51.88,108.13,57.78,168.75,115.00,63.75,56.25,45.63,43.13,40.63,69.36,109.52,82.95,68.89,50.97,76.24
....Zambales,"CAMOTE TOPS, 1 KG",55.79,61.64,61.64,52.84,52.84,49.88,49.88,49.88,58.68,55.79,57.55,55.79,55.18,58.68,58.68,58.68,58.68,55.79,55.79,55.79,55.79,55.79,63.96,61.07,56.35,57.92,58.68,53.39,50.50,50.50,50.50,50.50,47.54,50.50,45.50,45.50,45.50,45.50,49.51,45.50,44.25,45.50,44.88,49.50,49.61,47.79,48.42,43.42,48.13,43.13,46.25,46.37,45.63,46.88,49.38,46.88,46.88,45.25,45.25,45.00,45.75,47.00,49.25,50.25,46.95,50.25,48.75,47.25,47.88,46.00,45.00,45.00,41.25,41.88,42.50,41.25,40.50,44.79,39.25,38.00,38.00,39.25,38.00,38.00,38.00,38.75,40.00,45.00,43.75,43.75,39.98,43.75,43.75,41.25,41.25,42.50,38.75,41.25,41.25,41.25,41.25,41.25,41.25,41.56,42.50,40.00,37.50,35.00,33.75,37.50,42.50,42.50,42.50,42.50,42.50,45.00,40.31,45.00,40.63,31.88,30.00,30.00,28.75,28.75,28.75,29.60,25.37,38.90,30.45,32.34
....Zambales,"KANGKONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zambales,"PECHAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zambales,"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Zambales,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION IV-A (CALABARZON),"CABBAGE, 1 KG",51.32,40.29,35.69,37.29,40.46,40.72,40.96,48.32,78.63,55.96,65.29,44.54,48.29,44.17,44.00,44.69,52.61,62.92,65.93,48.91,40.43,42.99,65.39,67.83,55.84,52.98,61.08,57.79,46.69,42.49,48.45,57.09,59.23,59.90,60.88,57.02,70.19,51.23,56.00,53.25,42.10,43.49,46.37,49.64,56.54,49.36,89.39,84.27,91.47,93.27,80.38,64.96,96.81,70.40,58.14,52.55,54.24,56.96,64.05,47.98,55.33,60.06,88.50,84.72,65.81,97.32,62.57,52.79,48.86,44.81,50.77,57.82,58.52,84.54,73.52,75.56,58.45,63.79,56.52,56.14,61.74,67.13,62.99,81.63,93.21,91.79,155.84,131.03,123.80,80.45,88.52,69.75,64.57,62.94,63.68,90.55,78.12,65.21,60.78,70.18,104.95,87.85,71.28,74.16,66.05,55.70,53.78,69.43,89.00,85.38,70.75,59.08,54.20,70.00,107.63,155.38,78.03,177.13,141.13,79.88,63.25,59.25,58.15,74.88,126.53,137.19,118.94,125.33,84.02,103.81
..REGION IV-A (CALABARZON),"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION IV-A (CALABARZON),"KANGKONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION IV-A (CALABARZON),"PECHAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION IV-A (CALABARZON),"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION IV-A (CALABARZON),"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"CABBAGE, 1 KG",58.04,51.41,43.95,45.60,48.10,47.50,46.30,48.80,48.80,68.10,60.60,48.80,51.33,55.60,56.90,53.10,58.10,65.60,66.30,53.20,48.80,48.10,56.90,73.80,63.80,58.35,68.80,64.40,58.10,53.80,49.40,56.30,58.10,59.40,57.50,58.10,63.80,54.40,58.51,59.30,45.00,50.00,46.30,45.00,53.13,46.25,80.00,79.40,73.80,76.30,75.60,60.84,97.50,65.60,63.10,51.30,51.90,55.00,63.80,48.10,50.00,65.00,85.00,81.30,64.80,106.30,67.50,72.50,53.80,53.80,55.00,60.00,61.30,68.80,63.80,68.80,65.00,66.38,58.80,50.00,58.80,63.80,66.30,71.30,98.75,90.00,140.00,130.00,121.25,93.75,86.90,67.50,66.25,63.75,62.50,76.25,72.50,68.75,65.63,69.38,88.13,94.38,76.25,72.61,77.50,65.00,55.00,70.00,83.13,88.75,71.25,57.50,58.75,67.50,84.38,131.25,75.83,178.75,151.25,81.25,66.25,66.25,55.00,63.75,99.54,127.05,116.09,112.96,91.71,100.82
....Batangas,"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"KANGKONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"PECHAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batangas,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"CABBAGE, 1 KG",43.89,31.48,31.87,34.40,38.10,36.00,38.10,48.50,81.90,50.60,60.60,32.50,44.00,34.60,39.40,39.60,53.80,58.90,70.00,56.00,43.10,38.80,66.30,66.30,54.40,51.77,51.30,53.50,42.50,35.00,45.60,60.60,63.10,60.00,58.80,51.90,73.80,50.00,53.84,41.90,38.10,42.50,45.60,49.38,49.38,46.88,53.75,80.63,95.63,97.50,81.25,60.21,107.50,65.63,56.25,47.88,49.88,55.00,65.63,43.75,50.38,58.13,80.00,78.75,63.23,87.50,56.88,44.50,44.50,39.63,49.00,61.88,59.13,85.63,63.00,73.13,54.00,59.90,55.25,53.88,62.00,66.25,65.25,77.50,90.88,91.25,166.25,133.75,128.13,86.25,89.72,68.50,58.13,58.38,56.50,91.00,74.50,58.75,55.75,71.50,111.00,88.00,58.88,70.91,62.75,50.38,49.50,61.50,80.00,78.13,71.88,66.00,59.13,61.88,95.00,143.75,73.33,195.00,149.38,90.00,60.00,71.25,62.00,75.63,128.75,179.65,127.25,163.93,102.25,117.09
....Cavite,"CAMOTE TOPS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"KANGKONG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"PECHAY, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"PECHAY, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cavite,"CAULIFLOWER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Laguna,"CABBAGE, 1 KG",50.68,41.18,31.29,34.46,36.84,40.41,40.41,47.94,90.32,54.67,64.18,47.54,48.33,44.37,42.78,43.57,49.12,64.17,63.38,41.19,32.48,38.81,63.37,66.54,59.81,50.80,53.07,53.87,44.36,38.42,39.61,47.13,50.70,58.63,57.44,55.45,61.00,45.55,50.44,50.30,43.17,41.98,42.77,42.77,58.62,43.56,113.28,86.34,88.72,87.93,74.46,64.49,90.31,67.33,53.47,52.28,50.69,51.09,64.95,44.36,53.86,53.86,88.70,83.95,62.90,89.50,54.65,42.77,39.21,37.62,45.94,52.28,57.03,88.71,80.00,60.99,50.69,58.28,52.28,54.66,57.04,61.00,52.28,77.63,85.55,87.14,179.03,138.63,132.30,75.26,87.73,65.75,57.03,58.62,64.16,89.51,77.63,60.20,56.25,63.75,94.38,81.25,72.50,70.09,57.50,52.50,53.13,77.50,92.50,83.75,72.50,62.50,50.00,78.75,132.50,186.25,83.28,186.25,131.25,81.25,60.00,53.13,55.00,81.25,132.50,103.13,111.25,116.25,76.25,98.96
