Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Aurora,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aurora,"ONION RED CREOLE (BERMUDA RED), 1 KG",89.62,73.94,50.19,47.50,70.00,80.00,81.25,81.25,93.75,100.00,88.75,87.50,78.65,70.00,73.75,55.00,38.75,42.50,51.25,65.00,62.50,67.50,72.50,76.25,90.00,63.75,85.00,80.00,53.75,40.00,34.38,37.50,47.50,60.00,62.50,61.25,66.25,58.75,57.24,71.67,65.00,53.75,46.25,45.00,58.75,61.25,65.00,61.25,85.00,92.50,105.63,67.59,112.50,107.50,70.00,68.75,80.00,87.50,101.25,115.00,123.75,123.75,108.75,102.50,100.10,90.00,80.00,76.25,60.00,62.50,67.50,77.50,77.50,82.50,85.00,90.00,107.50,79.69,115.00,110.00,97.50,78.75,76.25,85.00,86.25,101.25,112.50,107.50,90.00,92.50,96.04,88.75,83.75,67.50,55.00,57.50,56.25,67.50,70.00,76.88,85.00,107.50,162.50,81.51,202.50,130.00,78.75,86.25,92.50,102.50,110.00,110.00,138.75,190.00,198.75,191.25,135.94,168.75,112.50,111.25,97.50,107.50,110.00,117.50,117.50,130.00,136.25,143.75,167.50,126.67
....Aurora,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aurora,"GINGER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aurora,"GARLIC, IMPORTED, 1 KG",52.96,49.65,56.27,58.75,63.75,80.00,95.00,87.50,95.00,85.00,81.88,78.75,73.71,77.50,80.00,85.00,85.00,85.00,75.00,75.00,76.25,70.00,73.75,87.50,87.50,79.79,82.50,73.75,77.50,118.75,161.25,300.00,303.75,117.50,123.75,101.25,103.75,86.25,137.50,103.33,95.00,85.00,85.00,86.25,83.75,91.25,91.25,92.50,105.00,105.00,107.50,94.24,120.00,118.75,121.25,155.00,160.00,162.50,160.00,151.25,145.00,143.75,165.00,168.75,147.60,172.50,167.50,171.25,190.00,206.25,206.25,167.50,115.00,112.50,108.75,103.75,108.75,152.50,117.50,102.50,102.50,92.50,78.75,81.25,83.75,86.25,97.50,87.50,87.50,87.50,92.08,78.75,83.75,86.25,100.00,115.00,136.25,122.50,127.50,126.25,122.50,110.00,120.00,110.73,125.00,167.50,171.25,173.75,168.75,155.00,122.50,115.00,102.50,111.25,117.50,131.25,138.44,111.25,110.00,105.00,112.50,110.00,107.50,112.50,115.00,122.50,112.50,117.50,127.50,113.65
....Bataan,"GARLIC, NATIVE, 1 KG",299.54,280.28,255.27,301.84,311.33,311.33,292.36,342.67,313.92,261.03,239.47,229.98,286.59,208.42,203.53,191.75,170.19,167.60,245.50,244.93,208.99,193.47,215.61,227.69,239.47,209.76,249.25,220.50,220.50,220.50,229.99,282.60,330.62,258.75,257.50,235.00,235.00,235.00,247.93,236.25,236.25,236.25,236.25,236.25,230.00,230.00,230.00,230.00,230.00,227.50,227.50,232.19,240.00,231.25,227.50,231.25,232.50,243.75,250.00,250.00,256.25,253.75,256.25,256.25,244.06,256.25,256.25,253.75,253.75,253.75,253.75,258.75,258.75,248.75,248.75,255.00,248.75,253.85,256.25,255.00,255.00,255.00,255.00,255.00,247.50,247.50,247.50,247.50,225.00,225.00,247.60,225.00,212.50,201.25,192.86,194.29,175.71,184.29,194.29,200.00,203.75,191.25,182.86,196.50,175.71,181.43,182.86,178.00,164.29,176.25,158.75,138.75,132.50,143.75,172.86,191.43,166.38,192.86,170.00,178.33,161.67,153.33,151.67,128.33,129.85,126.03,127.94,127.94,129.84,148.15
....Bataan,"ONION RED CREOLE (BERMUDA RED), 1 KG",76.56,62.90,51.32,61.25,70.63,77.50,78.75,88.13,97.50,113.13,101.88,91.88,80.95,87.50,77.50,67.50,70.63,71.25,73.75,72.50,67.50,71.25,70.00,68.75,90.00,74.01,85.63,88.75,66.25,57.50,47.50,47.50,53.13,55.00,58.75,63.13,61.25,56.67,61.76,65.00,56.25,48.75,44.38,42.50,56.25,61.88,65.63,65.00,76.25,91.25,100.00,64.43,113.75,86.25,57.88,67.50,87.50,95.00,102.50,122.50,118.75,120.00,102.50,83.75,96.49,85.00,77.50,67.50,62.50,60.63,65.00,69.38,70.00,83.75,88.75,85.63,96.25,75.99,115.00,87.50,80.00,78.75,83.75,96.25,100.00,108.75,108.75,97.50,90.00,91.25,94.79,91.25,81.88,62.50,66.25,65.00,66.25,64.38,70.00,78.75,77.50,81.25,115.00,76.67,161.25,128.75,86.25,96.67,97.50,101.25,87.50,86.25,105.00,138.75,187.50,206.25,123.58,192.50,125.00,108.75,97.50,100.00,91.25,111.25,129.05,129.05,132.86,140.49,145.83,125.29
....Bataan,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bataan,"GINGER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bataan,"GARLIC, IMPORTED, 1 KG",110.97,114.28,115.94,66.25,69.38,89.38,107.50,103.75,92.50,86.25,81.25,82.50,93.33,81.25,86.25,87.50,86.25,87.50,85.63,83.75,76.25,77.50,77.50,78.75,83.75,82.66,83.75,82.50,93.75,126.25,181.25,291.25,295.00,122.50,98.75,98.75,95.00,90.00,138.23,107.50,100.63,93.75,91.25,90.00,91.25,95.00,95.00,103.75,101.25,106.25,112.50,99.01,122.50,122.50,135.00,142.50,157.50,175.00,180.00,160.00,158.75,156.25,163.75,168.75,153.54,170.00,172.50,167.50,182.50,203.75,221.25,147.50,143.75,117.50,107.50,105.00,130.00,155.73,130.00,130.00,130.00,130.00,127.50,93.75,92.50,88.75,90.00,87.50,85.00,87.50,106.04,81.25,80.63,87.50,93.75,110.00,118.75,127.50,131.25,142.50,143.75,123.75,122.50,113.59,120.00,153.75,152.50,186.67,176.25,171.25,131.88,122.50,123.75,116.25,106.25,110.00,139.25,118.75,108.75,108.75,102.50,108.75,108.75,105.00,112.41,108.70,114.26,122.28,123.52,111.87
....Bulacan,"GARLIC, NATIVE, 1 KG",38.52,38.52,38.52,38.52,38.52,38.52,46.91,46.91,40.12,37.66,37.04,38.39,39.85,38.02,37.03,37.03,38.26,38.26,38.26,38.26,38.26,38.02,38.02,38.84,39.00,38.11,39.00,39.00,39.00,39.24,39.89,45.65,128.32,95.00,95.00,95.00,95.63,95.63,70.53,95.00,92.50,92.50,92.50,92.50,90.00,90.00,90.00,90.00,90.00,90.00,90.63,91.30,90.00,90.00,90.00,90.00,90.00,90.00,95.00,105.00,155.38,158.00,188.25,180.00,118.47,172.50,318.50,361.50,335.00,351.88,351.88,328.13,319.75,325.38,346.50,357.75,351.13,326.66,351.13,238.75,351.13,324.13,206.63,216.50,202.50,200.63,206.00,192.38,191.13,174.75,237.97,179.88,177.00,238.75,194.75,169.38,169.38,169.38,169.38,169.38,161.38,146.25,121.25,172.18,127.50,135.00,146.25,155.83,143.75,128.75,100.63,94.38,94.38,95.63,94.38,120.00,119.71,136.50,139.00,112.13,113.75,115.00,113.75,113.75,125.46,121.28,118.77,110.41,112.92,119.39
....Bulacan,"ONION RED CREOLE (BERMUDA RED), 1 KG",60.31,57.83,47.09,43.38,56.00,70.38,70.38,73.13,87.63,91.38,88.25,85.75,69.29,85.13,87.13,84.00,79.63,76.63,73.50,72.00,71.50,70.38,70.38,70.38,70.38,75.92,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,66.00,65.63,67.50,69.75,58.13,58.50,57.38,52.00,50.88,50.63,50.63,51.00,52.88,55.88,55.38,56.50,54.15,56.19,56.50,55.88,59.13,80.00,93.25,95.00,106.25,115.00,107.50,86.25,75.00,82.16,63.75,70.63,65.25,58.50,59.38,64.25,61.88,60.50,73.00,72.50,76.25,89.38,67.94,105.00,95.25,71.25,76.25,75.00,92.50,100.00,90.00,87.50,80.00,83.75,80.00,86.38,84.38,73.13,58.13,43.13,40.00,52.50,52.50,62.50,62.50,69.38,84.38,136.50,68.25,196.25,106.25,70.63,75.00,80.00,87.25,88.75,82.50,115.00,153.75,168.75,183.75,117.32,151.25,115.00,115.00,105.00,105.00,101.25,98.75,106.02,107.50,110.79,128.53,153.55,116.47
....Bulacan,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bulacan,"GINGER, 1 KG",169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,169.20,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,177.30,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,178.88,178.75,179.80,180.00,180.00,180.00,180.00,180.00,180.00,135.00,138.13,133.13,125.63,113.75,92.50,151.51,92.50,92.50,90.00,77.50,81.25,81.25,90.63,75.63,69.38,70.00,71.25,83.75,81.30,71.25,85.00,85.00,87.50,87.50,87.50,96.25,87.50,85.00,88.75,95.00,102.50,88.23,73.75,71.25,68.75,80.00,109.38,120.00,113.75,125.00,125.00,133.75,125.00,120.00,105.47,132.50,131.25,135.00,181.67,180.00,163.75,160.00,157.50,165.00,162.50,163.75,135.00,155.66,153.75,138.13,128.75,128.75,128.75,138.75,118.75,133.44,116.30,115.08,117.53,109.58,127.30
....Bulacan,"GARLIC, IMPORTED, 1 KG",78.00,78.00,78.00,78.00,78.00,78.00,96.67,96.67,84.17,77.50,76.67,80.33,81.67,79.33,76.67,76.67,80.00,79.38,79.38,79.38,79.38,77.75,77.75,80.25,80.50,78.87,80.50,80.50,80.50,80.88,81.88,99.38,252.50,193.13,112.50,112.50,111.88,114.17,116.69,97.25,94.88,93.63,86.38,86.38,86.38,86.38,86.38,87.63,89.13,90.63,91.88,89.74,95.13,95.13,94.13,99.88,143.88,158.75,161.25,153.75,152.50,155.00,142.50,161.25,134.43,157.50,155.00,161.88,168.13,186.88,177.50,128.75,107.50,103.13,116.88,121.25,116.25,141.72,100.00,103.75,93.75,93.75,106.25,105.00,100.00,86.25,80.00,78.75,80.00,81.25,92.40,81.25,83.75,83.75,100.00,103.75,121.25,125.00,123.75,120.00,113.75,105.00,128.75,107.50,122.50,151.25,155.63,141.67,143.75,117.00,98.75,79.38,84.38,83.75,87.50,95.63,113.43,95.00,98.13,94.38,95.63,95.63,93.13,92.25,102.49,118.02,113.20,111.40,114.41,101.97
....Nueva Ecija,"GARLIC, NATIVE, 1 KG",95.18,87.50,87.50,92.11,101.32,99.79,105.92,156.57,128.94,128.94,113.60,130.48,110.65,112.06,132.03,122.82,132.03,129.73,131.26,132.03,116.67,116.67,118.22,144.30,144.30,127.68,132.78,124.35,140.47,221.07,274.80,521.95,475.90,185.00,115.00,115.00,93.75,93.75,207.82,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,112.50,96.25,98.75,98.75,147.50,152.50,151.25,141.25,141.25,138.75,141.25,145.00,130.42,148.75,146.25,151.25,153.75,184.38,186.25,187.50,200.00,187.50,183.75,183.75,183.75,174.74,183.75,183.75,183.75,183.75,183.75,183.75,183.75,183.13,190.00,178.75,178.75,185.00,183.49,183.75,188.75,182.50,187.50,185.00,188.75,188.75,188.75,188.75,188.75,198.75,191.25,188.44,190.00,188.75,186.25,190.00,180.00,168.75,141.25,135.00,136.25,146.25,150.00,160.00,164.38,160.00,146.25,142.50,152.50,147.50,176.25,165.00,171.11,176.00,167.44,163.77,168.66,161.42
....Nueva Ecija,"ONION RED CREOLE (BERMUDA RED), 1 KG",78.92,59.60,54.48,43.75,56.67,56.25,56.88,63.13,70.00,78.13,81.25,70.63,64.14,70.83,62.50,70.63,50.63,43.75,51.88,55.00,56.88,51.88,51.88,55.63,56.88,56.53,68.13,69.38,66.88,30.00,20.63,24.38,36.25,39.38,40.00,40.00,40.00,40.83,42.99,45.00,43.13,40.00,35.00,35.00,35.00,35.00,44.38,44.38,49.38,72.50,80.63,46.62,75.00,75.63,65.00,63.13,75.00,85.63,83.13,81.25,85.00,91.88,102.50,102.50,82.14,102.50,102.50,90.00,90.00,90.00,56.88,55.00,56.25,63.13,66.88,68.75,70.00,75.99,85.00,81.88,73.75,70.63,61.88,65.00,68.75,97.50,96.88,94.38,83.13,81.25,80.00,80.00,79.38,66.88,49.38,51.88,51.25,52.50,54.38,55.63,57.50,67.50,101.25,63.96,153.75,103.75,80.00,65.00,75.00,77.50,90.00,86.25,98.75,113.75,143.75,145.00,102.71,106.25,93.75,87.50,77.50,78.75,88.75,96.25,95.00,120.00,117.50,118.75,140.00,101.67
....Nueva Ecija,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Ecija,"GINGER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Ecija,"GARLIC, IMPORTED, 1 KG",51.67,47.50,47.50,50.00,55.00,55.63,58.13,83.75,70.00,70.00,61.25,70.83,60.11,60.83,71.25,65.00,70.00,68.13,70.00,70.63,63.13,63.13,64.38,78.75,78.75,68.67,71.88,66.25,80.00,120.00,149.38,282.50,247.50,99.38,80.00,80.00,79.38,80.00,119.69,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,82.50,85.00,80.63,85.00,92.50,101.25,136.88,145.00,157.50,157.50,141.25,142.50,145.00,145.00,145.00,132.87,145.00,145.00,145.00,145.00,145.00,190.00,134.38,127.50,91.25,96.25,95.00,91.25,129.22,92.50,94.75,92.88,91.63,89.25,90.00,88.75,72.50,73.13,71.88,69.38,68.13,82.90,66.88,68.13,69.38,79.38,81.88,108.75,115.00,110.00,113.75,111.25,112.50,121.25,96.51,120.00,141.25,147.50,168.33,158.75,130.00,93.13,84.38,83.75,90.00,92.50,97.50,117.26,90.00,93.75,95.00,92.50,92.50,90.00,86.88,87.50,100.00,107.50,107.50,108.75,95.99
....Pampanga,"GARLIC, NATIVE, 1 KG",83.30,77.54,77.54,88.76,90.02,141.51,140.01,102.50,131.31,118.77,117.51,113.55,106.86,116.31,118.29,119.55,115.53,114.93,117.51,113.55,101.01,108.81,117.51,125.01,137.55,117.13,150.03,93.80,121.28,155.00,225.03,402.53,440.03,177.50,150.00,155.00,150.00,133.75,196.16,131.25,140.63,142.50,138.75,120.00,120.00,125.00,125.00,128.75,130.00,140.00,142.50,132.03,145.00,140.00,135.00,135.00,135.00,125.00,125.00,130.00,130.00,127.50,150.63,152.50,135.89,200.00,200.00,200.00,200.00,200.00,216.25,185.00,158.75,186.25,178.75,186.25,167.50,189.90,142.50,120.00,120.00,120.00,117.50,110.00,151.25,151.25,158.75,151.25,138.75,136.88,134.84,140.63,143.13,150.63,146.88,143.13,145.00,143.75,147.50,143.75,140.00,141.25,141.25,143.91,138.75,139.38,183.75,185.00,178.75,163.13,148.75,140.63,135.00,133.75,123.13,135.00,150.42,109.38,101.88,101.88,110.63,103.75,104.38,103.13,118.94,126.53,131.59,127.79,129.69,114.13
....Pampanga,"ONION RED CREOLE (BERMUDA RED), 1 KG",66.35,57.34,50.79,60.63,63.75,71.25,75.00,80.00,77.50,90.00,77.50,73.13,70.27,79.38,71.25,52.50,40.63,38.75,48.13,48.75,61.25,60.63,51.25,60.00,79.38,57.66,91.25,75.00,50.00,39.38,36.25,38.13,40.63,49.38,58.75,60.00,53.13,51.88,53.65,57.50,52.50,35.63,38.75,40.00,51.25,55.00,62.50,56.25,65.00,68.13,93.75,56.36,83.75,75.63,45.00,50.00,65.00,83.75,96.88,96.25,96.25,105.00,87.50,82.50,80.63,80.00,77.50,61.25,61.25,65.63,69.38,60.63,57.50,72.50,70.00,72.50,105.00,71.10,113.75,85.00,85.00,77.50,80.00,80.00,92.50,95.63,105.63,100.00,93.13,79.38,90.63,80.00,78.75,77.50,75.00,72.50,68.13,63.75,58.75,61.88,62.50,76.25,133.13,75.68,161.25,105.00,65.00,83.33,76.88,87.50,83.13,85.63,110.00,138.75,125.00,118.13,103.30,100.00,80.63,78.13,80.38,85.00,76.88,93.13,116.42,112.01,129.01,132.15,159.21,103.58
....Pampanga,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Pampanga,"GINGER, 1 KG",42.37,44.06,45.76,50.00,53.75,45.00,36.25,36.67,33.13,33.50,39.38,37.50,41.45,42.50,47.50,43.13,43.75,43.13,50.63,61.88,60.00,71.25,80.00,100.00,57.50,58.44,72.50,61.25,52.50,90.00,148.75,181.25,197.50,158.75,197.50,152.50,142.50,118.75,131.15,119.38,110.63,102.50,158.75,180.00,233.75,195.00,180.00,143.75,136.25,158.75,110.00,152.40,105.00,113.75,83.75,100.00,95.00,86.25,80.00,80.63,64.38,60.00,78.75,71.25,84.90,76.25,73.75,73.75,73.75,71.88,78.75,78.75,83.75,76.25,75.63,75.63,78.13,76.36,80.63,80.63,80.63,60.00,62.50,65.00,68.13,80.63,83.13,83.13,86.25,80.00,75.89,91.25,80.00,73.50,75.38,79.75,97.50,107.50,114.38,119.38,118.25,116.88,110.00,98.65,105.00,106.25,107.50,110.00,105.63,118.75,133.13,136.88,137.50,142.50,153.75,145.00,125.16,114.38,110.00,111.88,121.25,128.13,123.75,125.63,132.68,128.54,106.15,93.31,88.94,115.39
....Pampanga,"GARLIC, IMPORTED, 1 KG",55.61,51.85,51.85,59.38,60.00,96.25,93.75,65.00,86.25,82.50,78.75,76.88,71.51,75.63,78.13,78.13,73.13,73.13,78.75,76.88,67.50,74.38,78.13,80.63,91.25,77.14,100.00,63.13,82.50,117.50,150.00,267.50,295.00,120.00,100.00,93.75,85.00,81.88,129.69,91.25,82.50,80.00,83.75,84.38,80.63,80.00,81.25,85.00,92.50,95.00,98.75,86.25,96.25,98.75,105.00,112.50,120.00,110.00,155.00,155.00,155.00,142.50,156.25,161.25,130.63,165.63,173.13,160.63,173.13,205.00,223.00,195.00,172.50,181.25,146.25,153.13,125.00,172.80,120.00,100.00,100.00,92.50,97.50,105.63,100.63,101.88,103.75,95.75,86.25,76.88,98.40,80.00,80.00,83.75,92.50,103.13,115.63,119.38,121.88,115.63,117.50,117.50,125.00,105.99,116.25,145.00,163.75,157.50,158.13,121.25,97.50,83.13,93.75,83.13,81.88,96.25,116.46,93.75,91.25,98.38,101.88,94.38,93.75,91.25,97.16,111.39,117.05,114.53,115.79,101.71
....Tarlac,"GARLIC, NATIVE, 1 KG",85.35,75.85,55.42,61.69,82.32,83.94,110.63,113.86,113.86,117.09,113.86,107.59,93.46,98.09,88.99,86.97,86.97,82.32,78.48,82.32,95.06,91.83,82.33,90.42,95.28,88.26,98.51,92.03,90.41,99.91,122.15,247.33,250.56,130.00,143.75,138.13,140.63,140.83,141.19,130.44,200.00,220.00,220.00,220.00,180.00,180.00,160.00,140.00,110.00,130.00,140.00,169.20,133.33,123.75,105.00,162.50,165.00,172.50,172.50,160.00,165.00,165.00,168.75,172.50,155.49,172.50,172.50,172.50,172.50,172.50,172.50,172.50,200.00,200.00,200.00,200.00,200.00,183.96,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,100.00,100.00,160.00,136.00,134.29,144.29,111.43,114.29,114.29,105.00,106.25,127.15,106.25,148.75,148.75,160.00,160.00,150.00,140.00,148.75,155.00,152.50,165.00,170.00,150.42,163.75,157.50,157.50,157.50,157.50,156.25,156.25,157.50,165.00,165.00,166.25,158.75,159.90
....Tarlac,"ONION RED CREOLE (BERMUDA RED), 1 KG",73.20,57.98,52.63,46.88,57.13,67.75,76.88,78.13,96.25,88.13,80.63,78.13,71.14,76.50,65.25,53.75,36.25,36.25,51.50,48.13,50.00,53.75,58.13,56.88,67.50,54.49,70.63,63.13,56.25,41.25,28.13,37.25,42.00,54.38,55.38,57.88,59.00,57.38,51.89,55.00,47.75,35.25,31.25,39.38,47.75,51.88,57.50,59.38,67.88,88.00,95.00,56.34,92.50,78.75,60.00,61.25,71.25,91.25,91.25,96.25,102.50,102.50,81.25,76.25,83.75,71.25,60.00,50.00,42.50,45.00,45.00,47.50,51.25,62.50,76.25,81.25,90.00,60.21,102.50,85.00,65.00,67.50,67.50,87.50,95.63,98.75,100.00,76.25,80.00,82.50,84.01,80.00,80.00,66.25,47.50,48.75,51.25,53.75,56.25,62.50,62.50,83.75,112.50,67.08,153.75,93.75,76.25,76.67,78.75,91.25,86.50,96.25,106.25,135.00,133.75,137.50,105.47,105.00,90.00,83.75,91.25,93.75,90.00,91.25,91.25,97.68,106.28,113.90,128.49,98.55
....Tarlac,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GINGER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Tarlac,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
