Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Cagayan,"FRESH, BEEF, MEAT WITH BONES, 1 KG",186.24,187.06,188.72,183.75,183.75,185.25,185.25,185.25,185.25,185.25,185.25,185.25,185.52,185.25,185.25,185.25,189.38,189.38,190.00,189.38,189.38,187.50,185.00,185.00,185.00,187.15,185.00,183.75,186.25,188.75,186.25,186.25,186.25,186.88,186.88,186.88,186.88,186.88,186.41,186.88,185.63,186.88,188.13,188.13,188.75,192.50,192.50,191.25,191.25,191.25,191.25,189.53,189.38,189.38,189.38,189.38,191.88,191.88,191.88,191.88,188.75,188.75,189.38,190.00,190.16,190.63,190.63,191.88,192.50,193.13,193.13,187.50,183.75,179.38,179.38,188.13,188.13,188.18,191.88,189.38,195.63,195.63,195.00,182.50,180.00,182.50,182.50,182.50,182.50,182.50,186.88,182.50,183.75,183.75,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.83,186.25,196.25,197.50,197.50,201.25,196.25,197.50,197.50,197.50,201.25,215.63,231.25,201.30,240.00,253.75,256.25,256.25,272.50,286.25,291.25,296.47,296.47,293.86,293.86,297.78,277.89
....Cagayan,"FRESH, BEEF, PURE MEAT, 1 KG",233.77,233.77,236.28,231.25,227.50,230.00,230.00,230.00,230.00,230.00,230.00,230.00,231.05,230.00,230.00,230.00,236.25,236.25,236.25,237.50,236.25,231.25,226.25,226.25,226.25,231.88,226.25,226.25,230.00,233.75,233.75,233.75,233.75,231.25,231.25,230.00,230.00,230.00,230.83,230.00,228.13,227.50,227.50,227.50,227.50,231.25,231.25,228.75,230.00,231.25,228.75,229.12,228.75,228.75,228.75,226.25,226.25,226.25,226.25,226.25,223.75,223.75,223.75,225.00,226.15,226.25,227.50,228.13,237.50,237.50,237.50,238.75,237.50,230.00,230.00,247.50,247.50,235.47,255.00,252.50,255.00,255.00,253.75,253.75,255.00,255.00,253.75,255.00,250.00,250.00,253.65,251.25,251.25,251.25,242.50,242.50,242.50,242.50,243.75,243.75,241.25,241.25,241.25,244.58,243.75,248.75,248.75,241.67,255.00,253.75,253.75,253.75,253.75,253.75,268.75,282.50,254.83,288.75,295.00,288.75,290.00,311.25,326.25,335.00,335.00,327.50,331.25,326.25,333.75,315.73
....Cagayan,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cagayan,"FRESH, PORK, MEAT WITH BONES, 1 KG",156.88,158.54,158.54,156.88,156.88,158.75,158.75,158.75,157.50,157.50,157.50,158.75,157.94,158.75,157.50,157.50,166.25,168.75,175.63,175.00,175.00,177.50,177.50,177.50,177.50,170.37,176.25,176.25,176.88,183.75,183.75,185.00,183.75,182.50,181.25,180.63,178.75,178.75,180.63,178.13,176.88,176.25,175.63,176.25,180.00,178.75,178.13,175.00,175.00,175.00,175.00,176.67,169.38,165.00,165.00,162.50,162.50,161.25,162.50,162.50,157.50,157.50,157.50,157.50,161.72,158.75,157.50,163.13,166.25,175.00,173.13,173.13,171.88,173.13,173.13,176.88,178.13,170.00,178.13,178.13,180.00,181.25,181.25,187.50,173.33,178.75,178.75,180.00,176.25,176.25,179.13,176.25,176.25,173.75,173.75,173.75,173.75,176.25,173.75,172.50,170.63,170.00,170.00,173.39,176.25,176.25,175.63,175.63,175.63,174.38,187.50,185.00,185.00,187.50,202.50,223.75,185.42,226.25,247.50,248.75,260.00,277.50,281.25,288.75,290.03,281.05,269.50,270.78,277.20,268.21
....Cagayan,"FRESH, PORK, PURE MEAT, 1 KG",163.35,163.35,178.20,165.00,167.50,167.50,167.50,167.50,166.25,166.25,166.25,166.25,167.08,166.25,165.00,165.00,177.50,178.75,186.88,186.25,186.25,187.50,187.50,187.50,186.25,180.05,185.00,185.00,186.25,190.00,190.00,191.25,191.25,191.25,190.00,189.38,189.38,191.25,189.17,190.00,188.75,187.50,186.88,187.50,188.75,190.00,190.00,186.25,186.25,186.25,186.25,187.87,182.50,180.00,182.50,182.50,180.63,178.75,178.75,177.50,173.75,167.50,175.00,175.00,177.87,175.00,175.00,184.38,185.63,193.13,192.50,192.50,193.75,195.00,195.00,195.00,195.00,189.32,197.50,197.50,196.25,197.50,197.50,200.00,202.50,208.75,213.75,213.75,213.75,213.75,204.38,212.50,212.50,210.00,207.50,207.50,207.50,207.50,207.50,205.00,203.75,203.75,204.38,207.45,204.38,203.75,203.13,207.50,211.25,207.50,211.25,211.25,210.00,210.00,223.75,246.25,212.50,250.00,266.25,268.75,292.00,303.75,313.75,321.25,313.69,306.13,293.53,289.75,308.65,293.96
....Isabela,"FRESH, BEEF, MEAT WITH BONES, 1 KG",171.71,184.27,184.27,180.92,170.88,170.88,170.88,172.55,172.55,172.55,172.55,172.55,174.71,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,172.55,182.50,182.50,182.50,182.50,182.50,176.70,182.50,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,173.75,179.69,175.63,175.63,179.38,166.88,182.50,180.00,190.00,185.00,185.00,185.00,185.00,185.00,181.25,185.00,177.50,177.50,177.50,192.50,193.75,192.50,196.25,201.25,201.25,193.75,196.25,190.42,200.00,200.00,200.00,200.00,203.75,201.25,208.75,206.25,206.25,206.25,206.25,206.25,203.75,206.25,206.25,206.25,206.25,213.75,213.75,213.75,213.75,213.75,213.75,231.25,231.25,214.17,231.25,233.75,238.75,235.00,236.25,240.00,252.50,257.50,265.00,272.50,280.00,280.00,251.88,291.25,302.50,303.75,296.25,301.25,300.00,302.50,295.61,278.74,278.74,270.96,268.74,290.86
....Isabela,"FRESH, BEEF, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Isabela,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Isabela,"FRESH, PORK, MEAT WITH BONES, 1 KG",151.97,151.15,151.15,150.00,147.25,148.25,148.25,148.75,146.25,147.50,147.50,152.50,149.21,152.50,155.00,155.63,162.50,163.75,165.00,165.00,167.50,167.50,167.50,167.50,171.25,163.39,171.25,171.25,177.50,178.75,178.75,178.75,180.00,180.00,180.00,180.00,173.75,173.75,176.98,173.75,173.75,172.50,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.75,173.65,177.50,175.63,169.38,165.63,166.88,170.00,167.50,166.25,166.25,166.25,162.50,162.50,168.02,163.75,162.50,166.25,182.50,183.75,191.25,192.50,195.00,195.00,192.50,193.75,197.50,184.69,195.00,188.75,192.50,191.25,202.50,205.00,193.75,195.00,197.50,198.75,188.75,188.75,194.79,190.00,192.50,190.00,190.00,192.50,192.50,190.00,191.25,190.63,186.88,177.50,175.00,188.23,177.50,178.75,177.50,183.33,180.00,176.25,188.75,192.50,181.88,182.50,236.25,265.00,193.35,311.25,316.25,317.50,321.25,328.75,328.75,328.75,326.29,317.67,295.14,296.00,299.69,315.61
....Isabela,"FRESH, PORK, PURE MEAT, 1 KG",161.71,160.00,160.00,160.50,160.75,164.79,164.82,166.25,162.50,162.50,162.50,163.75,162.51,165.00,168.75,170.00,175.00,180.00,183.75,183.75,186.25,187.50,187.50,187.50,188.75,180.31,188.75,188.75,197.50,197.50,197.50,197.50,200.00,200.00,198.75,198.75,188.75,188.75,195.21,188.75,188.75,186.25,187.50,187.50,187.50,187.50,188.75,187.50,187.50,187.50,188.75,187.81,190.00,184.38,178.13,175.00,180.00,181.25,180.00,182.50,177.50,176.25,176.25,173.75,179.58,175.00,175.00,182.50,192.50,195.00,208.75,208.75,211.25,210.00,210.00,203.75,208.75,198.44,208.75,207.50,207.50,211.25,222.50,218.75,216.25,217.50,216.25,217.50,212.50,212.50,214.06,211.25,211.25,210.00,207.50,210.00,210.00,210.00,210.00,207.50,201.25,196.25,196.25,206.77,196.25,191.25,190.00,193.33,197.50,193.75,208.75,210.00,200.00,198.50,258.75,282.50,210.05,337.50,341.25,338.75,345.00,351.25,351.25,351.25,348.80,340.24,316.98,316.98,318.21,338.12
....Nueva Vizcaya,"FRESH, BEEF, MEAT WITH BONES, 1 KG",204.54,204.54,204.54,206.25,206.25,206.88,213.13,213.13,213.13,213.13,213.13,213.13,209.32,213.13,213.13,213.13,214.38,215.63,216.88,218.13,219.38,220.63,220.63,220.63,220.63,217.19,220.63,220.63,225.63,225.63,225.63,228.13,230.63,230.63,230.63,231.88,233.13,233.13,228.03,230.63,230.63,230.63,233.13,233.13,233.13,233.13,233.13,233.13,233.13,233.13,230.00,232.24,226.25,225.00,225.00,225.00,228.75,226.25,226.25,226.25,226.88,226.88,226.88,226.88,226.36,232.50,232.50,225.00,225.00,225.00,225.00,240.00,240.00,240.00,240.00,240.00,240.00,233.75,240.00,240.00,242.50,242.50,252.50,250.00,257.50,263.75,262.50,260.00,255.00,255.00,251.77,255.00,257.50,255.00,257.50,257.50,255.00,255.00,260.00,260.00,260.00,267.50,265.00,258.75,275.00,280.00,282.50,285.00,287.50,290.00,295.00,295.00,295.00,301.25,302.50,305.00,291.15,332.50,346.25,342.50,366.25,375.00,377.50,377.50,377.50,376.25,375.00,375.00,377.50,366.56
....Nueva Vizcaya,"FRESH, BEEF, PURE MEAT, 1 KG",215.14,215.14,215.14,215.14,215.14,214.30,213.46,212.61,211.77,211.77,211.77,211.77,213.60,211.77,211.77,211.77,212.61,220.17,221.85,221.85,223.53,223.53,224.37,225.21,225.21,219.47,225.21,225.21,225.21,226.06,226.90,233.63,233.63,233.63,233.63,233.63,233.63,231.95,230.19,231.95,231.95,231.95,231.95,231.95,230.27,228.60,228.60,231.96,231.96,231.96,235.32,231.54,236.00,233.98,233.98,235.32,235.32,235.32,235.32,233.65,232.80,230.28,236.00,236.00,234.50,239.03,240.04,240.04,240.04,248.11,248.11,247.10,248.11,248.11,248.11,248.11,248.11,245.25,248.11,252.14,254.66,254.66,257.18,258.02,262.23,272.32,270.64,268.97,268.97,265.60,261.13,268.97,282.41,285.77,289.14,289.14,295.86,295.86,292.50,292.50,292.50,292.50,292.50,289.14,297.50,297.50,300.00,302.50,305.00,315.00,327.50,327.50,336.25,342.50,347.50,360.00,321.56,360.00,372.50,371.88,387.50,392.50,392.50,392.50,392.50,390.00,390.00,390.00,391.25,385.26
....Nueva Vizcaya,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Vizcaya,"FRESH, PORK, MEAT WITH BONES, 1 KG",155.22,155.22,155.22,154.38,154.38,155.00,156.25,157.50,156.25,157.50,155.00,162.50,156.20,165.00,166.25,165.00,170.00,173.75,175.00,176.25,178.13,180.00,180.00,180.00,180.00,174.12,180.00,180.00,186.88,197.50,197.50,198.75,198.75,198.75,198.75,196.88,194.38,191.25,193.28,190.63,190.63,190.63,190.63,190.63,190.63,190.63,190.63,190.63,191.25,189.38,188.75,190.42,188.75,187.50,186.88,186.88,186.25,188.13,187.50,188.13,186.88,186.25,186.25,186.25,187.14,187.50,186.25,183.75,181.25,185.00,195.00,197.50,195.00,195.00,195.00,197.50,197.50,191.35,197.50,196.25,196.25,196.25,201.25,211.25,221.25,218.75,223.75,221.25,218.75,216.25,209.90,216.25,213.75,206.25,203.75,203.75,203.75,202.50,200.00,200.00,198.75,196.25,195.00,203.33,195.00,195.00,195.00,193.75,192.50,192.50,207.50,207.50,207.50,216.25,237.50,242.50,206.88,308.75,338.75,336.25,350.00,361.25,363.75,360.00,358.75,349.97,337.42,336.17,345.58,345.55
....Nueva Vizcaya,"FRESH, PORK, PURE MEAT, 1 KG",164.78,164.78,164.78,164.78,163.94,163.11,159.77,163.95,163.95,163.12,162.29,164.80,163.67,168.14,169.82,171.49,174.00,180.70,183.21,183.88,184.54,184.54,183.71,183.71,183.71,179.29,183.71,183.71,183.71,184.88,185.71,196.58,199.09,199.93,199.93,199.93,191.56,191.56,191.69,191.56,191.98,192.40,192.40,192.40,191.56,190.73,192.41,189.06,189.06,189.06,189.90,191.04,187.80,186.13,186.13,187.80,185.71,188.22,188.22,189.05,186.96,184.87,185.70,185.70,186.86,186.20,185.70,188.71,188.71,196.74,200.76,204.78,208.80,208.80,204.78,200.76,200.76,197.96,200.76,200.76,200.76,202.57,206.79,216.33,222.52,222.52,229.21,222.52,222.52,219.17,213.87,219.17,217.50,219.17,219.17,219.17,217.50,217.50,217.50,213.75,213.75,206.25,207.50,215.66,207.50,206.25,206.25,201.25,198.75,198.75,218.75,222.50,227.50,253.75,258.75,317.50,226.46,317.50,347.50,343.75,353.75,368.75,378.75,367.50,365.00,357.50,347.50,346.25,352.50,353.85
....Quirino,"FRESH, BEEF, MEAT WITH BONES, 1 KG",149.42,149.42,149.42,149.42,148.04,145.31,145.31,145.31,145.31,145.31,146.68,146.68,147.14,146.68,146.68,146.68,156.28,157.65,160.39,161.77,161.77,161.77,161.77,161.77,161.77,157.08,161.77,161.77,161.77,161.77,163.13,164.51,170.00,170.00,170.00,170.00,172.50,172.50,166.64,172.50,172.50,172.50,172.50,172.50,175.00,175.00,175.00,180.00,175.00,170.00,170.00,173.54,170.00,170.00,170.00,170.00,170.00,170.00,171.25,171.25,171.25,171.25,171.25,171.25,170.63,171.25,171.25,171.25,171.25,171.25,171.25,171.25,188.75,188.75,188.75,188.75,188.75,178.54,188.75,188.75,188.75,188.75,210.63,221.88,222.50,226.25,226.25,223.75,228.75,228.75,211.98,228.75,228.75,230.00,215.00,198.75,196.25,196.25,196.25,197.50,197.50,193.75,193.75,206.04,193.75,193.75,188.75,191.25,192.50,190.00,190.00,192.50,195.00,196.25,197.50,213.75,194.58,217.50,225.00,220.00,223.75,248.75,258.75,262.50,266.25,276.25,276.25,276.25,276.25,252.29
....Quirino,"FRESH, BEEF, PURE MEAT, 1 KG",181.25,181.25,181.25,181.25,180.00,177.50,177.50,177.50,177.50,177.50,180.00,180.00,179.38,180.00,180.00,180.00,190.00,191.25,195.00,197.50,197.50,197.50,197.50,197.50,197.50,191.77,197.50,197.50,197.50,197.50,198.75,200.00,210.00,210.00,210.00,210.00,211.25,210.00,204.17,210.00,210.00,210.00,210.00,210.00,210.00,211.25,211.25,211.25,211.25,211.25,211.25,210.63,211.25,210.00,210.00,210.00,210.00,210.00,212.50,215.00,215.00,215.00,215.00,215.00,212.40,215.00,212.50,212.50,215.00,215.00,215.00,215.00,215.00,216.25,216.25,216.25,217.50,215.10,217.50,215.63,217.50,220.00,233.75,234.38,236.88,236.88,234.38,234.38,240.63,240.63,230.21,240.63,240.63,240.63,246.88,253.13,254.38,254.38,253.13,255.00,255.00,270.63,270.63,252.92,271.88,271.88,271.88,271.88,275.63,279.38,283.75,283.75,283.75,281.25,293.75,316.25,282.09,323.75,332.50,332.50,338.75,340.00,340.00,342.50,345.00,350.00,350.00,320.00,320.00,336.25
....Quirino,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Quirino,"FRESH, PORK, MEAT WITH BONES, 1 KG",155.00,155.00,156.69,155.00,155.00,153.75,153.75,153.75,153.75,151.25,155.00,153.75,154.31,153.75,153.75,153.75,160.00,166.25,168.75,168.75,168.75,167.50,167.50,167.50,167.50,163.65,167.50,167.50,167.50,172.50,183.75,185.00,182.50,178.75,178.75,178.75,178.75,178.75,176.67,177.50,177.50,178.75,178.75,178.75,178.75,178.75,178.75,178.75,178.75,178.75,178.75,178.54,178.75,178.75,178.75,178.75,178.75,178.75,178.75,177.50,177.50,177.50,177.50,177.50,178.23,177.50,178.75,177.50,177.50,177.50,185.00,185.63,186.88,188.13,188.13,188.13,186.88,183.13,188.13,188.75,188.13,190.63,200.63,205.00,206.25,206.25,202.50,202.50,197.50,196.25,197.71,196.25,197.50,197.50,196.25,197.50,196.25,197.50,196.25,196.25,193.75,193.75,193.75,196.04,193.75,193.75,192.50,192.50,192.50,192.50,196.25,200.00,196.25,188.75,218.75,251.25,200.73,277.50,316.25,297.50,315.00,326.25,332.50,335.00,337.50,322.50,312.50,311.88,320.00,317.03
....Quirino,"FRESH, PORK, PURE MEAT, 1 KG",163.99,163.99,163.99,163.99,157.30,163.99,163.99,163.99,163.99,163.99,163.99,163.16,163.36,163.16,163.16,167.35,167.35,175.71,177.39,177.39,177.39,177.39,177.39,177.39,177.39,173.21,177.39,177.39,177.39,180.73,191.60,191.60,189.93,187.42,189.09,189.09,189.09,190.77,185.96,187.43,187.43,189.10,189.10,189.10,189.10,189.10,189.10,189.10,189.10,189.10,187.43,188.68,187.43,187.43,187.43,187.43,187.43,187.43,187.43,187.43,187.43,187.43,187.43,187.43,187.43,187.43,187.43,185.75,187.43,187.43,188.26,189.94,191.61,191.61,191.61,191.61,191.61,189.31,191.61,192.45,193.28,191.60,204.15,212.52,210.84,210.84,210.84,205.82,204.14,204.14,202.69,204.14,204.14,204.14,204.14,205.82,207.50,207.50,207.50,207.50,202.50,198.75,198.75,204.37,198.75,200.00,197.50,197.50,198.75,198.75,206.25,206.25,205.00,230.00,276.25,295.00,217.50,295.00,333.75,320.00,336.25,342.50,342.50,347.50,347.50,338.75,313.75,332.50,336.25,332.19
....Batanes,"FRESH, BEEF, MEAT WITH BONES, 1 KG",165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,170.00,170.00,170.00,170.00,166.67,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,177.50,177.50,177.50,177.50,177.50,177.50,177.50,177.50,177.50,177.50,177.50,176.88,177.50,177.50,177.50,177.50,177.50,177.50,187.50,182.50,187.50,187.50,190.00,190.00,182.50,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,192.50,205.00,211.25,215.00,195.31,215.00,215.00,215.00,215.00,217.50,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.21,214.29,214.29,214.29,214.29,214.29,214.29,214.29,214.29,214.29,208.57,214.29,214.29,213.81,214.29,214.29,222.86,228.57,237.14,237.14,237.14,237.14,237.14,237.14,237.14,237.14,231.43
....Batanes,"FRESH, BEEF, PURE MEAT, 1 KG",195.36,195.36,195.36,195.36,195.36,195.36,195.36,195.36,195.36,202.10,202.10,202.10,197.05,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.10,202.94,202.10,202.10,202.10,202.10,208.84,208.84,208.84,208.84,204.42,208.84,212.21,212.21,212.21,212.21,215.58,215.58,215.58,215.58,215.58,215.58,215.58,213.90,215.58,215.58,215.58,215.58,215.58,215.58,215.58,212.21,215.57,215.57,215.57,215.57,215.30,218.94,218.94,218.94,222.30,222.30,222.30,222.30,222.30,222.30,222.30,222.30,222.30,221.46,222.30,222.30,222.30,222.30,222.30,222.30,229.04,229.04,232.40,232.40,232.40,239.14,227.35,239.14,239.14,239.14,239.14,244.19,242.50,242.50,242.50,242.50,242.50,242.50,242.50,241.52,242.86,242.86,242.86,242.86,242.86,242.86,242.86,242.86,241.43,247.14,247.14,247.14,243.81,247.14,247.14,257.14,265.71,275.71,275.71,275.71,275.71,275.71,275.71,275.71,275.71,268.57
....Batanes,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"FRESH, PORK, MEAT WITH BONES, 1 KG",188.28,195.00,195.00,195.00,195.00,195.00,195.00,195.00,205.00,205.00,205.00,205.00,197.77,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,212.50,212.50,212.50,215.00,215.00,215.00,210.00,215.00,217.50,217.50,217.50,213.75,217.50,217.50,217.50,217.50,217.50,217.50,217.50,217.50,217.50,217.50,220.00,220.00,217.92,220.00,217.50,217.50,217.50,217.50,217.50,217.50,217.50,217.50,217.50,217.50,217.50,217.71,217.50,217.50,217.50,217.50,217.50,217.50,222.50,222.50,223.75,223.75,225.00,225.00,220.63,225.00,227.50,230.00,230.00,231.88,230.00,230.00,222.50,222.50,222.50,212.50,212.50,224.74,204.29,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,222.86,202.26,225.71,228.57,228.57,230.71,233.57,233.57,233.57,233.57,233.57,235.00,236.43,238.57,232.62
....Batanes,"FRESH, PORK, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),"FRESH, BEEF, MEAT WITH BONES, 1 KG",209.01,209.48,206.89,202.70,204.43,200.47,198.95,199.22,199.84,200.74,200.99,202.20,202.91,203.27,202.29,201.34,206.53,208.41,207.72,207.95,208.68,207.87,208.86,208.95,210.73,206.88,212.06,209.73,208.48,209.64,211.68,212.22,213.57,213.75,214.29,213.39,212.23,212.71,211.98,215.06,211.79,211.43,213.93,212.68,215.00,215.89,215.18,214.46,215.71,216.61,216.07,214.48,215.54,215.00,210.71,215.27,215.98,223.30,225.09,224.73,224.91,224.02,224.38,223.93,220.24,225.27,226.25,227.41,229.20,234.29,239.47,240.63,238.31,239.82,238.93,237.05,240.45,234.76,242.77,246.25,246.25,247.68,251.61,251.61,251.70,255.72,257.05,256.70,260.98,262.14,252.54,260.18,261.43,270.00,271.25,272.68,275.80,280.09,278.22,279.38,280.27,283.04,287.50,274.99,290.54,290.71,291.96,299.58,302.14,302.50,305.18,303.21,306.07,307.41,314.29,315.29,302.41,327.14,332.14,328.04,328.21,331.25,330.89,331.79,326.03,321.55,324.80,334.73,330.64,328.93
..REGION III (CENTRAL LUZON),"FRESH, BEEF, PURE MEAT, 1 KG",246.55,247.25,248.40,242.95,244.20,248.66,245.18,244.52,242.59,242.86,243.30,242.86,244.94,243.15,242.50,242.77,244.38,246.61,249.38,249.46,250.98,250.36,251.61,248.93,250.54,247.56,252.14,251.43,250.27,252.32,254.29,254.82,254.47,255.09,257.32,252.86,250.54,252.26,253.15,254.40,253.04,252.14,254.46,253.75,255.71,257.41,256.96,255.71,256.07,257.32,257.77,255.40,256.88,258.30,252.19,258.84,261.25,263.21,266.43,267.32,268.04,267.32,266.25,268.21,262.85,269.11,268.75,270.36,272.32,277.77,278.04,279.64,278.39,279.46,280.00,275.96,280.71,275.88,281.70,285.36,285.71,287.68,292.50,292.86,300.18,302.86,303.75,305.80,310.98,312.05,296.79,317.41,319.38,321.96,322.41,323.66,330.36,332.32,334.55,335.09,335.27,334.02,339.82,328.85,343.21,342.50,344.29,349.11,350.36,354.02,356.61,354.29,354.11,356.07,357.50,358.75,351.74,371.79,374.64,375.89,379.29,383.21,381.52,382.50,380.06,379.12,381.97,388.38,389.15,380.63
